FlightID,AircraftType,RouteAdherence,LandingQuality,PerformanceRating,ErrorsDetected,WeatherConditions,AirTrafficControlIssues,PilotExperience,FlightDuration,TailStrike,AccidentRisk
4427,Type A,68,Average,52,4,Cloudy,2,16577,6.506449927347759,No,Highly Likely to Crash
4428,Type B,61,Good,87,5,Clear,1,2919,6.21463515661894,Yes,Highly Likely to Crash
4429,Type A,64,Average,53,4,Stormy,2,14018,9.79313175968102,No,Highly Likely to Crash
4430,Type A,80,Average,85,4,Cloudy,2,7896,3.446300005944286,Yes,Highly Likely to Crash
4431,Type B,92,Average,53,3,Stormy,2,19512,6.326741681763323,Yes,Inconclusive
4432,Type C,86,Average,91,4,Stormy,1,7809,13.161475747494226,Yes,Highly Likely to Crash
4433,Type A,86,Average,58,2,Clear,2,12481,11.215311366639702,No,Inconclusive
4434,Type A,64,Poor,89,0,Cloudy,3,1185,1.778238535043048,Yes,Highly Likely to Crash
4435,Type A,78,Average,100,3,Stormy,3,3256,8.194653143474822,Yes,Inconclusive
4436,Type A,99,Poor,66,0,Stormy,1,5523,2.278134450696296,Yes,Highly Likely to Crash
4437,Type B,92,Average,66,2,Cloudy,3,13058,14.404950005279886,No,Inconclusive
4438,Type B,75,Good,82,1,Clear,0,18856,4.424968972362074,No,Inconclusive
4439,Type A,93,Poor,69,1,Stormy,3,17594,14.05669435998779,Yes,Highly Likely to Crash
4440,Type C,51,Good,63,5,Clear,2,5585,12.676117718881205,Yes,Highly Likely to Crash
4441,Type A,69,Average,71,1,Cloudy,3,6146,8.719102085762191,Yes,Highly Likely to Crash
4442,Type C,64,Average,76,3,Clear,0,14657,5.708264019801559,Yes,Highly Likely to Crash
4443,Type A,53,Good,92,1,Cloudy,0,11659,13.011253529669107,No,Highly Likely to Crash
4444,Type C,71,Average,52,3,Clear,0,12491,3.138971813111579,Yes,Inconclusive
4445,Type A,99,Good,73,3,Clear,2,19478,3.519637594586424,No,Inconclusive
4446,Type C,87,Average,79,0,Stormy,0,17976,4.146117483135331,Yes,Inconclusive
4447,Type A,72,Average,57,1,Clear,2,3455,9.36775656984662,Yes,Inconclusive
4448,Type A,75,Poor,71,4,Stormy,0,16241,5.400553143735199,No,Highly Likely to Crash
4449,Type C,100,Good,74,1,Cloudy,2,16824,14.848540152704746,Yes,Inconclusive
4450,Type B,60,Average,59,1,Cloudy,2,12523,3.731582494104301,Yes,Highly Likely to Crash
4451,Type C,77,Good,98,1,Stormy,2,10135,12.278541365758159,No,Inconclusive
4452,Type B,51,Poor,78,5,Clear,3,15432,2.341707059095138,Yes,Highly Likely to Crash
4453,Type A,57,Good,89,4,Cloudy,0,4643,5.948251872193272,No,Highly Likely to Crash
4454,Type C,78,Poor,50,4,Cloudy,2,8144,4.412675002884754,No,Highly Likely to Crash
4455,Type C,60,Good,70,3,Cloudy,0,3497,14.675703280823548,Yes,Highly Likely to Crash
4456,Type C,86,Good,88,4,Stormy,3,5708,1.3602281168843866,No,Highly Likely to Crash
4457,Type B,67,Poor,73,3,Cloudy,1,10446,11.103373359807836,No,Highly Likely to Crash
4458,Type B,99,Average,58,0,Cloudy,0,19863,4.468109755612572,Yes,Inconclusive
4459,Type A,63,Average,93,3,Cloudy,0,14887,12.357481276212667,Yes,Highly Likely to Crash
4460,Type B,59,Average,75,1,Cloudy,3,4105,5.357141594192575,Yes,Highly Likely to Crash
4461,Type B,84,Good,58,2,Stormy,2,17305,3.6219794301607653,No,Inconclusive
4462,Type A,58,Good,69,2,Stormy,0,17494,10.702557919925678,Yes,Highly Likely to Crash
4463,Type C,84,Average,84,5,Clear,1,9137,4.606071499911163,No,Highly Likely to Crash
4464,Type C,60,Good,85,1,Cloudy,3,9652,7.797656179697817,Yes,Highly Likely to Crash
4465,Type A,93,Good,91,3,Stormy,2,630,2.8414679123966295,Yes,Inconclusive
4466,Type C,61,Average,85,1,Clear,0,3147,11.144372154604415,Yes,Highly Likely to Crash
4467,Type B,52,Poor,58,5,Clear,0,12771,6.695706870754218,No,Highly Likely to Crash
4468,Type A,88,Good,71,4,Cloudy,3,15209,2.968116632121654,No,Highly Likely to Crash
4469,Type A,63,Good,50,3,Clear,2,15386,11.382330655073748,No,Highly Likely to Crash
4470,Type A,77,Good,54,1,Stormy,2,7173,2.4470706884443074,Yes,Inconclusive
4471,Type C,60,Good,58,4,Clear,3,11126,9.047485915125526,Yes,Highly Likely to Crash
4472,Type A,88,Poor,86,5,Clear,0,4229,9.504792375660719,Yes,Highly Likely to Crash
4473,Type A,74,Average,87,4,Stormy,0,4931,14.024907005245765,Yes,Highly Likely to Crash
4474,Type A,70,Good,68,3,Clear,2,1524,3.1137269796333022,Yes,Inconclusive
4475,Type C,59,Average,57,5,Clear,2,7539,10.146849036223776,Yes,Highly Likely to Crash
4476,Type B,92,Good,91,5,Clear,1,17421,6.330760139533732,Yes,Highly Likely to Crash
4477,Type A,64,Poor,92,5,Clear,1,5091,6.611400858368331,No,Highly Likely to Crash
4478,Type B,68,Average,81,0,Cloudy,1,19967,8.025552547213316,Yes,Highly Likely to Crash
4479,Type C,97,Poor,62,5,Cloudy,2,1007,4.2729845686860735,Yes,Highly Likely to Crash
4480,Type C,71,Good,69,0,Stormy,2,4424,7.456565345334413,No,Inconclusive
4481,Type C,70,Poor,85,4,Clear,2,9372,10.61584635761169,Yes,Highly Likely to Crash
4482,Type C,93,Poor,92,0,Stormy,0,19496,7.39958255367843,Yes,Highly Likely to Crash
4483,Type B,81,Good,93,4,Cloudy,3,2693,1.59511798263525,No,Highly Likely to Crash
4484,Type A,99,Good,86,0,Clear,2,16262,4.609567465628009,Yes,Less Likely to Crash
4485,Type C,72,Average,79,4,Clear,0,19430,5.920442978543534,No,Highly Likely to Crash
4486,Type C,62,Good,59,4,Cloudy,2,5155,5.966095916454872,Yes,Highly Likely to Crash
4487,Type B,54,Average,80,5,Clear,3,18106,2.134096495270505,No,Highly Likely to Crash
4488,Type B,53,Poor,74,5,Clear,2,5519,7.293987722641684,Yes,Highly Likely to Crash
4489,Type C,77,Poor,78,4,Cloudy,0,4074,10.687286265839937,No,Highly Likely to Crash
4490,Type A,63,Average,73,5,Stormy,2,7046,1.6814082526807264,Yes,Highly Likely to Crash
4491,Type A,57,Good,88,4,Stormy,2,19907,11.512938413225228,No,Highly Likely to Crash
4492,Type C,58,Good,70,5,Clear,2,15177,14.37147284148842,Yes,Highly Likely to Crash
4493,Type B,100,Poor,90,2,Cloudy,1,16710,1.1307341892024538,Yes,Highly Likely to Crash
4494,Type C,84,Average,58,0,Stormy,2,17424,3.711692423050025,Yes,Inconclusive
4495,Type C,86,Poor,91,4,Stormy,0,13987,8.608828952834092,No,Highly Likely to Crash
4496,Type B,70,Poor,91,1,Clear,0,17394,4.052692811700964,No,Highly Likely to Crash
4497,Type C,67,Good,51,5,Stormy,0,15330,11.70476444349015,Yes,Highly Likely to Crash
4498,Type C,82,Average,53,5,Cloudy,2,13142,5.369880409432204,Yes,Highly Likely to Crash
4499,Type C,57,Poor,57,3,Stormy,3,17228,5.110753952450853,No,Highly Likely to Crash
4500,Type B,100,Good,81,1,Cloudy,0,5679,1.0129342609681864,No,Inconclusive
4501,Type A,98,Poor,63,1,Cloudy,1,15523,4.78176663463586,No,Highly Likely to Crash
4502,Type A,66,Poor,98,2,Clear,3,6872,4.047387306696024,No,Highly Likely to Crash
4503,Type B,92,Good,62,0,Stormy,0,12934,5.805373539994661,No,Less Likely to Crash
4504,Type A,80,Good,70,2,Clear,2,12061,3.067193142340203,No,Inconclusive
4505,Type C,83,Average,73,0,Stormy,1,12514,9.325081329914926,Yes,Inconclusive
4506,Type A,55,Poor,99,4,Clear,0,11071,4.342381608892799,Yes,Highly Likely to Crash
4507,Type C,71,Average,67,2,Clear,1,19364,12.644512106474464,Yes,Inconclusive
4508,Type A,63,Good,94,3,Clear,3,9090,4.983811254326568,No,Highly Likely to Crash
4509,Type B,52,Good,89,0,Stormy,0,15671,3.9521743924352446,No,Highly Likely to Crash
4510,Type A,61,Poor,75,2,Clear,2,12098,1.7945190671520865,Yes,Highly Likely to Crash
4511,Type A,85,Average,81,3,Cloudy,1,14222,11.358693660304413,Yes,Inconclusive
4512,Type A,61,Average,93,1,Stormy,0,13374,8.114914450525783,No,Highly Likely to Crash
4513,Type B,94,Poor,82,5,Cloudy,3,9986,2.5929619633267595,Yes,Highly Likely to Crash
4514,Type A,51,Poor,80,4,Clear,3,15181,4.098686956645162,Yes,Highly Likely to Crash
4515,Type B,51,Average,67,4,Clear,0,12201,14.982067008837795,No,Highly Likely to Crash
4516,Type C,64,Good,84,1,Cloudy,3,15872,12.284402174970111,Yes,Highly Likely to Crash
4517,Type A,72,Good,61,2,Clear,1,6023,5.8981728007462495,Yes,Inconclusive
4518,Type B,78,Poor,100,5,Stormy,1,13525,8.595767628614816,No,Highly Likely to Crash
4519,Type B,66,Average,74,1,Cloudy,1,18661,6.824240224608305,No,Highly Likely to Crash
4520,Type A,81,Average,94,3,Stormy,1,4263,1.5094539156119906,No,Inconclusive
4521,Type C,56,Average,80,5,Stormy,3,15256,11.90147812898069,No,Highly Likely to Crash
4522,Type B,79,Good,59,0,Stormy,0,13991,11.037805585125183,Yes,Inconclusive
4523,Type A,77,Good,96,2,Clear,3,10353,6.723232402942287,Yes,Inconclusive
4524,Type C,63,Average,83,5,Clear,3,19942,12.842559916328783,No,Highly Likely to Crash
4525,Type B,93,Average,100,0,Cloudy,0,2965,8.486347328449003,No,Inconclusive
4526,Type B,79,Poor,52,1,Cloudy,0,4951,1.912918151765248,No,Highly Likely to Crash
4527,Type C,66,Poor,95,4,Stormy,2,16561,4.631688063456338,Yes,Highly Likely to Crash
4528,Type C,81,Average,88,5,Clear,1,515,7.464819705201845,Yes,Highly Likely to Crash
4529,Type A,95,Average,57,5,Clear,0,4910,2.4482893419511598,Yes,Highly Likely to Crash
4530,Type A,55,Good,81,0,Clear,3,19464,8.995136700080671,No,Highly Likely to Crash
4531,Type B,100,Average,92,0,Cloudy,1,5635,2.6879542635676206,No,Inconclusive
4532,Type C,73,Poor,78,4,Clear,1,16324,3.8071145967794795,Yes,Highly Likely to Crash
4533,Type C,55,Good,71,0,Stormy,3,8448,13.515771258735198,Yes,Highly Likely to Crash
4534,Type C,76,Poor,69,0,Stormy,0,19476,14.997373432577275,No,Highly Likely to Crash
4535,Type B,67,Poor,55,5,Stormy,1,5289,8.703546816653615,No,Highly Likely to Crash
4536,Type C,73,Good,92,4,Clear,1,8760,9.675080541844707,No,Highly Likely to Crash
4537,Type C,86,Poor,98,4,Stormy,1,9102,12.164036056970023,No,Highly Likely to Crash
4538,Type B,73,Average,78,5,Stormy,1,7732,10.745952946857251,No,Highly Likely to Crash
4539,Type A,87,Poor,91,1,Cloudy,1,11551,3.554531625166029,No,Highly Likely to Crash
4540,Type A,83,Good,66,1,Cloudy,3,17802,6.763401343538221,No,Inconclusive
4541,Type B,89,Good,80,5,Clear,0,15682,8.491631264717608,No,Highly Likely to Crash
4542,Type C,96,Good,83,0,Clear,0,5335,6.035967890053913,Yes,Less Likely to Crash
4543,Type B,64,Poor,87,2,Clear,1,3843,3.465486376609129,Yes,Highly Likely to Crash
4544,Type A,60,Average,86,1,Clear,1,19370,11.30558681685922,Yes,Highly Likely to Crash
4545,Type A,71,Good,53,1,Clear,1,11269,3.7838496711110094,No,Inconclusive
4546,Type B,73,Average,51,5,Cloudy,3,17156,4.6468030018252575,Yes,Highly Likely to Crash
4547,Type B,50,Good,61,5,Cloudy,3,1319,5.011274611798055,Yes,Highly Likely to Crash
4548,Type A,67,Average,84,2,Cloudy,2,3115,3.2649092266635455,Yes,Highly Likely to Crash
4549,Type B,93,Average,55,2,Stormy,1,13648,12.893722721934658,No,Inconclusive
4550,Type A,61,Average,95,4,Stormy,2,6569,9.548628464105747,No,Highly Likely to Crash
4551,Type B,92,Good,57,5,Cloudy,2,6140,12.686473819889942,No,Highly Likely to Crash
4552,Type B,77,Poor,70,1,Cloudy,2,4484,7.912210389127528,Yes,Highly Likely to Crash
4553,Type B,89,Poor,95,3,Clear,0,8201,8.273882561690296,Yes,Highly Likely to Crash
4554,Type A,56,Poor,84,3,Cloudy,2,19865,9.6260248218811,No,Highly Likely to Crash
4555,Type B,72,Average,97,0,Clear,1,3539,6.1928736150298285,Yes,Inconclusive
4556,Type A,70,Good,64,1,Cloudy,3,11374,7.95217732763545,Yes,Inconclusive
4557,Type A,83,Average,56,3,Clear,1,17486,8.656811806947545,No,Inconclusive
4558,Type B,60,Good,64,1,Cloudy,3,15571,14.349594106481515,No,Highly Likely to Crash
4559,Type B,71,Average,94,5,Clear,0,12629,13.360713845543424,No,Highly Likely to Crash
4560,Type A,91,Good,55,1,Stormy,0,14621,2.8094418646433197,No,Inconclusive
4561,Type A,84,Good,96,3,Stormy,1,13154,1.5779545350952398,No,Inconclusive
4562,Type C,78,Good,66,1,Clear,0,8947,10.524675324614506,No,Inconclusive
4563,Type A,91,Average,53,2,Clear,3,2987,1.6887813330282833,No,Inconclusive
4564,Type C,77,Poor,71,0,Stormy,0,1858,1.844914909337213,No,Highly Likely to Crash
4565,Type C,67,Average,81,4,Cloudy,2,17573,3.2296875558179994,No,Highly Likely to Crash
4566,Type C,63,Average,71,3,Clear,2,8999,5.9238992721342765,No,Highly Likely to Crash
4567,Type B,67,Good,76,5,Cloudy,0,6631,7.089945565916924,No,Highly Likely to Crash
4568,Type B,77,Good,95,4,Stormy,1,3666,8.271292486002114,No,Highly Likely to Crash
4569,Type A,73,Poor,64,0,Stormy,2,1325,14.892034701610433,Yes,Highly Likely to Crash
4570,Type C,57,Poor,93,2,Clear,3,1691,6.393258565969212,No,Highly Likely to Crash
4571,Type B,91,Good,100,2,Cloudy,1,10826,4.398543351276647,Yes,Inconclusive
4572,Type B,94,Poor,71,2,Stormy,0,15207,9.053533720186206,Yes,Highly Likely to Crash
4573,Type B,57,Poor,77,2,Cloudy,1,7285,4.012113336498069,Yes,Highly Likely to Crash
4574,Type B,53,Good,91,3,Stormy,1,7313,14.167608045086386,No,Highly Likely to Crash
4575,Type B,76,Average,87,3,Clear,1,17417,4.629560228637969,No,Inconclusive
4576,Type C,85,Poor,58,1,Cloudy,1,11559,14.859077899145802,No,Highly Likely to Crash
4577,Type C,54,Good,83,5,Cloudy,0,1707,6.861354665331836,No,Highly Likely to Crash
4578,Type C,82,Poor,85,1,Clear,0,11468,12.377604103092521,Yes,Highly Likely to Crash
4579,Type C,98,Poor,58,5,Clear,2,1737,10.075924550640782,Yes,Highly Likely to Crash
4580,Type A,83,Good,64,0,Clear,2,5443,14.0689184422263,No,Inconclusive
4581,Type C,79,Poor,94,1,Clear,3,10792,9.75597734072159,No,Highly Likely to Crash
4582,Type B,57,Poor,69,0,Stormy,3,15530,9.137051712185908,No,Highly Likely to Crash
4583,Type C,88,Poor,57,0,Cloudy,2,15965,10.139934223959173,No,Highly Likely to Crash
4584,Type A,96,Average,77,0,Stormy,2,14442,12.010517450023627,Yes,Inconclusive
4585,Type B,75,Average,100,2,Clear,1,959,13.58378285067131,No,Inconclusive
4586,Type C,86,Poor,68,4,Stormy,2,9341,4.735408601350882,Yes,Highly Likely to Crash
4587,Type C,83,Good,65,4,Stormy,3,13269,3.8124192863215445,No,Highly Likely to Crash
4588,Type C,56,Poor,60,3,Cloudy,2,17003,1.4808957393237154,No,Highly Likely to Crash
4589,Type B,89,Poor,91,0,Cloudy,1,10947,6.181108842610403,No,Highly Likely to Crash
4590,Type B,77,Average,57,2,Cloudy,3,9009,12.846590319732707,No,Inconclusive
4591,Type A,88,Average,82,1,Clear,0,16634,1.9780040009164124,No,Inconclusive
4592,Type B,88,Average,59,1,Clear,2,16701,8.539281070486926,No,Inconclusive
4593,Type B,77,Poor,67,3,Cloudy,0,9085,10.727040907234903,Yes,Highly Likely to Crash
4594,Type C,63,Poor,84,3,Stormy,3,19436,12.71594246369482,Yes,Highly Likely to Crash
4595,Type B,99,Good,92,0,Cloudy,2,13758,9.16802450765695,No,Less Likely to Crash
4596,Type C,87,Poor,99,0,Clear,0,3728,3.6084801427013384,Yes,Highly Likely to Crash
4597,Type C,53,Poor,52,1,Stormy,2,16960,14.503507615055137,No,Highly Likely to Crash
4598,Type B,91,Average,89,1,Clear,0,3910,2.325121145628531,Yes,Inconclusive
4599,Type A,67,Average,76,1,Cloudy,0,908,11.765994565157415,No,Highly Likely to Crash
4600,Type A,93,Average,77,1,Cloudy,3,15229,2.2118291338063205,Yes,Inconclusive
4601,Type B,97,Average,95,4,Stormy,2,19151,3.0078675075356127,No,Highly Likely to Crash
4602,Type A,74,Average,55,0,Cloudy,0,6273,13.57501831172923,Yes,Inconclusive
4603,Type C,56,Good,96,0,Clear,2,4497,11.543045220424638,Yes,Highly Likely to Crash
4604,Type C,87,Good,63,1,Clear,2,7807,6.117115797247767,No,Inconclusive
4605,Type B,77,Good,56,2,Clear,1,9679,9.942140993186856,No,Inconclusive
4606,Type A,54,Average,59,1,Stormy,3,6117,7.40146110394972,No,Highly Likely to Crash
4607,Type A,52,Average,64,5,Clear,2,3201,1.9315286525483917,No,Highly Likely to Crash
4608,Type C,93,Average,80,3,Cloudy,2,4407,11.09578662874174,No,Inconclusive
4609,Type B,80,Good,78,5,Stormy,2,14341,11.685580132306148,Yes,Highly Likely to Crash
4610,Type A,96,Average,91,2,Clear,3,17559,13.35277940612823,No,Inconclusive
4611,Type B,91,Good,66,3,Clear,3,13907,8.568922852557922,No,Inconclusive
4612,Type A,69,Average,100,2,Cloudy,2,15823,10.423931314020383,Yes,Highly Likely to Crash
4613,Type C,68,Poor,78,3,Cloudy,3,7316,7.132705857248151,Yes,Highly Likely to Crash
4614,Type C,97,Good,98,1,Stormy,1,17425,5.46472962750957,Yes,Inconclusive
4615,Type B,60,Poor,93,1,Clear,3,17048,6.76379993263353,No,Highly Likely to Crash
4616,Type C,89,Good,64,2,Clear,1,17868,13.764532993302828,No,Inconclusive
4617,Type A,52,Average,75,3,Cloudy,1,19545,3.298397990618641,Yes,Highly Likely to Crash
4618,Type C,72,Average,61,4,Stormy,1,1117,4.478997446687638,Yes,Highly Likely to Crash
4619,Type B,56,Poor,74,2,Cloudy,0,12605,9.48667107928825,No,Highly Likely to Crash
4620,Type B,72,Average,90,2,Cloudy,3,6139,2.627938501856607,Yes,Inconclusive
4621,Type B,56,Good,54,5,Stormy,2,12116,13.48610316313398,No,Highly Likely to Crash
4622,Type A,95,Average,53,0,Clear,1,500,1.661309206085676,Yes,Inconclusive
4623,Type A,83,Average,93,2,Clear,2,13105,11.574372105708687,Yes,Inconclusive
4624,Type A,91,Good,97,4,Clear,1,15458,6.232192660090198,No,Highly Likely to Crash
4625,Type A,68,Poor,90,1,Stormy,2,15344,1.7163180305604557,Yes,Highly Likely to Crash
4626,Type A,58,Poor,80,3,Stormy,0,11201,12.80099051206232,Yes,Highly Likely to Crash
4627,Type C,97,Average,52,0,Stormy,1,15470,9.966443285526372,No,Inconclusive
4628,Type A,100,Good,52,3,Stormy,0,3579,1.1240219280739385,No,Inconclusive
4629,Type A,67,Poor,75,1,Stormy,0,17266,4.745459877384585,Yes,Highly Likely to Crash
4630,Type C,90,Poor,99,2,Cloudy,3,11378,5.928638508150338,No,Highly Likely to Crash
4631,Type A,97,Average,66,5,Clear,2,17811,5.516094084589796,No,Highly Likely to Crash
4632,Type B,94,Good,59,4,Stormy,1,17444,7.976788406414988,No,Highly Likely to Crash
4633,Type A,91,Poor,51,0,Clear,0,1689,8.37524141027584,Yes,Highly Likely to Crash
4634,Type A,74,Average,73,4,Stormy,2,17781,6.554556249104215,Yes,Highly Likely to Crash
4635,Type B,63,Average,60,4,Clear,3,15474,5.644784742889996,Yes,Highly Likely to Crash
4636,Type B,93,Average,73,4,Cloudy,2,14716,8.061730596060775,Yes,Highly Likely to Crash
4637,Type B,74,Average,84,4,Clear,2,14625,1.4706156648012396,Yes,Highly Likely to Crash
4638,Type B,68,Poor,72,1,Clear,3,2868,10.032824640442605,Yes,Highly Likely to Crash
4639,Type A,88,Good,81,4,Stormy,3,5453,9.483755236651024,Yes,Highly Likely to Crash
4640,Type B,64,Average,72,5,Clear,3,11737,4.909077196152094,No,Highly Likely to Crash
4641,Type B,65,Average,83,4,Cloudy,0,4880,3.51321625800892,No,Highly Likely to Crash
4642,Type C,76,Poor,90,1,Cloudy,2,19282,2.021789616791087,Yes,Highly Likely to Crash
4643,Type B,89,Average,68,3,Cloudy,3,13453,9.222812518285561,Yes,Inconclusive
4644,Type B,59,Average,51,1,Stormy,2,3088,8.964603816192827,No,Highly Likely to Crash
4645,Type C,53,Good,100,5,Stormy,2,15315,8.466453261547745,Yes,Highly Likely to Crash
4646,Type C,100,Average,51,5,Stormy,0,6856,14.798655754620112,Yes,Highly Likely to Crash
4647,Type A,68,Poor,64,2,Stormy,2,9621,8.44161755430128,Yes,Highly Likely to Crash
4648,Type C,77,Good,70,1,Stormy,0,15195,11.105070219575673,No,Inconclusive
4649,Type A,70,Poor,84,3,Cloudy,3,1903,2.5808558056703803,No,Highly Likely to Crash
4650,Type C,96,Good,54,2,Clear,3,8891,5.185591048597888,No,Inconclusive
4651,Type C,63,Good,92,2,Cloudy,2,2785,4.856252608991604,Yes,Highly Likely to Crash
4652,Type A,82,Average,76,0,Stormy,0,9362,9.063657082012117,No,Inconclusive
4653,Type C,97,Average,73,4,Cloudy,0,2228,5.631385196999036,No,Highly Likely to Crash
4654,Type A,59,Average,56,2,Clear,1,11930,9.9749299761807,Yes,Highly Likely to Crash
4655,Type C,68,Poor,55,2,Stormy,1,1749,10.66125634882384,Yes,Highly Likely to Crash
4656,Type B,79,Average,95,5,Cloudy,3,1378,1.4716577204836534,Yes,Highly Likely to Crash
4657,Type C,71,Average,82,3,Cloudy,3,12043,9.956607974152233,Yes,Inconclusive
4658,Type A,52,Good,98,2,Clear,1,19407,2.635023071903779,No,Highly Likely to Crash
4659,Type C,86,Average,66,3,Stormy,0,17381,7.511894225977942,No,Inconclusive
4660,Type A,90,Average,95,4,Stormy,2,16592,11.172071990765021,Yes,Highly Likely to Crash
4661,Type A,67,Average,91,5,Clear,2,8202,10.846829943232043,Yes,Highly Likely to Crash
4662,Type B,60,Average,79,0,Clear,0,8078,5.197515629964455,Yes,Highly Likely to Crash
4663,Type B,97,Good,57,0,Clear,3,11168,4.81312190645145,Yes,Less Likely to Crash
4664,Type A,51,Average,89,4,Clear,2,17422,7.16317110997871,Yes,Highly Likely to Crash
4665,Type C,61,Good,95,4,Stormy,0,12732,3.641339162249021,No,Highly Likely to Crash
4666,Type A,55,Poor,56,5,Stormy,2,9592,14.645786177918717,Yes,Highly Likely to Crash
4667,Type A,92,Average,55,5,Cloudy,0,1966,5.82883899839569,No,Highly Likely to Crash
4668,Type C,89,Average,53,1,Cloudy,1,11707,13.92190583617048,Yes,Inconclusive
4669,Type C,93,Average,50,2,Cloudy,1,8214,13.715709481439466,No,Inconclusive
4670,Type C,78,Good,64,2,Stormy,2,18617,6.107885825872402,Yes,Inconclusive
4671,Type C,79,Average,80,2,Stormy,2,990,4.557184851820681,Yes,Inconclusive
4672,Type A,51,Average,74,3,Stormy,2,18593,11.791698883367683,No,Highly Likely to Crash
4673,Type A,58,Poor,96,1,Cloudy,2,18802,4.211289865891152,No,Highly Likely to Crash
4674,Type B,96,Good,82,2,Clear,1,10726,8.297449459474668,No,Inconclusive
4675,Type A,51,Good,84,3,Clear,1,8666,2.5496512418784585,No,Highly Likely to Crash
4676,Type C,78,Poor,54,3,Clear,0,11403,6.403050163692013,No,Highly Likely to Crash
4677,Type B,82,Good,54,0,Clear,2,10178,2.0941689311716347,No,Inconclusive
4678,Type C,59,Average,85,3,Clear,1,15385,4.968154297604804,No,Highly Likely to Crash
4679,Type A,83,Average,66,4,Stormy,3,6599,10.314112334667648,No,Highly Likely to Crash
4680,Type B,93,Poor,63,5,Cloudy,0,17081,14.878300191702525,Yes,Highly Likely to Crash
4681,Type C,57,Good,78,3,Clear,0,10659,4.567306351092095,Yes,Highly Likely to Crash
4682,Type B,86,Good,57,4,Clear,0,14310,7.626498067690748,Yes,Highly Likely to Crash
4683,Type B,82,Good,83,4,Clear,3,10226,7.272645605368142,No,Highly Likely to Crash
4684,Type A,96,Poor,89,0,Stormy,3,18597,3.578150878905861,No,Highly Likely to Crash
4685,Type C,55,Average,50,0,Clear,3,10040,9.540966506765109,Yes,Highly Likely to Crash
4686,Type B,93,Poor,78,3,Cloudy,1,8602,11.145869255507604,No,Highly Likely to Crash
4687,Type B,89,Average,85,0,Stormy,3,13254,3.061072768110323,Yes,Inconclusive
4688,Type C,94,Poor,100,0,Stormy,0,4344,11.599744016131218,No,Highly Likely to Crash
4689,Type B,68,Average,86,5,Stormy,2,1095,10.802262901136876,No,Highly Likely to Crash
4690,Type B,81,Good,78,2,Clear,0,8830,3.7628003315867264,No,Inconclusive
4691,Type B,76,Good,54,3,Clear,0,17898,10.085266751650646,No,Inconclusive
4692,Type C,50,Good,81,3,Clear,1,741,6.511403511089315,Yes,Highly Likely to Crash
4693,Type C,92,Poor,73,3,Clear,0,19247,10.535928534922016,Yes,Highly Likely to Crash
4694,Type C,82,Poor,68,0,Cloudy,1,15502,7.945355931301959,Yes,Highly Likely to Crash
4695,Type C,89,Poor,61,5,Stormy,1,17616,1.6739274532767139,No,Highly Likely to Crash
4696,Type A,81,Good,50,0,Clear,2,634,12.0175378339291,Yes,Inconclusive
4697,Type B,54,Average,56,4,Cloudy,0,3126,8.778398946067172,Yes,Highly Likely to Crash
4698,Type C,66,Good,66,1,Stormy,2,10816,11.147124720022255,Yes,Highly Likely to Crash
4699,Type B,57,Good,83,1,Stormy,2,7679,2.7650048483236196,Yes,Highly Likely to Crash
4700,Type B,91,Average,92,1,Stormy,0,2010,11.09781461644341,Yes,Inconclusive
4701,Type A,83,Average,56,2,Clear,0,13545,6.7913266392307445,Yes,Inconclusive
4702,Type C,58,Average,66,0,Stormy,3,19680,12.18973861636013,No,Highly Likely to Crash
4703,Type C,72,Average,52,4,Clear,3,7407,9.388322254521816,No,Highly Likely to Crash
4704,Type B,84,Good,78,4,Cloudy,1,5012,5.968629753777203,No,Highly Likely to Crash
4705,Type C,99,Poor,71,1,Stormy,0,4802,3.8268373314619124,No,Highly Likely to Crash
4706,Type B,56,Good,87,5,Cloudy,1,18527,12.422938360949395,Yes,Highly Likely to Crash
4707,Type B,64,Average,92,2,Clear,2,11460,8.84269729007136,Yes,Highly Likely to Crash
4708,Type A,69,Poor,78,2,Clear,2,4906,14.824553016823707,No,Highly Likely to Crash
4709,Type A,99,Poor,99,1,Clear,3,10091,6.228841384836045,Yes,Highly Likely to Crash
4710,Type A,74,Good,99,1,Stormy,1,10242,10.600069102201156,Yes,Inconclusive
4711,Type B,52,Good,91,0,Stormy,0,3911,9.71949220487073,Yes,Highly Likely to Crash
4712,Type C,95,Good,54,5,Cloudy,0,16966,9.926143930024281,No,Highly Likely to Crash
4713,Type A,73,Poor,79,2,Clear,3,6196,11.317719503499198,Yes,Highly Likely to Crash
4714,Type C,83,Poor,72,4,Cloudy,3,14263,2.947515919761357,No,Highly Likely to Crash
4715,Type A,95,Poor,70,1,Clear,1,11612,8.695016615975792,No,Highly Likely to Crash
4716,Type A,71,Average,75,0,Clear,3,10975,8.127815385521922,Yes,Inconclusive
4717,Type B,60,Average,96,4,Cloudy,3,19324,5.795417047267569,No,Highly Likely to Crash
4718,Type A,97,Good,70,2,Clear,3,6260,7.106103731269305,No,Inconclusive
4719,Type A,57,Poor,69,1,Cloudy,2,18666,8.26336907311704,No,Highly Likely to Crash
4720,Type B,88,Good,72,5,Stormy,1,14865,5.492912409515055,No,Highly Likely to Crash
