FlightID,AircraftType,EngineThrust,PressurizationCycles,ErrorsDetected,MaintenanceHistory,FlightHoursSinceLastCheck,MaintenanceRequired
7477,B787,2.53,9.49,No,1.51,2.82,No
7478,A350,7.14,2.24,No,2.92,3.95,No
7479,A380,8.44,7.43,Yes,2.04,3.0,Yes
7480,A350,0.94,5.27,Yes,0.51,5.46,No
7481,A380,0.12,1.31,Yes,3.73,8.57,Yes
7482,A380,9.32,9.15,No,2.09,9.83,Yes
7483,B737,1.92,8.56,No,5.61,3.66,Yes
7484,A350,3.25,2.65,No,7.83,5.14,Yes
7485,B787,3.48,1.29,Yes,7.03,5.86,No
7486,A350,5.51,1.86,No,0.27,1.99,Yes
7487,A350,1.22,0.57,Yes,2.25,9.61,No
7488,B737,6.41,0.26,Yes,4.65,5.1,No
7489,A380,0.86,6.79,No,1.99,8.23,Yes
7490,A380,5.82,3.1,Yes,8.72,9.87,Yes
7491,B737,7.97,3.03,Yes,4.08,5.8,No
7492,A350,9.52,7.85,Yes,5.36,8.13,Yes
7493,A380,1.02,4.22,Yes,2.51,4.5,No
7494,B787,4.72,8.48,Yes,2.39,5.95,No
7495,A350,5.03,2.47,No,4.36,1.92,Yes
7496,B787,9.43,2.46,Yes,3.35,9.69,Yes
7497,B737,6.05,3.02,No,2.16,2.41,Yes
7498,A350,6.61,6.3,No,3.54,4.94,No
7499,A320,1.56,9.48,No,3.06,5.67,No
7500,B737,0.46,2.77,Yes,2.73,4.68,Yes
7501,A350,2.39,4.03,No,2.18,2.33,No
7502,B737,2.98,1.48,Yes,3.22,1.7,No
7503,A350,9.82,0.45,Yes,3.64,9.47,Yes
7504,A320,7.01,2.17,Yes,4.76,2.86,No
7505,A320,9.14,5.73,Yes,2.63,3.45,No
7506,A350,3.35,7.01,Yes,8.65,4.23,No
7507,A350,4.15,5.88,Yes,3.66,9.1,No
7508,A320,4.75,3.86,Yes,1.73,0.04,Yes
7509,A380,2.3,8.08,No,1.28,3.38,No
7510,A380,1.21,4.14,Yes,0.11,7.9,No
7511,B737,1.77,2.34,No,7.03,6.08,Yes
7512,A320,7.17,7.39,Yes,6.56,1.85,Yes
7513,B737,4.21,9.95,Yes,0.27,7.84,Yes
7514,A320,6.21,6.9,Yes,1.11,6.68,Yes
7515,A350,1.42,0.0,No,6.84,2.59,Yes
7516,A320,2.09,9.63,No,2.05,8.41,Yes
7517,B737,1.59,2.95,Yes,1.8,9.28,No
7518,A320,9.74,6.89,Yes,5.44,7.94,No
7519,A380,9.67,4.53,Yes,9.15,6.01,No
7520,A380,7.91,9.59,Yes,5.68,3.58,Yes
7521,B737,2.51,6.02,Yes,8.18,7.95,Yes
7522,A380,2.82,5.43,Yes,7.19,2.79,Yes
7523,B787,3.34,6.94,No,5.63,5.2,Yes
7524,B737,3.85,6.3,Yes,4.33,3.88,Yes
7525,A320,2.35,5.45,No,7.3,7.97,No
7526,A320,2.16,3.94,Yes,2.44,7.34,No
7527,A380,4.27,9.39,No,6.94,1.73,No
7528,B787,0.83,3.41,Yes,8.79,4.43,No
7529,A320,6.87,8.01,No,2.66,1.35,No
7530,A380,4.43,9.3,Yes,9.22,8.76,Yes
7531,A320,4.16,1.31,No,6.37,8.82,No
7532,B787,8.09,4.49,No,9.22,5.28,Yes
7533,B737,8.16,5.98,No,1.53,7.08,Yes
7534,A380,1.86,1.45,No,5.28,2.43,Yes
7535,A380,9.57,4.15,No,0.93,1.35,Yes
7536,A350,2.69,9.32,No,0.84,9.23,Yes
7537,B787,2.8,6.87,No,7.82,4.11,Yes
7538,B737,1.68,7.68,No,8.38,7.56,Yes
7539,A320,6.84,3.31,Yes,8.45,8.3,No
7540,A320,5.28,0.61,Yes,6.61,2.66,No
7541,B787,3.53,6.19,No,2.51,4.8,No
7542,A380,5.22,5.37,No,1.04,9.09,Yes
7543,B737,4.45,6.0,Yes,3.07,3.95,Yes
7544,B787,9.12,4.82,Yes,3.77,1.15,Yes
7545,B787,8.78,1.75,No,5.01,2.7,No
7546,B737,7.39,1.63,Yes,1.15,1.99,No
7547,A320,2.43,5.71,Yes,5.36,6.71,Yes
7548,B787,2.89,9.9,Yes,2.06,6.39,Yes
7549,A320,3.97,0.02,Yes,2.28,5.37,Yes
7550,A350,3.04,0.51,No,2.28,3.2,No
7551,A380,2.43,3.93,Yes,6.14,8.17,Yes
7552,A350,1.13,9.34,Yes,8.98,8.37,No
7553,B787,7.0,0.05,No,2.34,7.31,Yes
7554,A350,9.71,0.06,No,1.21,8.07,No
7555,A350,5.72,5.58,No,5.09,6.1,Yes
7556,A380,1.7,1.41,Yes,6.59,6.92,Yes
7557,B787,0.33,4.28,Yes,9.75,0.65,Yes
7558,B737,3.83,5.45,Yes,1.11,1.32,Yes
7559,B787,6.71,9.38,No,7.84,3.71,No
7560,A350,0.61,9.43,No,2.17,3.43,Yes
7561,A320,9.51,3.73,Yes,5.7,6.72,No
7562,A350,0.35,3.74,Yes,3.79,0.66,No
7563,A320,2.58,7.07,Yes,7.21,3.94,No
7564,A350,7.2,6.37,Yes,0.82,2.34,Yes
7565,B737,3.38,6.16,Yes,5.13,5.53,No
7566,B787,8.52,0.62,No,5.96,8.91,No
7567,B737,4.06,8.51,No,8.27,5.64,Yes
7568,A320,9.76,1.0,Yes,7.14,3.33,Yes
7569,B787,1.05,0.1,Yes,4.38,9.53,No
7570,B737,6.88,2.03,Yes,0.9,5.72,No
7571,A350,9.33,3.24,Yes,4.08,5.49,No
7572,A350,1.49,5.59,No,2.26,7.95,No
7573,A320,1.96,8.23,Yes,0.34,3.06,No
7574,A380,2.14,2.6,No,4.08,2.34,No
7575,B787,6.44,6.32,Yes,9.14,6.82,No
7576,A350,9.03,5.06,Yes,0.09,6.13,Yes
7577,B737,1.49,5.1,No,2.22,9.97,Yes
7578,B737,8.21,7.02,Yes,8.58,5.48,Yes
7579,A320,8.42,8.26,No,2.28,3.35,No
7580,A380,2.22,0.78,Yes,0.91,9.68,No
7581,A320,7.81,8.96,Yes,6.33,3.64,No
7582,A380,0.61,6.85,No,6.38,9.31,Yes
7583,A350,9.3,8.79,Yes,5.69,3.33,Yes
7584,B737,6.89,5.87,No,9.44,0.24,No
7585,A380,1.31,7.29,Yes,4.5,6.45,Yes
7586,A380,9.37,0.5,Yes,6.11,6.17,No
7587,B787,6.91,8.48,Yes,5.19,0.45,No
7588,A350,9.8,6.6,No,7.66,6.22,No
7589,B737,3.42,5.3,Yes,2.36,4.93,Yes
7590,A380,0.45,5.9,Yes,3.92,9.02,Yes
7591,B737,3.89,7.99,Yes,7.5,9.77,Yes
7592,A320,8.58,5.42,No,2.98,1.86,No
7593,A380,1.1,9.79,No,2.61,4.81,Yes
7594,A350,2.6,1.76,No,1.07,1.95,No
7595,B787,8.78,5.57,Yes,6.25,7.55,Yes
7596,A380,2.48,2.85,No,9.14,1.22,Yes
7597,B787,6.85,9.59,No,1.31,5.4,Yes
7598,A350,0.26,2.53,Yes,8.16,7.61,No
7599,A350,4.82,8.94,Yes,9.68,4.32,No
7600,A320,6.33,4.37,No,5.73,1.15,No
7601,B787,7.49,4.44,Yes,1.69,5.16,Yes
7602,B787,1.8,1.35,No,5.94,1.36,No
7603,B787,6.99,0.48,Yes,3.18,2.56,Yes
7604,A350,7.69,8.51,Yes,4.84,8.66,Yes
7605,A350,7.66,4.7,No,0.1,3.09,Yes
7606,B737,0.84,6.5,No,3.2,0.34,No
7607,A320,7.16,0.88,Yes,0.53,8.75,Yes
7608,B737,1.04,6.56,No,0.07,0.67,No
7609,A380,0.15,4.94,Yes,2.67,7.69,No
7610,A380,5.75,4.14,Yes,1.16,4.7,Yes
7611,B737,7.77,1.77,Yes,5.06,8.35,Yes
7612,B787,3.62,8.35,No,6.76,9.47,No
7613,A320,4.73,6.68,No,4.75,4.03,Yes
7614,A320,7.51,6.38,Yes,2.03,3.24,No
7615,A320,9.31,7.55,Yes,1.31,9.36,Yes
7616,B787,9.7,1.7,Yes,3.42,4.99,No
7617,A320,7.27,6.46,Yes,5.69,7.99,No
7618,A320,7.5,6.06,Yes,2.82,6.28,Yes
7619,B787,5.75,7.08,No,2.0,8.69,No
7620,A380,5.96,1.02,No,1.42,9.35,No
7621,A380,8.14,2.46,Yes,3.4,9.78,No
7622,B737,4.73,6.15,Yes,1.2,7.82,Yes
7623,A320,9.52,1.25,No,5.56,5.6,Yes
7624,A380,1.97,1.9,Yes,6.8,0.46,No
7625,B737,2.92,4.92,No,0.12,4.52,No
7626,B737,2.86,6.17,No,2.91,5.32,Yes
7627,A380,9.44,0.05,Yes,6.29,6.15,No
7628,A350,1.41,4.27,No,0.87,9.61,Yes
7629,A320,5.84,3.8,No,8.31,4.7,Yes
7630,A320,7.69,4.76,Yes,8.86,0.73,Yes
7631,B737,7.59,4.75,No,8.54,0.33,Yes
7632,A350,0.97,2.16,Yes,3.07,9.3,No
7633,B737,8.49,3.24,No,3.51,2.45,No
7634,B737,0.8,4.11,Yes,7.34,3.54,Yes
7635,B787,0.67,1.62,Yes,7.62,8.2,No
7636,B787,9.82,8.13,No,2.24,1.16,Yes
7637,A350,8.61,7.39,Yes,8.05,9.82,Yes
7638,B787,5.6,7.24,No,1.94,5.99,No
7639,A320,7.39,7.18,No,2.24,7.52,Yes
7640,A320,1.04,9.46,Yes,8.24,9.28,No
7641,B787,0.47,4.42,Yes,1.06,5.99,No
7642,A380,8.3,4.52,No,6.17,4.22,Yes
7643,A350,1.19,4.8,No,0.39,3.51,No
7644,A380,7.63,0.45,Yes,7.16,7.05,No
7645,B787,8.82,6.11,No,6.32,0.5,No
7646,B787,7.91,2.96,No,9.78,9.1,Yes
7647,B787,9.23,3.38,Yes,5.26,4.27,No
7648,B737,0.26,0.15,No,6.79,4.56,Yes
7649,A320,5.28,3.15,No,1.86,2.18,No
7650,A320,8.86,8.68,Yes,6.44,2.41,No
7651,B787,7.06,1.13,No,1.88,4.12,No
7652,B737,5.23,3.1,Yes,6.15,9.86,No
7653,B737,7.21,4.33,Yes,5.92,1.82,No
7654,A380,7.72,0.97,Yes,0.89,8.63,Yes
7655,A350,7.16,7.41,Yes,5.07,0.61,No
7656,B737,4.41,5.43,No,8.79,2.06,No
7657,A320,6.98,4.65,No,1.5,2.61,No
7658,B787,3.41,6.27,No,6.9,6.12,Yes
7659,A320,2.95,8.48,Yes,1.24,5.18,No
7660,A320,2.83,0.53,Yes,1.83,8.55,No
7661,B787,2.97,0.88,Yes,5.73,9.04,No
7662,B787,0.86,5.77,Yes,9.69,9.5,No
7663,A350,6.42,7.13,No,5.81,4.4,No
7664,A380,9.32,3.24,No,8.04,1.51,Yes
7665,A350,4.75,1.35,Yes,5.6,6.08,Yes
7666,A320,6.42,5.7,No,3.22,3.09,No
7667,A350,1.27,2.76,Yes,7.51,3.41,No
7668,B787,3.66,2.89,Yes,0.67,1.84,Yes
7669,B787,6.04,8.53,No,4.52,1.46,Yes
7670,A350,7.22,6.76,No,5.49,2.39,Yes
7671,A320,2.67,9.87,No,5.21,3.69,Yes
7672,A350,4.8,0.28,Yes,9.5,0.67,Yes
7673,A320,1.32,1.9,No,6.84,6.79,Yes
7674,B787,3.62,6.1,Yes,5.78,7.02,Yes
7675,A350,8.44,3.77,Yes,8.38,1.94,Yes
7676,B787,4.22,5.49,No,6.26,1.15,Yes
7677,A380,7.49,0.85,Yes,2.78,8.64,No
7678,B787,5.72,8.69,No,5.1,2.38,No
7679,B737,9.89,1.82,No,3.97,4.15,No
7680,B787,3.89,5.11,No,9.84,1.16,Yes
7681,B787,8.79,7.89,Yes,4.04,9.77,No
7682,B737,5.51,9.73,Yes,1.75,0.86,Yes
7683,A350,7.27,6.47,Yes,8.56,4.51,No
7684,A320,7.33,1.03,No,7.2,6.15,Yes
7685,A350,8.35,0.91,Yes,3.82,6.67,No
7686,B737,6.62,5.7,Yes,2.55,0.12,No
7687,B787,5.53,8.08,No,4.94,4.54,No
7688,A320,4.84,3.69,No,9.42,6.15,No
7689,B787,6.79,1.68,Yes,2.16,8.51,No
7690,B787,0.68,9.86,Yes,9.02,0.94,No
7691,A350,0.66,1.37,No,9.27,3.9,Yes
7692,B787,1.39,2.02,Yes,4.55,7.11,No
7693,B737,4.06,9.25,Yes,2.55,4.29,No
7694,A380,4.4,2.41,No,2.68,9.97,Yes
7695,A320,4.22,5.68,Yes,7.38,5.33,No
7696,B737,8.42,8.71,No,4.8,8.65,Yes
7697,B787,6.17,6.42,No,2.49,8.58,Yes
7698,A350,3.74,1.37,No,5.07,3.17,No
7699,A380,6.14,5.03,No,0.91,3.22,No
7700,B737,0.91,5.02,Yes,8.33,1.8,No
7701,B737,5.85,0.75,Yes,5.2,4.73,No
7702,A350,5.12,4.54,Yes,9.08,9.94,No
7703,B737,3.11,1.59,No,8.62,8.12,No
7704,B737,8.98,2.86,No,9.85,0.81,Yes
7705,B787,3.99,8.71,Yes,4.64,0.54,Yes
7706,A320,7.61,2.47,No,5.26,5.71,No
7707,B787,1.76,1.93,No,1.49,3.19,Yes
7708,A380,5.9,0.58,No,3.15,4.46,No
7709,B737,9.24,3.74,No,3.29,1.52,Yes
7710,B737,0.34,0.04,No,6.29,5.57,No
7711,A380,3.39,2.44,Yes,1.33,6.49,Yes
7712,A380,1.22,9.98,Yes,3.21,7.7,Yes
7713,A350,7.19,1.89,Yes,0.41,9.88,No
7714,A380,1.44,0.6,Yes,7.62,9.57,Yes
7715,A320,8.7,9.14,Yes,3.66,1.08,Yes
7716,B787,1.47,3.1,No,5.55,7.5,No
7717,A350,1.76,6.6,No,4.63,8.88,No
7718,B737,9.63,3.45,No,7.97,6.02,Yes
7719,A380,6.54,1.87,No,2.64,1.45,No
7720,A350,6.21,1.56,Yes,1.46,6.99,Yes
7721,A320,6.26,1.69,Yes,5.51,1.56,Yes
7722,B787,3.13,5.41,Yes,2.77,3.84,No
7723,B737,2.64,0.81,Yes,2.05,9.02,No
7724,A320,8.85,6.29,No,5.14,8.77,Yes
7725,A350,9.29,5.08,Yes,3.87,2.04,Yes
7726,A380,1.04,6.19,Yes,0.24,5.61,Yes
7727,A320,5.11,8.78,No,2.48,2.21,No
7728,A350,8.63,6.94,No,2.25,1.96,No
7729,B787,4.33,8.51,No,1.82,0.39,No
7730,A380,5.01,4.35,No,0.35,8.14,No
7731,A350,9.05,9.1,No,4.33,5.96,Yes
7732,B737,3.51,1.55,Yes,9.17,8.3,Yes
7733,B737,2.21,0.23,No,2.11,4.46,No
7734,A380,8.31,1.74,Yes,5.61,0.97,No
7735,A380,0.77,8.13,No,3.64,6.89,No
7736,A380,3.79,0.19,No,3.02,7.77,Yes
7737,A350,6.48,3.63,No,9.19,1.14,No
7738,B737,9.68,9.82,No,8.33,5.87,Yes
7739,A380,6.85,4.68,No,9.02,3.65,Yes
7740,A350,7.79,6.58,No,6.22,4.58,Yes
7741,A350,5.1,8.49,No,9.36,5.57,Yes
7742,A380,9.65,2.4,No,9.63,6.56,Yes
7743,A380,2.89,5.32,No,6.68,4.91,Yes
7744,A320,0.73,8.54,No,8.99,7.74,Yes
7745,A380,0.18,6.84,No,4.66,0.32,Yes
7746,A380,9.27,9.77,Yes,5.17,2.02,Yes
7747,A380,2.46,3.76,No,6.85,0.1,No
7748,A350,3.8,2.15,No,7.15,1.8,No
7749,A320,7.7,7.72,No,0.07,1.91,No
7750,A320,6.91,6.16,No,4.07,1.68,No
7751,B787,3.01,7.55,No,6.29,5.12,No
7752,A350,9.84,2.8,Yes,6.23,7.96,No
7753,B737,8.73,9.95,No,5.56,6.69,No
7754,A380,1.58,9.17,Yes,8.24,7.37,No
7755,A350,2.54,7.62,No,3.7,2.4,No
7756,B737,6.45,4.48,Yes,8.68,2.85,No
7757,A350,8.16,4.44,No,1.72,2.38,No
7758,B737,5.48,8.51,Yes,6.56,9.03,No
7759,A350,4.62,2.08,No,9.42,7.24,No
7760,A350,2.75,4.8,Yes,0.23,9.5,Yes
7761,A350,6.87,9.02,Yes,3.28,3.63,No
7762,B787,5.39,2.87,No,5.79,3.55,No
7763,A320,4.75,0.37,Yes,1.54,9.46,Yes
7764,B737,4.55,8.42,No,9.29,7.5,No
7765,A320,0.6,8.45,No,2.83,7.96,No
7766,B787,5.58,6.8,Yes,4.36,0.57,No
7767,A350,6.09,9.85,No,0.24,8.18,No
7768,B737,7.51,1.25,No,7.69,9.8,No
7769,A350,3.77,4.92,Yes,0.62,3.91,No
7770,B787,9.18,5.66,Yes,3.23,0.92,Yes
7771,A350,0.94,7.93,No,0.07,1.09,Yes
7772,B737,9.4,4.21,No,5.56,5.1,Yes
7773,A380,9.46,5.08,No,8.1,1.58,No
7774,B737,2.91,3.99,No,1.15,5.87,Yes
7775,A350,0.5,7.51,No,3.72,9.27,Yes
7776,B787,9.82,8.24,No,4.33,0.18,No
7777,A380,6.01,7.13,Yes,3.83,9.52,Yes
7778,B787,2.25,3.48,Yes,4.81,1.71,No
7779,B737,3.49,3.15,No,1.87,7.71,Yes
7780,A350,0.96,2.77,Yes,0.02,8.96,No
7781,A380,7.74,4.39,Yes,6.72,6.77,No
7782,B737,2.85,3.79,No,5.93,6.85,No
7783,B737,2.79,7.34,Yes,6.71,1.79,Yes
7784,A380,4.45,7.24,Yes,4.34,0.21,Yes
7785,A350,4.97,1.17,Yes,0.14,2.91,Yes
7786,A350,8.71,5.68,No,1.66,6.88,Yes
7787,B787,3.47,7.66,Yes,5.45,9.11,Yes
7788,B787,7.38,5.89,No,7.82,2.05,Yes
7789,A350,6.29,8.33,No,2.39,0.56,Yes
7790,A350,2.78,7.51,No,3.75,7.3,Yes
7791,A350,2.48,4.29,Yes,3.83,7.13,No
7792,B737,5.88,6.72,Yes,3.14,7.53,Yes
7793,B787,7.66,8.41,Yes,6.45,6.11,Yes
7794,A320,2.32,1.13,Yes,1.98,4.84,No
7795,A320,1.85,3.76,No,7.57,2.48,No
7796,B787,0.54,8.18,No,5.09,5.3,No
7797,A350,3.39,7.53,Yes,4.25,1.63,Yes
7798,B737,1.83,0.36,No,1.55,6.28,No
7799,B787,2.58,3.5,No,2.03,0.49,No
7800,A380,1.37,5.44,No,9.65,5.28,Yes
7801,B737,9.19,8.82,Yes,1.23,6.27,No
7802,A320,2.64,4.52,No,4.91,8.76,Yes
7803,A380,8.58,1.58,No,6.02,7.78,Yes
7804,B787,2.06,4.89,No,8.88,5.13,Yes
7805,B787,5.94,4.23,Yes,2.18,4.71,No
7806,A380,5.11,6.47,No,8.01,4.98,Yes
7807,A320,5.8,4.37,No,4.85,6.91,Yes
7808,A350,0.4,9.41,Yes,5.01,0.05,Yes
7809,B787,8.02,3.72,Yes,7.07,4.49,Yes
7810,B787,5.88,2.42,Yes,5.55,7.9,Yes
7811,A320,7.06,1.28,No,3.78,1.41,Yes
7812,A320,3.25,9.89,Yes,4.12,9.46,Yes
7813,A350,5.61,6.3,No,1.07,2.52,No
7814,A350,8.69,5.61,No,4.07,3.45,No
7815,A380,6.81,5.88,No,1.17,6.09,No
7816,B737,8.25,1.11,Yes,0.92,1.74,Yes
7817,A350,0.89,5.39,No,6.57,1.14,Yes
7818,A320,5.23,5.18,No,7.24,1.62,No
7819,A380,8.93,2.03,No,1.28,2.87,Yes
7820,A350,5.64,3.55,Yes,8.6,4.92,Yes
7821,A350,9.07,2.48,No,1.0,8.66,Yes
7822,B737,8.43,3.31,Yes,4.39,8.03,Yes
7823,A350,6.92,4.23,Yes,4.22,4.78,No
7824,A380,1.31,3.59,No,2.1,2.74,No
7825,A380,2.45,7.35,No,1.03,8.4,Yes
7826,B787,6.91,0.66,Yes,2.73,5.9,No
7827,B737,8.05,2.0,Yes,0.38,7.76,No
7828,A350,2.32,0.76,No,0.86,7.95,No
7829,A380,4.6,8.58,Yes,8.98,2.08,Yes
7830,B787,0.73,3.15,No,9.48,6.9,No
7831,A320,7.41,8.01,No,0.55,8.67,No
7832,A320,4.58,7.49,Yes,0.37,8.39,No
7833,B787,2.45,4.06,Yes,5.65,0.72,No
7834,B737,2.08,3.75,No,6.51,0.7,No
7835,A350,8.95,9.56,Yes,2.27,0.93,No
7836,A350,0.64,6.61,No,8.72,6.42,Yes
7837,B787,4.02,4.09,Yes,8.0,6.73,No
7838,A320,4.55,9.26,Yes,6.94,2.18,Yes
7839,B737,1.58,3.62,No,2.57,4.4,No
7840,A350,1.32,8.15,No,8.39,8.77,No
7841,B737,2.73,2.34,No,9.42,4.13,Yes
7842,B787,1.33,7.75,No,7.43,8.78,Yes
7843,B787,8.59,1.64,Yes,7.06,6.39,Yes
7844,A350,8.37,3.1,No,8.96,6.21,Yes
7845,B737,3.15,7.2,No,1.52,9.23,No
7846,A350,6.67,9.36,Yes,8.69,0.12,Yes
7847,B787,1.66,3.37,Yes,1.83,6.25,Yes
7848,A320,1.16,2.91,Yes,5.92,4.67,Yes
7849,A320,3.04,9.76,No,8.84,3.61,No
7850,A350,3.99,2.5,Yes,1.66,8.98,Yes
7851,A380,6.42,4.92,Yes,3.97,3.06,No
7852,A320,3.4,9.19,Yes,2.35,1.05,No
7853,A320,2.59,3.27,No,9.43,3.55,No
7854,B787,9.05,7.4,No,3.47,6.94,Yes
7855,B787,9.02,9.31,No,3.32,8.19,No
7856,A320,1.33,0.69,No,1.29,9.83,Yes
7857,B787,1.38,8.63,No,3.24,6.73,Yes
7858,A380,8.26,2.03,Yes,3.94,6.95,No
7859,B787,1.35,3.76,No,8.44,3.27,Yes
7860,B737,4.64,4.09,No,5.37,1.02,No
7861,A320,5.27,8.3,Yes,4.02,1.15,Yes
7862,A350,5.93,0.97,No,2.97,3.68,No
7863,A380,3.28,7.72,Yes,4.68,1.68,No
7864,A350,5.81,6.0,No,5.82,9.05,No
7865,A320,5.36,0.31,Yes,1.13,4.57,Yes
7866,B737,4.85,0.22,Yes,8.71,0.19,Yes
7867,A320,3.04,2.95,No,7.46,6.02,Yes
7868,A320,0.57,4.78,Yes,6.66,5.57,Yes
7869,A320,1.96,2.99,Yes,0.94,4.0,No
7870,B787,0.63,8.17,Yes,9.31,5.94,No
7871,B787,9.36,1.9,No,8.36,5.92,Yes
7872,A350,1.22,5.9,No,6.93,8.34,Yes
7873,B737,9.35,2.73,Yes,3.65,5.49,No
7874,B737,4.31,2.73,No,8.45,9.68,No
7875,B787,4.28,8.34,No,5.6,5.76,Yes
7876,B787,4.16,6.28,Yes,4.35,5.83,No
7877,A380,5.99,5.24,Yes,3.84,3.64,Yes
7878,A320,7.97,7.58,No,5.74,0.21,Yes
7879,A380,5.85,4.44,No,4.27,3.95,Yes
7880,B787,7.08,4.75,No,4.43,6.63,No
7881,B787,4.48,3.24,Yes,1.76,4.61,No
7882,B787,0.01,8.43,Yes,6.93,0.64,Yes
7883,A350,3.37,0.89,Yes,0.58,1.25,No
7884,A350,7.4,5.54,No,0.14,8.82,Yes
7885,A380,1.12,1.15,Yes,3.14,3.07,Yes
7886,B787,7.1,3.51,Yes,3.35,5.24,Yes
7887,A320,1.78,4.79,No,2.72,3.12,Yes
7888,A380,1.81,6.98,No,8.29,4.22,No
7889,A320,9.54,6.82,Yes,0.11,8.74,Yes
7890,A350,3.58,3.06,Yes,0.78,6.6,No
7891,B787,5.72,5.53,No,1.25,5.19,No
7892,B737,3.55,5.44,No,4.12,7.24,Yes
7893,B787,5.41,9.98,Yes,4.58,0.9,Yes
7894,B787,2.93,3.72,Yes,9.92,7.4,No
7895,B787,0.92,9.94,Yes,1.0,4.21,Yes
7896,B737,1.19,1.37,No,1.24,2.81,Yes
7897,B787,2.9,5.23,Yes,2.49,8.27,Yes
7898,A350,4.65,5.31,No,3.78,9.61,No
7899,A380,9.57,6.04,Yes,4.59,8.97,Yes
7900,B787,6.21,0.05,Yes,1.32,9.47,No
7901,A350,9.87,0.73,No,1.13,6.46,Yes
7902,A380,2.06,5.58,Yes,9.15,4.51,Yes
7903,A380,0.44,6.32,Yes,1.17,3.64,No
7904,A380,1.23,2.79,Yes,3.48,2.66,Yes
7905,B787,3.52,7.56,No,1.06,2.48,No
7906,B787,3.28,9.38,No,5.78,5.08,No
7907,B787,0.34,0.67,Yes,1.27,7.93,Yes
7908,A380,2.13,7.81,No,7.03,4.05,No
7909,B737,9.51,2.8,No,2.49,2.23,No
7910,A380,5.31,1.33,Yes,1.89,3.75,Yes
7911,B737,7.64,5.36,Yes,7.46,3.92,Yes
7912,A380,4.04,3.13,Yes,1.33,6.29,No
7913,B787,5.84,0.29,Yes,6.9,1.74,No
7914,A350,8.59,7.28,Yes,9.26,2.02,Yes
7915,A320,4.12,1.86,Yes,9.17,6.23,No
7916,A380,3.28,3.43,Yes,1.75,9.6,No
7917,A380,9.25,0.67,Yes,0.49,3.99,No
7918,B737,5.82,2.44,Yes,0.1,0.89,No
7919,A320,8.98,5.91,Yes,3.88,3.82,Yes
7920,A320,1.49,6.5,No,1.5,7.87,No
7921,B787,4.15,5.39,No,5.46,1.7,Yes
7922,A320,3.26,4.97,Yes,0.09,5.34,Yes
7923,B737,8.51,0.98,No,6.71,0.31,Yes
7924,B737,2.62,6.52,Yes,3.95,8.69,Yes
7925,A320,1.15,1.38,Yes,0.6,4.39,No
7926,B787,2.33,0.0,Yes,2.05,9.62,No
7927,A350,9.91,0.5,No,3.8,0.57,Yes
7928,A320,6.2,9.57,Yes,4.42,9.75,No
7929,A320,0.42,2.72,Yes,1.02,0.18,Yes
7930,A350,5.67,7.34,Yes,9.72,7.66,Yes
7931,B787,4.32,8.72,No,9.56,3.05,Yes
7932,A350,6.99,1.28,Yes,6.21,3.25,Yes
7933,B787,4.93,6.19,Yes,3.6,3.0,Yes
7934,B737,6.02,4.43,Yes,2.18,0.2,Yes
7935,A350,8.32,7.23,Yes,4.51,9.15,No
7936,A320,9.01,1.94,No,6.56,2.94,Yes
7937,B787,6.28,0.72,Yes,0.03,1.55,Yes
7938,B737,1.72,1.17,Yes,6.11,5.06,Yes
7939,B787,2.43,6.9,No,4.6,3.06,Yes
7940,B737,3.1,2.25,Yes,9.34,6.34,Yes
7941,A350,6.61,9.05,Yes,8.33,9.52,Yes
7942,B787,1.24,6.37,No,4.7,5.01,Yes
7943,A380,2.21,4.18,No,6.39,0.14,Yes
7944,B787,1.51,2.23,Yes,9.3,9.04,Yes
7945,A350,1.62,7.56,Yes,6.31,8.92,No
7946,B737,8.5,7.0,Yes,5.4,3.26,No
7947,B787,3.59,6.02,No,7.39,6.42,Yes
7948,A350,9.2,3.66,Yes,1.2,3.01,No
7949,B787,8.64,10.0,Yes,8.71,9.0,No
7950,B737,6.6,3.56,No,4.13,4.87,No
7951,A380,2.44,3.91,No,7.79,6.37,No
7952,B787,1.59,9.65,No,1.34,1.81,Yes
7953,A380,3.73,4.72,Yes,7.58,7.13,Yes
7954,A380,4.69,9.07,Yes,6.78,3.14,No
7955,A320,7.17,8.94,No,4.32,9.98,Yes
7956,A320,4.75,0.66,Yes,2.47,3.57,Yes
7957,B787,0.25,1.25,Yes,5.96,4.77,Yes
7958,A380,4.0,2.53,No,8.0,4.63,Yes
7959,B737,5.79,9.51,Yes,8.82,7.19,No
7960,B737,4.41,7.32,Yes,4.33,8.37,No
7961,B787,4.28,0.94,No,7.38,6.04,No
7962,A380,5.02,8.75,No,1.07,6.6,No
7963,B787,0.41,5.14,No,0.36,0.04,No
7964,B787,0.83,1.41,Yes,8.31,3.04,Yes
7965,A320,0.21,7.19,Yes,2.96,8.16,Yes
7966,A350,4.25,3.4,No,9.1,2.21,No
7967,A320,3.08,7.6,No,7.63,5.01,No
7968,A350,7.88,4.95,No,5.42,4.56,Yes
7969,A350,8.75,9.25,Yes,3.85,6.78,No
7970,A350,3.73,9.36,Yes,6.97,0.23,Yes
7971,B787,5.93,5.73,Yes,7.65,1.96,No
7972,B787,1.25,5.35,No,6.21,5.96,Yes
