FlightID,AircraftType,FuelPlanned,FuelActual,RouteAdherence,PerformanceRating,GoAround,WeatherConditions,PilotEfficiency,OptimizedOperation
8462,B737,8.95,5.52,1.84,9.26,Yes,Thunderstorm,0.91,Yes
8463,A350,6.73,9.54,7.83,9.06,No,Rain,6.26,Yes
8464,A320,9.79,6.86,1.07,9.19,Yes,Fog,7.88,Yes
8465,A350,5.46,5.1,0.3,3.1,No,Clear,2.53,No
8466,A320,0.45,2.55,3.17,7.6,Yes,Snow,9.64,No
8467,A320,9.8,8.09,7.46,8.06,No,Thunderstorm,9.61,Yes
8468,A380,7.86,0.21,3.73,4.19,No,Thunderstorm,0.88,No
8469,B737,5.88,6.67,0.46,1.65,Yes,Thunderstorm,2.49,Yes
8470,A380,8.84,10.0,1.12,0.44,Yes,Snow,4.53,Yes
8471,A380,5.79,7.23,2.17,1.53,No,Snow,0.9,No
8472,B787,5.95,3.82,1.43,1.32,Yes,Snow,6.22,No
8473,B737,4.58,4.87,6.65,1.1,Yes,Fog,3.38,Yes
8474,A320,7.26,1.03,9.33,2.67,Yes,Snow,4.38,Yes
8475,A380,7.17,8.49,0.01,1.07,No,Fog,7.78,No
8476,A380,6.69,8.68,2.9,3.48,Yes,Fog,8.03,No
8477,B787,5.55,2.9,9.34,3.9,No,Clear,5.9,No
8478,A350,8.72,0.93,6.01,8.72,No,Clear,5.16,No
8479,B787,1.64,0.96,8.31,8.47,No,Fog,2.06,No
8480,A320,5.88,9.46,4.51,2.18,Yes,Rain,3.41,Yes
8481,A320,1.49,0.52,4.31,9.26,Yes,Snow,0.69,Yes
8482,A350,2.07,8.9,2.92,4.74,Yes,Rain,5.82,Yes
8483,B737,4.83,9.34,4.95,1.67,Yes,Rain,3.66,Yes
8484,A380,6.44,5.67,4.77,2.6,No,Snow,2.46,No
8485,A320,9.57,2.3,1.55,2.64,No,Clear,8.07,Yes
8486,A380,9.69,7.82,4.47,0.53,Yes,Clear,3.27,No
8487,B737,1.93,7.69,3.82,8.01,No,Thunderstorm,8.85,Yes
8488,B787,6.64,5.42,8.45,2.41,No,Clear,5.81,Yes
8489,B787,1.02,9.81,4.27,0.9,No,Fog,2.94,Yes
8490,A380,5.52,9.48,5.61,7.55,No,Fog,4.12,No
8491,B787,1.11,2.35,0.05,0.47,Yes,Rain,4.82,No
8492,A350,8.9,1.67,1.55,8.33,No,Thunderstorm,3.2,No
8493,B737,6.66,3.64,4.05,1.34,Yes,Fog,5.87,Yes
8494,A350,9.17,5.39,5.61,3.68,No,Fog,4.07,No
8495,B737,5.14,2.21,2.78,5.05,No,Snow,3.8,No
8496,A380,9.68,9.74,8.06,9.18,Yes,Clear,9.66,No
8497,B737,9.52,4.94,3.36,6.45,No,Snow,0.4,Yes
8498,B737,4.19,9.38,2.18,4.96,No,Fog,3.84,Yes
8499,A380,5.19,0.65,9.86,0.01,Yes,Rain,7.09,Yes
8500,A350,8.85,4.31,2.34,8.56,Yes,Fog,6.78,No
8501,B787,4.22,0.19,9.01,5.97,Yes,Thunderstorm,6.57,No
8502,B737,2.11,1.89,0.43,7.58,No,Snow,5.75,No
8503,B787,5.54,1.61,4.78,3.45,No,Fog,3.63,No
8504,A320,0.38,4.53,0.91,3.25,Yes,Rain,5.17,No
8505,B787,7.48,5.11,2.46,8.22,Yes,Snow,4.81,No
8506,A320,8.7,5.45,3.2,0.14,Yes,Clear,5.84,Yes
8507,B787,3.68,5.47,1.85,0.64,No,Snow,7.67,Yes
8508,A350,2.66,3.2,9.11,4.66,No,Snow,4.84,No
8509,B787,0.93,7.35,9.81,1.04,No,Clear,9.26,Yes
8510,A320,3.61,3.16,5.73,4.41,No,Snow,0.95,No
8511,B737,5.2,2.3,5.82,2.91,Yes,Fog,2.43,No
8512,A380,2.85,1.11,7.54,9.59,No,Rain,3.32,Yes
8513,A350,4.07,8.04,7.82,1.73,No,Thunderstorm,1.59,Yes
8514,A350,6.02,7.39,1.41,9.85,Yes,Fog,7.15,No
8515,A350,5.02,3.53,4.83,1.47,Yes,Thunderstorm,2.66,Yes
8516,A380,8.22,2.97,0.0,7.07,No,Clear,7.7,No
8517,A380,0.24,1.18,2.94,7.18,Yes,Snow,1.61,No
8518,B737,2.76,9.93,1.71,7.21,Yes,Snow,8.79,Yes
8519,A380,2.24,5.54,0.95,7.6,Yes,Clear,4.8,Yes
8520,A350,4.7,4.33,8.75,9.9,No,Fog,9.03,No
8521,B787,3.83,3.99,0.29,8.06,Yes,Clear,2.39,Yes
8522,A380,3.35,5.45,9.01,7.29,Yes,Snow,5.9,Yes
8523,B787,0.62,9.68,1.59,6.32,No,Snow,0.15,Yes
8524,A380,0.15,2.04,9.99,9.74,Yes,Snow,0.91,Yes
8525,B737,0.28,6.76,1.02,1.74,Yes,Rain,8.26,Yes
8526,B787,4.0,1.58,4.33,0.75,No,Rain,5.22,Yes
8527,A380,6.43,8.94,2.56,1.61,Yes,Snow,1.82,Yes
8528,A320,8.77,3.85,6.8,4.73,Yes,Rain,6.78,No
8529,B787,3.12,3.59,5.72,4.2,No,Thunderstorm,8.1,No
8530,A320,6.28,7.64,3.28,8.77,Yes,Fog,3.33,No
8531,B787,4.67,6.83,9.24,0.92,No,Thunderstorm,9.31,No
8532,B737,5.35,3.09,2.34,1.15,No,Rain,9.15,No
8533,A350,2.83,8.29,6.34,8.61,No,Thunderstorm,2.77,No
8534,A350,3.41,7.95,0.01,7.03,Yes,Rain,8.31,Yes
8535,B787,5.76,4.92,3.63,4.42,No,Fog,5.52,No
8536,B787,0.38,1.28,4.55,1.81,No,Clear,5.02,Yes
8537,A350,1.39,1.83,8.09,4.67,Yes,Fog,2.65,No
8538,A350,9.22,5.89,7.98,4.08,No,Fog,7.63,Yes
8539,B737,1.68,5.0,4.06,7.02,No,Thunderstorm,6.35,Yes
8540,A350,6.57,4.88,1.27,3.67,No,Snow,8.32,No
8541,A380,1.65,4.2,5.47,8.45,No,Snow,1.97,Yes
8542,A320,5.58,8.11,6.45,6.51,Yes,Snow,6.15,Yes
8543,A380,5.61,3.71,9.68,6.51,No,Thunderstorm,3.58,No
8544,A380,7.21,1.18,7.84,9.66,Yes,Snow,0.23,Yes
8545,B787,3.22,7.1,4.52,1.45,Yes,Thunderstorm,3.01,No
8546,A320,0.75,5.09,7.97,0.01,Yes,Rain,9.39,No
8547,B737,7.73,1.09,8.78,1.4,Yes,Rain,2.31,No
8548,B737,8.85,1.85,7.97,6.51,No,Fog,1.21,Yes
8549,B737,5.76,4.77,8.46,5.41,No,Clear,4.08,No
8550,A320,2.79,1.53,9.86,0.36,No,Thunderstorm,9.19,Yes
8551,A320,2.19,1.72,1.08,1.0,No,Snow,2.21,Yes
8552,A350,1.29,3.0,5.45,7.42,Yes,Snow,9.93,Yes
8553,B787,1.91,9.26,7.53,6.22,No,Rain,6.94,No
8554,B737,4.37,8.81,9.72,0.92,No,Rain,9.37,Yes
8555,A380,7.52,4.76,2.61,1.57,Yes,Fog,5.97,No
8556,A350,3.68,4.44,4.91,6.19,Yes,Rain,1.29,No
8557,A380,8.52,5.69,8.23,5.87,No,Fog,6.08,No
8558,B737,7.46,7.51,6.51,7.63,Yes,Fog,2.62,No
8559,B737,8.48,2.25,3.59,7.33,Yes,Fog,7.15,No
8560,B787,1.16,6.54,5.29,6.35,Yes,Thunderstorm,2.75,No
8561,B787,3.12,5.79,6.52,4.96,No,Fog,3.82,No
8562,A320,0.36,9.87,9.14,7.61,Yes,Rain,3.26,Yes
8563,B787,0.33,1.96,3.2,3.82,No,Thunderstorm,9.32,No
8564,A350,9.75,9.39,8.03,8.06,No,Snow,5.48,Yes
8565,A350,6.06,5.42,8.09,2.58,No,Fog,4.79,Yes
8566,B787,5.96,7.69,1.39,1.58,Yes,Snow,1.67,Yes
8567,B787,5.75,6.26,5.64,1.64,Yes,Thunderstorm,1.59,Yes
8568,B787,3.89,6.56,8.97,0.69,No,Clear,1.22,No
8569,B737,3.95,3.69,6.17,3.5,No,Fog,2.51,Yes
8570,B737,8.08,2.93,8.86,7.65,Yes,Snow,3.02,No
8571,B737,5.59,0.12,8.58,3.16,No,Thunderstorm,4.32,No
8572,B787,0.02,5.33,1.17,3.82,No,Rain,1.8,No
8573,B787,1.7,7.86,0.83,3.89,Yes,Snow,4.09,Yes
8574,A380,5.86,7.11,7.7,0.99,No,Thunderstorm,2.14,No
8575,A320,6.81,5.15,9.55,2.43,No,Snow,6.47,No
8576,A320,3.85,5.44,2.63,6.12,Yes,Thunderstorm,4.65,No
8577,A350,0.47,2.11,4.29,9.3,No,Rain,6.44,Yes
8578,A350,5.77,3.77,7.18,6.77,No,Snow,2.14,Yes
8579,B787,8.59,5.35,2.9,4.02,No,Rain,8.14,Yes
8580,A350,0.65,6.09,9.61,8.34,No,Snow,6.69,No
8581,A380,5.42,4.55,7.12,9.62,No,Thunderstorm,0.35,Yes
8582,A320,6.97,5.53,6.72,4.59,No,Fog,2.08,No
8583,A380,6.6,7.58,2.03,3.96,Yes,Rain,6.35,Yes
8584,B787,0.94,3.05,6.05,3.86,No,Rain,4.46,No
8585,B737,7.09,0.61,2.74,0.92,Yes,Fog,8.31,Yes
8586,A350,3.42,5.25,2.96,1.49,No,Rain,1.5,Yes
8587,B787,5.04,6.64,1.8,2.1,No,Clear,0.57,Yes
8588,A320,5.2,1.39,1.16,1.09,No,Fog,8.31,Yes
8589,A320,5.54,6.96,4.03,3.34,No,Fog,8.26,Yes
8590,B787,2.71,5.46,8.07,9.44,No,Fog,8.73,No
8591,B737,0.7,4.99,0.14,5.73,Yes,Snow,6.8,No
8592,A320,7.17,9.43,9.28,4.41,Yes,Rain,5.97,Yes
8593,A380,7.92,9.3,3.67,9.41,No,Rain,8.11,Yes
8594,B787,9.67,5.83,5.74,3.15,No,Thunderstorm,6.59,Yes
8595,B787,1.96,5.38,7.78,6.31,No,Fog,1.2,No
8596,A350,0.46,2.36,4.09,4.95,No,Clear,4.52,No
8597,A320,7.46,5.5,6.42,6.28,No,Thunderstorm,7.29,Yes
8598,A380,2.25,7.28,9.31,4.82,Yes,Thunderstorm,6.57,No
8599,B787,5.84,7.24,8.63,6.88,Yes,Rain,6.85,No
8600,A350,2.76,8.04,1.3,4.1,No,Thunderstorm,7.28,No
8601,A380,9.66,1.22,6.75,9.25,Yes,Snow,9.13,No
8602,A380,8.16,6.75,9.44,9.2,No,Thunderstorm,0.15,Yes
8603,A350,6.65,3.81,2.38,6.11,Yes,Rain,3.39,No
8604,B787,0.42,1.12,1.27,7.88,No,Clear,8.68,No
8605,B737,0.79,1.62,0.27,2.09,Yes,Thunderstorm,8.71,No
8606,A380,9.81,2.85,1.72,0.98,Yes,Snow,3.84,Yes
8607,A350,8.91,7.72,2.36,6.86,No,Fog,3.1,No
8608,A320,0.76,9.99,6.48,1.71,Yes,Rain,5.36,No
8609,A350,3.71,7.09,8.7,8.9,Yes,Fog,8.03,Yes
8610,B737,9.59,6.67,6.91,0.76,No,Snow,7.91,Yes
8611,B737,4.07,2.02,4.05,1.11,Yes,Clear,4.01,Yes
8612,B787,1.1,4.82,9.1,6.49,No,Rain,4.34,Yes
8613,A320,9.64,1.8,1.89,5.05,No,Fog,9.29,Yes
8614,A350,3.65,5.96,9.27,2.76,No,Snow,9.34,No
8615,B787,7.53,2.5,7.21,1.25,Yes,Thunderstorm,1.41,No
8616,A350,1.15,8.1,8.21,4.87,No,Snow,2.65,Yes
8617,A350,3.79,0.66,4.37,1.16,No,Snow,0.68,No
8618,B737,6.01,0.79,3.6,4.71,No,Clear,8.64,No
8619,B787,0.47,6.55,6.95,6.37,Yes,Thunderstorm,3.36,Yes
8620,B737,9.98,7.32,4.56,0.91,Yes,Fog,3.03,No
8621,B737,3.06,9.83,9.16,8.43,No,Snow,0.64,Yes
8622,A320,1.7,0.21,5.17,1.72,No,Clear,3.98,Yes
8623,B787,8.71,5.3,6.18,7.76,No,Fog,9.74,Yes
8624,A350,7.9,9.76,6.33,3.39,Yes,Rain,3.52,Yes
8625,A350,5.21,6.06,5.69,2.73,Yes,Fog,2.02,Yes
8626,A380,8.14,3.98,0.69,0.81,No,Fog,5.82,Yes
8627,A350,2.15,2.43,2.69,4.72,Yes,Fog,8.93,Yes
8628,A350,2.74,0.09,8.05,6.96,No,Thunderstorm,5.41,Yes
8629,A380,0.82,0.7,5.69,1.13,Yes,Clear,1.79,No
8630,B737,4.07,5.02,6.63,8.8,Yes,Snow,6.78,Yes
8631,B737,4.92,9.75,5.92,9.34,Yes,Thunderstorm,0.97,No
8632,B787,6.17,9.66,7.32,7.97,Yes,Rain,4.05,Yes
8633,B737,4.35,3.67,3.56,1.11,No,Fog,0.95,Yes
8634,B737,2.38,1.71,5.72,1.55,No,Snow,4.91,Yes
8635,A320,3.72,5.93,6.78,6.71,No,Rain,0.78,No
8636,A380,0.68,5.04,0.44,8.9,No,Snow,8.34,Yes
8637,A320,7.46,3.78,7.42,6.49,Yes,Rain,8.04,Yes
8638,A380,6.7,6.55,6.22,5.55,Yes,Rain,4.94,No
8639,B787,3.56,8.98,7.78,4.2,Yes,Snow,4.51,No
8640,B737,0.46,2.5,5.84,7.38,No,Snow,7.37,Yes
8641,B787,7.34,4.21,2.17,4.4,No,Fog,8.01,No
8642,B737,0.95,4.34,9.11,1.79,No,Clear,1.72,No
8643,B737,2.08,5.75,8.14,6.72,Yes,Thunderstorm,4.51,Yes
8644,A380,1.89,5.38,7.81,9.59,Yes,Snow,7.61,Yes
8645,A380,0.42,3.3,7.92,8.12,Yes,Clear,5.78,Yes
8646,B787,1.54,4.72,7.09,2.36,Yes,Thunderstorm,1.52,No
8647,A320,7.1,6.65,2.71,0.91,No,Thunderstorm,1.03,No
8648,B737,1.88,4.28,1.07,5.7,No,Fog,2.06,Yes
8649,A320,1.02,9.09,4.53,2.45,Yes,Snow,0.75,No
8650,B737,8.02,3.19,2.49,6.52,Yes,Rain,7.28,No
8651,A320,7.9,9.23,3.83,6.23,No,Thunderstorm,7.07,Yes
8652,A380,2.43,5.76,5.01,5.04,No,Thunderstorm,4.91,No
8653,A320,7.45,8.49,9.98,7.52,Yes,Fog,4.49,No
8654,B737,4.77,5.78,4.11,1.43,Yes,Thunderstorm,9.57,No
8655,A380,1.13,2.17,5.92,9.67,No,Rain,3.82,No
8656,A380,9.31,9.53,1.48,6.83,Yes,Clear,4.82,Yes
8657,B737,6.93,0.42,7.3,8.76,No,Clear,7.19,No
8658,B787,6.04,4.12,2.16,0.84,Yes,Fog,5.15,Yes
8659,A320,1.63,1.18,5.16,3.09,No,Clear,1.69,No
8660,B787,3.75,9.27,5.36,8.36,Yes,Thunderstorm,1.41,Yes
8661,A350,6.43,2.04,4.15,5.07,No,Thunderstorm,6.5,Yes
8662,A380,7.91,6.17,1.48,8.89,No,Clear,4.27,No
8663,B787,7.26,9.36,8.49,6.52,No,Snow,7.61,Yes
8664,A320,9.78,7.29,4.55,3.17,No,Rain,8.39,Yes
8665,A350,0.27,1.01,9.92,7.86,Yes,Fog,1.98,No
8666,A320,7.48,0.96,0.61,8.56,No,Fog,7.93,Yes
8667,B737,6.18,3.2,8.54,7.38,No,Thunderstorm,1.47,Yes
8668,A380,2.33,2.88,2.43,8.62,Yes,Snow,4.83,No
8669,B737,0.79,2.42,7.66,1.49,No,Snow,9.62,No
8670,B737,0.27,7.54,3.2,4.99,No,Clear,7.36,No
8671,A320,5.95,8.79,9.0,8.15,No,Thunderstorm,7.55,No
8672,B737,8.4,5.96,7.9,0.41,Yes,Fog,7.57,No
8673,B787,3.33,8.3,7.0,9.39,Yes,Fog,7.57,Yes
8674,A350,9.69,4.76,1.09,3.3,Yes,Fog,1.96,Yes
8675,B737,4.79,7.26,9.15,4.45,No,Fog,4.48,Yes
8676,A350,0.73,6.83,1.59,4.84,No,Fog,9.16,No
8677,A350,2.67,6.06,0.97,7.67,Yes,Clear,9.23,Yes
8678,B787,7.91,0.94,5.31,1.64,No,Thunderstorm,3.96,Yes
8679,A380,7.61,3.63,6.3,1.79,Yes,Snow,0.12,No
8680,A380,0.09,0.05,3.64,4.25,Yes,Rain,0.24,Yes
8681,B737,3.72,2.08,3.94,8.83,Yes,Clear,7.26,No
8682,A350,4.53,8.82,3.06,6.36,No,Snow,5.22,Yes
8683,B737,4.63,6.26,0.9,1.66,Yes,Clear,8.97,Yes
8684,B787,7.98,1.39,8.08,7.4,Yes,Clear,7.41,Yes
8685,B787,0.54,8.31,7.36,6.35,No,Rain,2.99,No
8686,A380,1.23,5.91,4.68,1.41,Yes,Fog,8.88,No
8687,B787,9.77,3.97,0.42,3.93,Yes,Thunderstorm,3.25,Yes
8688,B787,4.49,6.92,1.99,7.07,No,Thunderstorm,7.56,No
8689,B737,9.08,2.67,6.26,4.09,Yes,Thunderstorm,5.4,Yes
8690,B737,9.47,2.32,5.59,4.73,Yes,Clear,5.58,Yes
8691,B787,0.15,9.98,2.27,6.95,Yes,Thunderstorm,1.9,Yes
8692,A380,3.26,9.41,1.5,4.44,Yes,Thunderstorm,4.81,Yes
8693,A380,8.58,6.12,1.65,6.29,Yes,Snow,3.93,No
8694,A380,2.88,6.16,7.32,7.7,No,Thunderstorm,8.72,No
8695,A380,6.33,5.29,4.4,3.01,Yes,Rain,8.02,No
8696,A320,2.07,6.21,2.02,3.26,Yes,Clear,0.8,No
8697,A350,2.68,1.94,2.14,8.99,Yes,Snow,9.49,Yes
8698,A350,4.97,5.09,9.59,1.91,No,Fog,5.87,Yes
8699,B737,9.92,6.9,5.04,7.97,No,Rain,4.74,No
8700,A320,2.63,7.99,2.99,8.42,Yes,Rain,0.01,No
8701,B787,2.08,9.3,2.36,2.8,Yes,Thunderstorm,2.7,Yes
8702,A320,3.34,6.24,0.91,0.23,No,Snow,0.17,Yes
8703,B787,8.43,6.33,3.08,1.11,Yes,Snow,1.07,No
8704,A350,6.38,9.43,0.64,5.36,No,Fog,7.82,No
8705,A350,7.75,0.36,8.85,0.24,Yes,Thunderstorm,2.19,Yes
8706,A320,9.16,1.59,5.45,9.15,No,Rain,3.23,No
8707,B787,8.67,9.6,5.27,8.11,No,Clear,8.78,Yes
8708,B787,5.17,8.18,8.97,0.73,Yes,Rain,4.74,Yes
8709,B737,2.84,0.83,0.49,1.06,No,Clear,2.18,Yes
8710,A380,5.64,6.48,3.22,6.31,No,Snow,2.22,Yes
8711,A380,5.43,2.4,7.93,9.39,No,Thunderstorm,6.43,No
8712,B737,9.82,4.91,7.79,3.61,Yes,Clear,5.09,No
8713,B787,5.7,9.3,4.55,7.36,Yes,Snow,0.29,No
8714,A320,0.48,4.97,5.51,9.73,No,Snow,4.08,Yes
8715,B737,5.04,4.82,2.96,3.61,Yes,Rain,6.56,Yes
8716,A380,8.5,9.55,9.66,7.64,No,Thunderstorm,7.52,No
8717,A380,2.64,1.96,1.93,3.27,No,Rain,7.84,No
8718,B737,0.28,9.04,2.3,1.46,Yes,Thunderstorm,2.2,No
8719,A320,9.58,1.84,7.56,7.78,Yes,Clear,9.24,Yes
8720,A350,0.29,9.65,9.33,3.23,No,Fog,2.47,No
8721,B737,2.66,8.2,9.8,7.52,Yes,Snow,4.39,No
8722,A350,0.09,5.41,5.19,6.77,Yes,Clear,4.5,No
8723,B737,7.5,8.9,5.84,2.75,Yes,Clear,7.03,No
8724,B787,5.06,7.39,0.37,9.19,No,Rain,9.55,No
8725,A320,9.44,3.54,0.85,7.45,No,Clear,3.85,Yes
8726,A350,9.98,1.95,1.58,3.49,No,Rain,4.29,No
8727,A380,2.34,4.18,5.9,2.83,Yes,Rain,0.64,No
8728,A320,1.88,2.42,8.82,8.31,No,Fog,7.85,No
8729,A350,1.56,6.2,2.79,8.11,Yes,Snow,2.21,Yes
8730,A380,5.45,2.67,9.88,8.11,No,Clear,4.14,Yes
8731,B737,6.13,4.9,7.84,3.64,No,Clear,7.07,Yes
8732,B737,9.09,3.53,5.21,8.84,Yes,Snow,7.92,No
8733,B787,6.25,2.04,3.89,3.4,No,Fog,3.97,Yes
8734,A350,5.38,9.25,6.39,2.23,Yes,Clear,0.12,No
8735,A380,2.12,9.64,6.19,5.73,No,Rain,6.02,Yes
8736,A320,0.86,5.81,3.79,7.9,Yes,Rain,8.05,Yes
8737,B737,3.77,9.17,2.64,0.81,Yes,Thunderstorm,9.92,No
8738,A350,2.89,5.26,6.88,2.4,Yes,Clear,5.66,Yes
8739,B787,7.41,7.09,8.12,0.26,Yes,Clear,9.94,No
8740,A350,0.03,5.21,7.77,9.37,No,Thunderstorm,6.27,Yes
8741,A380,3.48,6.07,1.29,7.66,No,Snow,8.51,Yes
8742,B737,8.84,4.9,0.23,6.51,Yes,Snow,4.1,No
8743,A320,8.59,8.4,6.03,9.74,Yes,Thunderstorm,7.94,No
8744,A350,1.06,2.56,4.28,3.89,No,Fog,5.61,No
8745,A320,7.38,7.58,2.82,5.07,No,Snow,8.34,No
8746,B787,7.51,1.7,7.67,2.4,Yes,Thunderstorm,5.72,Yes
8747,B737,8.62,0.8,9.97,7.48,Yes,Snow,2.22,Yes
8748,B787,2.49,0.93,5.07,6.15,No,Clear,1.62,Yes
8749,A380,5.44,8.54,0.42,8.15,Yes,Snow,0.12,No
8750,A320,8.87,4.75,2.5,8.28,Yes,Fog,7.7,No
8751,B737,5.1,7.02,4.4,8.51,Yes,Rain,9.72,Yes
8752,A380,1.58,3.71,4.73,0.96,Yes,Snow,3.1,No
8753,A320,7.74,0.55,0.28,7.84,No,Thunderstorm,1.71,Yes
8754,A380,1.27,5.97,0.67,2.64,Yes,Thunderstorm,6.42,Yes
8755,A350,9.73,7.68,7.93,8.62,Yes,Thunderstorm,3.39,No
8756,B787,7.17,4.37,5.26,7.18,No,Thunderstorm,7.21,No
8757,A350,4.96,2.86,3.81,2.11,Yes,Fog,2.72,Yes
8758,A380,4.37,4.83,1.21,9.81,No,Fog,9.13,No
8759,A320,6.76,7.26,9.05,1.87,Yes,Clear,7.15,No
8760,A320,2.89,3.05,0.37,3.39,Yes,Clear,2.36,Yes
8761,B787,7.85,6.67,5.18,9.38,Yes,Snow,7.38,Yes
8762,A380,6.17,8.72,7.28,3.8,Yes,Rain,4.87,No
8763,B787,1.77,1.45,0.15,3.19,Yes,Thunderstorm,8.86,Yes
8764,B737,1.85,8.31,8.84,4.62,Yes,Snow,0.72,No
8765,B787,8.95,4.22,1.3,10.0,Yes,Fog,7.9,Yes
8766,B737,5.08,5.79,8.23,2.27,No,Fog,8.77,Yes
8767,B737,1.28,1.52,0.89,8.48,No,Thunderstorm,1.7,No
8768,A320,0.35,2.54,1.12,6.59,Yes,Snow,4.62,Yes
8769,B737,8.8,0.46,1.64,3.2,No,Rain,1.58,Yes
8770,A350,1.62,3.29,5.61,6.02,No,Snow,4.76,Yes
8771,A320,0.65,3.47,4.68,0.55,No,Snow,8.14,No
8772,A320,5.52,3.79,7.59,4.72,No,Rain,0.86,Yes
8773,A350,2.16,6.48,9.56,1.57,Yes,Clear,8.41,Yes
8774,A320,4.59,7.04,4.28,7.15,Yes,Clear,5.78,Yes
8775,B737,8.09,1.89,8.15,0.17,No,Rain,7.1,Yes
8776,A380,1.69,0.85,5.83,8.44,Yes,Snow,0.07,Yes
8777,A350,2.82,8.71,4.55,6.45,Yes,Fog,0.93,Yes
8778,B737,0.95,8.48,5.95,9.32,Yes,Thunderstorm,8.61,No
8779,A350,9.32,7.22,4.75,1.43,No,Thunderstorm,7.03,No
8780,B737,1.41,3.52,8.65,5.8,No,Fog,1.31,Yes
8781,A320,7.42,6.29,3.16,7.7,Yes,Fog,7.73,No
8782,B787,0.3,6.75,2.3,4.58,Yes,Thunderstorm,7.97,Yes
8783,B737,7.1,6.01,2.0,1.74,No,Clear,1.0,No
8784,A350,6.05,4.9,9.15,3.81,Yes,Rain,6.01,No
8785,A320,5.3,6.16,6.03,3.8,Yes,Clear,2.91,No
8786,B787,3.02,4.75,7.01,9.6,No,Snow,4.85,No
8787,A320,7.62,5.12,1.17,1.13,No,Clear,1.67,Yes
8788,A380,5.01,3.45,6.83,7.68,Yes,Thunderstorm,3.54,No
8789,B737,5.97,8.78,7.85,6.61,Yes,Thunderstorm,8.55,No
8790,A320,3.91,4.73,0.48,8.83,No,Clear,7.19,Yes
8791,A320,4.27,6.02,3.67,3.07,No,Thunderstorm,3.59,No
8792,B737,7.39,8.51,4.54,6.4,Yes,Thunderstorm,1.45,Yes
8793,A350,3.91,2.29,2.84,1.29,No,Clear,4.6,No
8794,A350,9.83,9.12,7.08,5.94,No,Thunderstorm,3.94,Yes
8795,A350,8.65,7.49,9.71,4.15,Yes,Clear,2.35,No
8796,B787,8.71,3.63,4.3,8.19,Yes,Clear,8.81,Yes
8797,A350,4.23,3.81,5.83,5.35,Yes,Snow,3.49,Yes
8798,A320,7.01,1.49,7.72,6.59,Yes,Fog,5.96,No
8799,A350,8.92,9.63,9.52,0.77,Yes,Snow,0.32,No
8800,A350,2.31,9.16,7.42,1.96,Yes,Clear,1.51,No
8801,A380,4.95,2.0,8.55,1.55,No,Thunderstorm,2.04,Yes
8802,B787,0.75,8.01,5.07,0.94,No,Fog,0.28,Yes
8803,A350,0.17,7.24,0.34,2.74,No,Snow,2.54,Yes
8804,A320,8.17,6.93,3.34,4.12,No,Snow,6.38,No
8805,B787,5.59,4.62,0.37,6.14,No,Snow,5.17,Yes
8806,A320,2.29,5.56,3.14,2.64,No,Rain,7.59,Yes
8807,A350,1.47,0.78,8.41,2.43,Yes,Rain,2.15,No
8808,B787,3.45,0.95,1.26,3.28,No,Snow,4.29,Yes
8809,B737,7.39,7.81,1.18,9.32,No,Fog,9.13,Yes
8810,A320,5.49,8.92,3.51,6.23,Yes,Rain,7.1,Yes
8811,B737,0.47,9.54,2.6,9.77,No,Rain,1.36,Yes
8812,A380,7.83,1.58,3.44,8.28,No,Fog,8.09,Yes
8813,B737,9.83,3.32,0.35,7.64,Yes,Clear,0.57,Yes
8814,A350,7.27,5.48,2.55,6.94,Yes,Thunderstorm,6.6,Yes
8815,B737,4.14,1.42,5.67,7.66,No,Thunderstorm,0.99,No
8816,A350,6.54,9.19,7.55,9.39,Yes,Snow,6.11,Yes
8817,B787,4.47,5.11,0.95,6.2,No,Fog,5.73,Yes
8818,A320,6.51,3.83,8.67,8.26,No,Thunderstorm,9.59,No
8819,B737,1.09,3.52,4.35,7.98,Yes,Rain,2.59,No
8820,A350,8.02,3.01,5.01,3.11,No,Snow,2.94,No
8821,B787,5.85,5.17,5.3,6.51,No,Fog,8.03,No
8822,A350,2.74,9.28,9.53,1.95,Yes,Clear,0.75,Yes
8823,B787,6.45,7.27,7.74,2.14,Yes,Rain,5.87,No
8824,A320,0.81,4.84,9.13,7.03,Yes,Rain,6.58,Yes
8825,A350,4.36,2.81,7.41,6.68,No,Fog,9.48,No
8826,A380,3.64,3.96,7.46,9.23,No,Snow,0.76,No
8827,A380,2.79,8.97,8.57,1.75,No,Thunderstorm,2.26,No
8828,A320,0.6,8.52,2.48,7.67,No,Thunderstorm,9.71,No
8829,B737,3.82,4.13,8.35,9.28,Yes,Clear,4.43,Yes
8830,B737,8.74,1.12,6.17,9.85,Yes,Clear,7.33,Yes
8831,A380,0.21,2.84,8.41,6.4,Yes,Fog,8.43,Yes
8832,A350,9.07,1.96,2.54,0.17,No,Fog,7.83,No
8833,B737,7.46,2.55,1.02,4.42,Yes,Thunderstorm,0.12,Yes
8834,A320,2.9,3.5,3.25,2.27,Yes,Rain,9.14,No
8835,A320,3.75,4.91,6.07,3.61,Yes,Rain,7.51,Yes
8836,B737,5.21,8.12,4.07,9.4,Yes,Snow,7.27,No
8837,B737,1.45,9.87,8.06,3.87,Yes,Fog,3.38,Yes
8838,A380,2.28,7.24,2.52,1.42,Yes,Thunderstorm,0.74,No
