FlightID,AircraftType,RouteAdherence,LandingQuality,PerformanceRating,ErrorsDetected,WeatherConditions,AirTrafficControlIssues,PilotExperience,FlightDuration,AccidentOccurred
8892,A380,5.58,8.12,9.67,No,Thunderstorm,No,5.58,4.52,Yes
8893,B737,3.22,5.52,4.32,Yes,Thunderstorm,Yes,1.61,3.81,No
8894,B787,9.58,8.02,1.57,Yes,Fog,Yes,2.11,6.35,No
8895,A320,2.2,2.18,0.9,Yes,Thunderstorm,No,0.17,3.88,Yes
8896,A350,8.9,0.58,3.03,No,Thunderstorm,Yes,1.93,1.69,No
8897,A320,3.01,8.23,8.71,No,Snow,No,3.44,2.33,Yes
8898,B737,6.58,2.02,5.06,No,Rain,Yes,7.77,9.96,Yes
8899,A380,8.59,4.81,1.94,Yes,Snow,No,2.81,2.34,Yes
8900,A350,9.41,2.89,4.83,Yes,Rain,Yes,2.17,3.2,No
8901,B737,7.29,5.84,0.51,Yes,Rain,No,3.72,5.56,No
8902,A380,3.43,0.8,3.63,Yes,Snow,Yes,8.55,1.19,No
8903,B737,5.55,8.15,2.8,No,Clear,Yes,5.06,1.53,Yes
8904,A350,6.39,2.05,7.45,No,Thunderstorm,No,4.34,4.44,Yes
8905,A350,5.68,1.89,7.28,No,Clear,No,5.3,0.69,No
8906,B737,3.73,2.76,9.07,No,Thunderstorm,Yes,2.55,8.16,Yes
8907,A320,9.78,9.22,2.57,No,Clear,No,3.19,5.7,Yes
8908,B787,0.72,7.58,6.98,Yes,Thunderstorm,Yes,2.51,9.21,No
8909,A350,7.31,5.68,2.02,No,Fog,No,0.47,2.32,No
8910,B787,0.23,8.2,3.93,Yes,Clear,No,4.79,5.74,Yes
8911,A350,9.27,3.59,1.26,No,Rain,No,8.2,2.53,Yes
8912,A350,5.98,4.11,1.72,No,Rain,No,0.98,2.55,No
8913,A380,8.75,4.99,1.99,No,Snow,Yes,8.52,4.21,Yes
8914,A350,5.58,0.95,4.85,No,Rain,Yes,2.34,3.65,No
8915,B737,1.86,7.39,8.85,Yes,Clear,Yes,4.06,8.5,Yes
8916,B787,4.6,4.46,2.35,Yes,Rain,Yes,3.18,2.25,No
8917,B787,7.32,9.87,7.81,Yes,Clear,No,8.7,1.99,Yes
8918,B737,7.93,0.39,4.35,No,Clear,Yes,2.09,4.38,No
8919,A350,6.37,8.74,6.04,No,Clear,No,7.45,0.22,Yes
8920,A380,2.65,7.42,8.17,Yes,Rain,Yes,8.94,8.69,Yes
8921,B787,7.54,5.35,4.07,Yes,Rain,No,9.01,3.41,No
8922,A380,9.09,0.3,7.36,Yes,Thunderstorm,Yes,4.63,2.05,Yes
8923,A380,7.11,8.76,9.26,Yes,Snow,Yes,1.69,3.49,No
8924,A380,5.41,1.92,5.6,No,Thunderstorm,Yes,4.01,1.22,No
8925,B737,0.77,7.18,0.75,Yes,Clear,No,0.4,0.29,Yes
8926,A350,7.68,8.78,6.28,No,Clear,Yes,4.62,3.43,No
8927,B737,8.26,7.66,2.14,No,Clear,Yes,3.04,1.62,No
8928,A350,9.4,7.03,5.28,No,Rain,Yes,2.48,3.57,Yes
8929,B787,0.32,9.99,8.94,Yes,Clear,Yes,1.71,8.64,Yes
8930,A350,3.96,2.72,5.7,Yes,Rain,Yes,5.06,8.99,No
8931,A380,7.19,1.78,8.01,Yes,Thunderstorm,No,8.6,6.38,Yes
8932,B737,4.59,3.75,1.28,Yes,Thunderstorm,No,3.01,8.87,No
8933,A380,9.08,2.58,5.65,Yes,Thunderstorm,No,5.75,6.85,Yes
8934,A380,6.72,6.69,8.09,No,Clear,Yes,8.55,2.93,No
8935,B787,6.88,8.08,1.84,No,Clear,Yes,3.41,0.57,No
8936,B787,5.99,2.86,4.9,No,Thunderstorm,No,3.88,4.49,Yes
8937,B737,9.25,4.26,3.58,Yes,Fog,No,5.87,3.43,Yes
8938,A350,7.59,5.45,0.48,No,Snow,No,2.66,1.46,No
8939,B787,4.44,4.43,5.49,No,Snow,Yes,5.33,8.64,No
8940,A320,4.57,0.69,1.72,No,Thunderstorm,No,0.1,7.94,Yes
8941,B787,7.08,1.87,1.64,Yes,Thunderstorm,Yes,8.6,3.4,No
8942,A350,6.28,4.04,8.66,Yes,Fog,Yes,9.6,8.3,No
8943,B737,7.18,0.06,4.51,Yes,Clear,Yes,4.78,0.1,Yes
8944,B787,6.3,3.67,4.29,Yes,Rain,No,0.66,0.6,Yes
8945,A320,1.54,4.39,8.92,No,Fog,Yes,8.21,0.26,No
8946,A380,1.23,4.76,0.84,Yes,Snow,No,8.93,4.85,No
8947,A320,5.93,0.42,6.78,No,Clear,Yes,9.0,2.3,Yes
8948,A320,1.89,0.21,0.38,No,Clear,No,8.29,7.63,No
8949,B787,3.83,5.24,6.93,Yes,Clear,No,1.29,9.1,Yes
8950,B737,2.72,5.33,8.99,No,Clear,No,7.94,5.82,No
8951,A380,6.62,1.72,3.06,No,Fog,No,0.9,4.47,Yes
8952,A380,2.72,9.44,6.67,Yes,Thunderstorm,Yes,7.74,7.91,Yes
8953,A350,1.82,9.79,7.21,Yes,Snow,Yes,2.62,0.6,No
8954,B787,3.13,1.18,7.64,No,Clear,No,9.65,9.5,No
8955,A380,0.62,0.38,1.22,Yes,Clear,No,8.45,5.76,Yes
8956,A380,2.19,3.04,7.56,No,Rain,Yes,4.11,5.68,No
8957,A350,8.02,3.4,7.93,Yes,Clear,No,0.46,7.41,Yes
8958,B787,3.98,7.76,0.42,No,Rain,Yes,5.9,5.54,Yes
8959,A380,5.44,1.53,5.13,Yes,Clear,Yes,2.18,8.27,Yes
8960,B737,8.31,5.21,7.23,No,Rain,Yes,0.8,3.64,Yes
8961,A320,4.39,9.16,1.4,Yes,Snow,No,6.9,9.1,No
8962,B737,4.11,6.92,1.71,Yes,Thunderstorm,Yes,8.15,1.01,Yes
8963,A350,0.3,0.23,8.13,Yes,Thunderstorm,No,1.04,3.89,Yes
8964,A320,5.63,8.89,2.67,Yes,Fog,Yes,1.11,7.94,Yes
8965,A320,6.97,7.71,4.63,Yes,Thunderstorm,Yes,7.08,5.98,Yes
8966,A380,6.6,3.28,9.66,No,Snow,Yes,2.2,5.3,No
8967,A380,1.57,2.03,0.51,No,Thunderstorm,Yes,5.7,2.76,Yes
8968,A380,2.49,2.37,5.63,Yes,Thunderstorm,No,7.64,1.37,Yes
8969,A380,9.91,6.41,8.19,No,Fog,Yes,7.97,0.95,No
8970,A350,7.52,3.53,9.96,Yes,Snow,Yes,1.22,7.79,No
8971,B787,4.91,2.55,5.79,Yes,Clear,No,5.39,4.3,No
8972,A350,9.0,8.66,2.17,Yes,Clear,No,4.42,5.58,No
8973,A320,2.65,4.35,0.26,No,Rain,Yes,3.28,1.76,Yes
8974,A320,4.83,6.81,7.84,Yes,Rain,No,6.49,0.97,Yes
8975,B787,5.36,5.41,0.84,Yes,Clear,Yes,7.7,8.68,No
8976,A320,8.34,8.58,6.59,Yes,Fog,Yes,8.15,0.46,Yes
8977,B787,4.23,5.93,8.03,Yes,Clear,Yes,9.93,0.24,No
8978,A320,9.67,9.85,3.45,No,Snow,Yes,6.85,4.02,No
8979,B787,0.79,7.15,0.85,No,Thunderstorm,Yes,1.46,7.04,No
8980,B787,3.69,0.94,9.18,No,Snow,Yes,8.87,2.63,Yes
8981,A350,2.04,9.7,0.73,No,Thunderstorm,No,0.16,8.99,No
8982,A350,4.25,6.32,5.43,No,Snow,No,4.34,4.13,Yes
8983,B737,4.2,8.82,8.83,No,Clear,No,2.37,8.84,Yes
8984,A350,0.21,6.41,9.62,Yes,Fog,Yes,7.88,2.11,No
8985,A350,1.88,9.52,4.42,No,Clear,No,5.86,1.7,Yes
8986,B787,5.93,4.8,9.17,Yes,Rain,Yes,8.56,7.21,Yes
8987,B737,4.27,7.05,1.84,No,Fog,Yes,5.09,8.16,Yes
8988,A320,0.34,3.23,9.44,No,Snow,Yes,8.68,1.13,Yes
8989,A350,3.02,6.33,6.55,Yes,Clear,Yes,5.03,0.38,Yes
8990,B737,5.24,8.37,1.65,Yes,Thunderstorm,Yes,6.41,2.62,No
8991,A380,1.52,0.44,3.09,No,Thunderstorm,No,4.65,5.2,No
8992,A380,9.41,6.4,6.52,No,Clear,Yes,3.13,8.86,Yes
8993,B787,5.67,8.14,7.04,No,Thunderstorm,No,4.38,7.97,No
8994,A320,0.2,7.35,8.28,No,Thunderstorm,No,3.15,4.76,Yes
8995,A350,3.4,2.87,3.61,No,Clear,No,0.3,5.21,Yes
8996,B737,9.23,6.94,4.32,Yes,Rain,Yes,3.74,9.34,Yes
8997,B737,7.81,5.41,3.73,No,Snow,No,9.06,2.11,Yes
8998,A320,5.63,7.3,3.25,No,Rain,No,7.94,7.16,Yes
8999,B787,4.71,7.06,7.78,No,Snow,No,4.72,4.2,No
9000,A350,9.68,1.38,3.28,No,Clear,No,6.07,7.2,Yes
9001,A350,7.86,9.14,1.81,Yes,Snow,Yes,5.29,6.57,Yes
9002,B737,5.05,4.7,9.04,No,Rain,No,0.78,5.09,Yes
9003,A320,6.98,3.33,2.41,Yes,Fog,No,4.99,5.26,No
9004,A380,4.49,4.3,0.49,Yes,Snow,Yes,5.99,5.46,Yes
9005,A350,7.35,6.28,2.02,Yes,Rain,No,3.12,0.06,Yes
9006,B737,2.45,0.69,9.02,Yes,Snow,No,2.66,4.12,Yes
9007,B737,4.79,7.94,8.66,No,Thunderstorm,Yes,4.78,4.75,No
9008,B787,7.04,2.81,9.01,Yes,Fog,No,9.77,5.43,Yes
9009,B737,4.85,4.38,9.28,Yes,Clear,Yes,9.17,6.91,Yes
9010,B737,3.98,8.79,4.15,No,Thunderstorm,No,6.86,0.76,No
9011,B787,9.44,7.85,6.97,No,Rain,No,5.18,7.49,Yes
9012,B787,3.11,4.77,9.35,Yes,Fog,Yes,5.09,1.39,No
9013,B787,0.41,7.55,3.11,Yes,Rain,No,5.12,4.82,No
9014,A320,7.93,8.45,3.9,Yes,Rain,No,6.76,3.83,Yes
9015,A380,9.42,4.63,1.17,No,Clear,Yes,9.37,6.13,Yes
9016,A350,1.92,6.34,3.86,Yes,Rain,Yes,3.69,9.29,No
9017,A350,5.12,8.77,4.19,No,Snow,Yes,3.94,4.23,No
9018,B737,7.03,9.43,3.92,Yes,Thunderstorm,Yes,5.37,8.18,Yes
9019,A380,5.44,2.16,4.59,Yes,Snow,Yes,8.76,4.47,No
9020,A380,3.16,6.75,1.74,No,Clear,No,5.26,2.34,No
9021,A380,0.25,7.84,1.45,No,Fog,Yes,4.82,1.31,No
9022,B737,4.38,4.67,0.23,Yes,Rain,No,0.63,6.77,Yes
9023,A380,0.78,3.74,2.04,Yes,Snow,Yes,2.14,9.53,No
9024,B737,1.49,2.31,7.79,Yes,Thunderstorm,No,4.13,5.43,Yes
9025,A380,3.68,8.7,7.6,No,Snow,No,2.69,2.33,Yes
9026,B737,9.07,2.16,0.62,Yes,Clear,No,3.97,7.44,Yes
9027,A380,5.9,5.14,1.83,No,Rain,Yes,2.32,3.42,Yes
9028,A380,8.81,6.18,3.25,No,Snow,No,7.03,5.51,No
9029,A380,7.36,7.41,0.19,No,Rain,Yes,9.37,5.74,Yes
9030,B787,5.88,9.33,3.16,No,Clear,No,0.67,6.11,Yes
9031,A380,0.31,0.54,1.87,No,Fog,Yes,3.4,6.03,Yes
9032,A320,6.94,0.73,5.73,No,Fog,No,2.99,5.82,No
9033,B787,1.64,4.4,2.14,No,Snow,Yes,2.13,5.16,Yes
9034,B787,5.21,8.34,4.51,No,Thunderstorm,No,7.43,1.12,No
9035,A380,6.56,8.61,1.37,No,Snow,Yes,5.7,2.95,Yes
9036,A320,3.39,3.99,8.68,No,Snow,Yes,2.26,7.95,No
9037,B737,0.41,2.48,8.23,No,Fog,Yes,1.71,4.31,Yes
9038,A380,4.34,0.77,4.6,Yes,Thunderstorm,Yes,2.97,8.73,Yes
9039,B737,2.86,3.96,8.3,Yes,Thunderstorm,No,8.84,3.71,No
9040,B787,1.69,0.23,7.48,Yes,Clear,No,1.64,0.76,Yes
9041,B737,6.42,4.06,0.0,No,Thunderstorm,No,5.68,0.07,No
9042,A320,7.76,2.62,2.65,Yes,Snow,Yes,3.73,4.9,No
9043,A350,2.47,8.28,9.34,No,Rain,Yes,5.33,5.62,No
9044,B787,9.59,9.83,3.43,No,Fog,No,8.12,0.4,No
9045,B737,5.27,0.43,5.15,Yes,Fog,No,5.91,0.74,No
9046,A350,2.07,5.27,2.71,No,Fog,No,6.53,4.85,No
9047,A380,0.25,8.01,3.77,No,Rain,No,8.41,1.04,No
9048,A380,9.5,0.13,6.2,Yes,Thunderstorm,No,3.45,2.33,Yes
9049,B787,9.9,4.91,3.53,No,Clear,Yes,9.29,2.41,No
9050,B737,9.01,3.64,9.35,Yes,Snow,Yes,0.63,6.13,No
9051,A320,4.9,2.66,6.99,No,Thunderstorm,No,7.33,7.39,Yes
9052,A380,5.11,7.43,9.09,Yes,Snow,No,4.24,6.47,No
9053,B737,3.57,2.2,5.03,Yes,Clear,No,3.69,4.64,No
9054,A320,5.32,9.48,3.99,No,Thunderstorm,Yes,8.55,9.03,No
9055,A380,8.97,5.7,9.3,Yes,Thunderstorm,Yes,0.32,2.57,No
9056,B787,8.71,3.7,7.06,No,Thunderstorm,No,7.17,4.66,Yes
9057,A320,0.42,3.96,4.17,No,Clear,No,9.8,7.32,Yes
9058,B787,3.81,3.11,8.91,No,Thunderstorm,No,9.78,9.7,Yes
9059,B787,6.19,6.98,0.59,No,Fog,Yes,4.46,0.96,Yes
9060,B787,4.44,2.86,8.77,Yes,Clear,No,4.07,7.24,No
9061,A350,8.86,5.09,0.9,No,Clear,No,1.35,8.06,Yes
9062,A320,4.83,6.43,4.21,Yes,Fog,No,3.28,0.87,No
9063,A350,8.32,7.54,6.12,Yes,Thunderstorm,Yes,3.35,2.44,No
9064,A320,2.86,2.42,7.4,Yes,Thunderstorm,No,2.23,1.29,Yes
9065,A350,5.83,3.86,9.52,Yes,Snow,No,8.02,8.4,Yes
9066,A320,6.98,0.99,2.44,Yes,Thunderstorm,Yes,4.0,8.64,Yes
9067,B787,8.01,7.28,1.71,Yes,Clear,No,6.54,6.32,No
9068,A350,7.17,4.16,4.0,No,Clear,No,1.65,1.6,Yes
9069,A380,3.25,2.19,2.58,Yes,Fog,No,9.17,0.54,Yes
9070,B787,10.0,6.1,6.25,No,Snow,Yes,3.56,6.72,No
9071,A380,4.16,5.63,2.13,No,Fog,Yes,1.97,9.17,Yes
9072,B737,7.16,8.46,9.93,No,Snow,No,1.46,1.62,No
9073,B737,4.43,9.71,2.44,No,Thunderstorm,Yes,5.65,6.21,Yes
9074,A320,0.79,4.32,1.31,Yes,Rain,No,5.76,3.16,Yes
9075,B787,7.12,2.47,1.47,Yes,Clear,Yes,1.43,3.49,No
9076,B737,1.88,3.13,5.48,No,Clear,No,5.46,3.54,Yes
9077,A350,9.57,4.53,1.67,Yes,Clear,Yes,4.14,4.41,No
9078,B737,2.24,3.81,1.32,No,Clear,Yes,5.12,3.43,No
9079,B787,9.04,3.61,5.63,Yes,Thunderstorm,Yes,1.0,6.89,Yes
9080,B787,8.42,3.82,7.54,No,Rain,No,8.25,9.96,Yes
9081,A320,4.94,9.93,1.59,Yes,Snow,Yes,9.58,9.84,No
9082,A350,8.29,8.89,0.24,Yes,Clear,Yes,0.62,1.07,Yes
9083,A380,1.23,7.53,6.39,Yes,Thunderstorm,Yes,3.04,6.62,No
9084,B787,1.28,5.89,0.8,Yes,Fog,Yes,6.12,3.14,Yes
9085,B737,9.17,2.63,6.95,Yes,Clear,No,2.55,8.93,Yes
9086,A380,3.3,4.41,5.55,Yes,Thunderstorm,No,3.04,4.92,Yes
9087,B787,9.37,1.37,3.8,No,Clear,Yes,4.94,2.75,No
9088,A350,3.6,9.17,8.43,Yes,Fog,Yes,9.42,1.08,Yes
9089,B787,0.14,2.45,6.22,No,Fog,Yes,9.74,8.06,No
9090,B787,5.54,5.45,2.24,Yes,Clear,Yes,6.95,3.99,No
9091,A320,7.79,2.79,0.18,No,Clear,No,9.77,5.8,Yes
9092,A320,2.52,8.07,4.06,No,Fog,No,8.64,7.01,Yes
9093,B737,3.81,7.5,0.82,No,Snow,No,7.35,2.14,Yes
9094,B787,2.35,1.84,2.89,No,Thunderstorm,No,8.06,7.26,Yes
9095,B737,0.1,5.17,2.07,Yes,Thunderstorm,Yes,8.77,1.54,Yes
9096,A320,2.79,8.37,4.76,No,Thunderstorm,No,0.39,1.14,No
9097,A320,5.83,2.25,9.92,Yes,Snow,Yes,9.67,4.3,No
9098,A350,0.36,2.39,0.08,No,Clear,Yes,9.07,2.16,Yes
9099,A380,8.67,2.28,6.32,No,Fog,No,1.02,4.21,No
9100,A320,4.68,8.36,0.11,No,Fog,No,5.77,6.47,Yes
9101,A350,6.47,9.4,1.48,No,Thunderstorm,No,8.15,0.85,No
9102,B737,3.65,1.01,0.33,No,Clear,Yes,3.55,2.86,No
9103,B737,2.0,8.07,4.72,No,Fog,No,3.97,7.14,Yes
9104,A320,3.24,6.81,6.48,No,Snow,Yes,2.52,1.45,No
9105,A320,9.6,2.58,1.62,Yes,Rain,No,9.71,4.02,Yes
9106,A350,2.36,3.67,3.1,No,Fog,No,8.61,1.98,Yes
9107,A350,7.24,6.0,6.48,No,Clear,No,6.74,3.34,No
9108,B737,8.89,7.66,1.29,No,Clear,No,0.54,4.6,No
9109,B787,1.58,0.63,3.93,No,Thunderstorm,Yes,3.63,7.06,No
9110,A380,7.11,2.07,3.72,Yes,Clear,No,6.41,2.77,Yes
9111,A350,9.42,7.22,0.99,No,Clear,Yes,8.39,7.93,No
9112,A380,3.64,5.51,1.52,Yes,Fog,No,4.82,0.01,Yes
9113,B737,1.73,6.27,8.09,Yes,Clear,No,5.68,7.3,No
9114,A350,5.24,4.77,4.44,Yes,Fog,No,4.18,3.68,Yes
9115,A380,7.86,3.01,4.76,No,Fog,Yes,5.12,9.9,Yes
9116,B787,6.88,6.99,6.06,No,Thunderstorm,No,0.51,0.94,No
9117,A320,5.32,3.15,0.4,Yes,Snow,Yes,4.37,8.42,Yes
9118,B737,6.93,6.41,5.19,No,Rain,No,0.62,7.86,No
9119,B787,1.26,9.76,0.68,Yes,Snow,No,5.41,1.54,Yes
9120,A320,6.2,1.7,0.14,No,Thunderstorm,No,0.94,9.09,No
9121,A380,8.2,0.27,4.09,Yes,Clear,Yes,1.6,8.9,Yes
9122,B737,9.55,2.66,1.36,Yes,Fog,Yes,8.04,5.91,No
9123,A320,3.41,4.72,8.79,Yes,Rain,No,8.62,4.11,Yes
9124,A350,9.73,5.36,1.56,Yes,Thunderstorm,No,5.52,1.79,No
9125,B737,6.55,7.41,3.37,Yes,Snow,No,8.66,5.5,Yes
9126,B787,6.47,1.78,4.18,Yes,Thunderstorm,Yes,5.66,5.98,Yes
9127,A380,2.14,5.18,5.2,No,Clear,No,8.05,4.62,No
9128,A380,6.21,1.83,8.37,No,Fog,No,9.12,7.75,No
9129,A380,7.44,0.11,8.52,No,Rain,Yes,8.66,4.18,No
9130,A350,4.62,0.99,8.21,Yes,Rain,Yes,8.85,2.1,Yes
9131,A380,5.43,7.67,1.82,Yes,Clear,Yes,2.39,8.72,Yes
9132,B787,2.2,3.65,3.72,No,Rain,No,4.1,2.49,Yes
9133,A350,6.95,5.89,0.5,Yes,Fog,No,5.75,6.38,Yes
9134,A380,9.4,6.87,1.19,No,Thunderstorm,Yes,2.63,1.8,No
9135,B787,6.61,4.72,2.58,No,Rain,Yes,5.73,0.54,No
9136,B737,7.35,1.49,8.9,No,Fog,No,0.09,4.65,No
9137,A350,2.35,7.54,0.01,Yes,Clear,No,9.96,3.05,No
9138,A350,8.36,4.66,4.41,Yes,Rain,Yes,0.04,6.8,No
9139,B737,7.53,2.1,3.22,No,Fog,Yes,1.42,8.87,No
9140,B787,0.65,5.82,8.56,Yes,Rain,Yes,9.22,1.0,Yes
9141,B737,9.15,7.39,9.66,No,Thunderstorm,Yes,6.04,0.03,Yes
9142,B737,3.11,5.78,5.42,Yes,Snow,Yes,9.1,3.55,Yes
9143,B737,7.87,9.77,9.32,Yes,Clear,No,9.76,5.32,No
9144,A320,9.96,2.45,1.6,Yes,Fog,No,7.82,3.42,Yes
9145,A350,9.51,2.13,3.95,Yes,Snow,No,4.93,0.58,Yes
9146,B787,8.49,1.2,4.82,No,Fog,Yes,8.81,9.26,Yes
9147,A380,3.94,7.99,2.37,Yes,Snow,No,2.89,4.63,Yes
9148,A350,8.77,9.76,2.42,No,Thunderstorm,No,3.08,5.53,No
9149,A380,9.42,8.88,7.99,No,Thunderstorm,No,1.85,2.82,No
9150,A350,9.52,2.44,6.91,No,Thunderstorm,Yes,5.95,3.49,No
9151,B737,2.36,2.43,3.5,Yes,Fog,No,3.34,9.64,Yes
9152,A350,6.75,3.74,5.05,No,Rain,Yes,5.92,1.97,No
9153,A350,4.27,6.67,9.41,No,Clear,Yes,6.33,9.85,Yes
9154,A350,3.76,3.34,0.87,No,Fog,No,5.23,5.98,No
9155,A380,2.62,8.26,8.15,No,Fog,Yes,1.48,7.76,No
9156,B787,8.61,8.26,9.27,No,Snow,No,9.2,7.88,No
9157,A350,7.54,5.04,2.66,Yes,Rain,Yes,7.73,2.69,No
9158,A380,1.16,1.4,2.35,Yes,Rain,Yes,1.15,5.57,No
9159,A320,9.98,4.55,5.42,Yes,Fog,Yes,9.06,8.93,Yes
9160,A380,2.39,9.72,8.4,Yes,Fog,Yes,7.42,7.45,Yes
9161,B737,7.1,9.69,9.71,Yes,Fog,Yes,2.97,7.86,Yes
9162,A350,8.33,3.61,5.97,Yes,Rain,No,2.03,2.62,No
9163,A350,4.98,5.17,9.68,Yes,Snow,Yes,5.14,7.61,No
9164,B737,2.3,7.13,7.88,Yes,Clear,Yes,2.07,8.06,Yes
9165,B737,8.64,7.61,2.59,No,Thunderstorm,Yes,8.53,7.58,No
9166,A320,0.61,9.23,0.74,Yes,Clear,Yes,6.2,8.1,Yes
9167,A350,7.24,1.19,2.54,No,Rain,Yes,5.83,2.78,No
9168,B737,3.25,7.64,2.58,No,Rain,No,9.29,5.54,No
9169,B787,7.01,4.96,2.3,No,Snow,Yes,2.05,6.78,No
9170,B737,7.05,6.41,3.33,No,Clear,No,3.2,8.19,No
9171,A380,2.39,2.43,9.45,No,Fog,Yes,7.66,7.62,No
9172,A320,2.18,4.75,1.58,Yes,Rain,No,4.41,4.1,No
9173,A350,5.99,6.68,6.12,No,Fog,No,7.7,1.87,Yes
9174,A380,0.28,7.99,4.39,Yes,Thunderstorm,Yes,8.21,3.18,No
9175,B737,3.09,3.48,9.6,No,Snow,No,9.24,2.58,No
9176,B787,0.21,1.32,0.71,Yes,Snow,Yes,5.15,4.75,No
9177,B737,9.35,0.35,5.15,No,Snow,No,2.24,9.13,Yes
9178,A320,7.45,2.04,3.65,Yes,Rain,Yes,6.05,2.49,Yes
9179,B737,4.15,8.15,2.34,Yes,Thunderstorm,Yes,2.76,7.96,No
9180,A380,5.75,8.57,2.61,No,Fog,Yes,0.05,6.89,No
9181,A350,3.15,9.86,3.75,No,Snow,Yes,8.75,6.44,No
9182,B787,0.5,6.05,1.57,Yes,Rain,Yes,8.42,9.48,Yes
9183,B737,7.84,3.83,7.06,Yes,Rain,Yes,1.77,2.09,No
9184,B787,7.89,6.57,4.23,Yes,Thunderstorm,No,9.84,1.34,Yes
9185,A350,4.15,9.38,5.81,Yes,Clear,Yes,9.23,6.57,Yes
9186,A320,2.46,0.65,0.16,No,Fog,Yes,9.95,0.43,Yes
9187,B787,5.02,7.18,8.5,No,Clear,Yes,2.11,2.51,Yes
9188,A380,7.4,7.61,1.05,No,Rain,Yes,2.54,0.01,No
9189,A380,8.09,3.8,7.6,Yes,Snow,Yes,0.28,1.94,Yes
9190,B737,3.3,6.34,4.06,No,Clear,No,1.24,3.73,Yes
9191,A350,0.57,6.66,7.14,Yes,Snow,No,6.56,4.55,Yes
9192,A320,6.53,2.03,8.77,Yes,Snow,No,6.93,5.35,No
9193,B737,0.0,0.8,6.61,No,Fog,No,8.63,8.64,No
9194,A350,8.02,9.98,9.4,No,Fog,Yes,1.15,3.93,Yes
9195,B787,7.62,9.38,9.84,No,Thunderstorm,No,4.83,0.63,No
9196,A320,7.42,4.45,4.2,No,Clear,Yes,9.35,8.76,No
9197,A350,4.4,1.87,6.57,Yes,Rain,No,2.76,8.5,Yes
9198,A350,9.4,1.99,6.85,No,Thunderstorm,No,2.72,8.38,No
9199,A380,6.08,4.43,7.79,No,Clear,No,7.85,2.3,Yes
9200,A380,5.13,4.89,3.66,No,Fog,Yes,2.68,7.87,Yes
9201,B737,3.95,9.27,5.27,No,Clear,No,6.32,3.66,No
9202,B737,8.14,1.24,3.26,No,Snow,No,5.61,4.16,No
9203,A350,1.11,2.96,2.22,No,Clear,No,2.65,7.63,Yes
9204,A380,3.58,9.5,1.24,Yes,Fog,No,3.3,0.1,Yes
9205,B737,6.91,5.76,1.87,No,Clear,Yes,9.36,0.99,Yes
9206,A380,1.75,0.99,5.83,No,Snow,No,9.05,3.12,Yes
9207,A380,1.01,1.1,4.52,Yes,Thunderstorm,No,2.88,9.75,Yes
9208,A350,3.39,2.72,8.44,No,Clear,Yes,7.65,3.96,Yes
9209,B737,7.3,0.71,6.63,No,Fog,Yes,8.37,9.54,No
9210,B787,3.99,0.82,3.18,No,Rain,Yes,1.03,4.04,Yes
9211,B737,4.45,1.27,7.71,Yes,Rain,Yes,4.41,6.13,Yes
9212,B737,3.32,0.8,5.94,Yes,Clear,No,7.87,4.43,Yes
9213,B737,0.71,7.44,9.79,Yes,Thunderstorm,Yes,7.94,6.62,Yes
9214,B787,2.49,2.99,7.54,No,Thunderstorm,No,1.75,1.14,Yes
9215,A350,9.15,7.53,2.77,No,Clear,Yes,4.06,7.02,No
9216,B787,4.88,6.49,2.08,Yes,Thunderstorm,No,6.76,7.0,No
9217,B787,6.17,0.02,0.04,No,Thunderstorm,No,8.82,2.83,Yes
9218,B787,0.39,6.91,2.91,No,Thunderstorm,Yes,4.58,8.65,No
9219,B737,6.76,9.1,2.52,No,Clear,No,3.32,8.16,No
9220,A350,3.8,5.05,3.65,No,Snow,Yes,5.26,9.84,No
9221,B787,5.36,6.96,6.33,Yes,Thunderstorm,No,7.8,1.39,No
9222,B787,0.33,4.31,2.94,No,Clear,No,7.41,3.54,Yes
9223,B737,9.96,2.78,3.53,No,Thunderstorm,No,8.14,7.45,Yes
9224,A320,5.09,0.54,8.85,No,Rain,Yes,5.26,9.53,Yes
9225,B737,3.94,4.83,9.27,No,Clear,Yes,0.88,7.89,No
9226,A350,3.74,8.6,2.56,Yes,Fog,Yes,0.78,8.22,Yes
9227,B737,2.23,6.03,5.46,Yes,Snow,No,5.4,4.19,No
9228,B787,8.28,9.68,0.64,Yes,Fog,Yes,4.82,9.54,Yes
9229,B737,2.73,1.72,2.43,Yes,Thunderstorm,Yes,7.43,1.52,No
9230,B737,3.15,1.39,8.38,Yes,Rain,Yes,3.52,1.61,Yes
9231,B787,3.63,7.19,8.25,No,Fog,Yes,6.13,4.72,No
9232,B737,9.94,7.88,1.85,No,Clear,No,4.7,5.29,Yes
9233,A380,7.08,1.1,6.84,No,Clear,Yes,0.03,7.92,Yes
9234,A320,6.61,7.97,9.39,No,Thunderstorm,No,0.95,8.67,Yes
9235,A380,5.03,9.25,8.05,Yes,Thunderstorm,Yes,0.66,1.29,No
9236,B737,8.81,4.47,2.74,Yes,Thunderstorm,No,6.52,6.6,No
9237,A380,5.02,1.43,2.31,No,Thunderstorm,Yes,3.2,4.16,Yes
9238,A380,0.02,9.32,1.73,Yes,Fog,Yes,6.92,4.8,Yes
9239,A350,6.37,8.85,6.46,Yes,Fog,No,7.54,5.98,Yes
