Aircraft_ID,Aircraft_Age,Total_Flight_Hours,Total_Cycles,Days_Since_Last_Maintenance,Last_Maintenance_Type,Unresolved_Issues,Total_Logged_Issues,Pressurization_Cycles,Wear_Tear_Score,Environmental_Exposure,Maintenance_Priority,Engine_Type,Structural_Integrity_Score,Operational_Region,Maintenance_Cost_Per_Hour,Overall_Aircraft_Usage,Aircraft_Rating
AC-0529,22,23854.09699692031,1771,245,Major Overhaul,7,17,1201,0.5741354494453721,4,Low,Turboprop,0.9509191582208356,Asia,2520,14.39,1.24
AC-0530,19,31332.67502303576,17300,151,Routine Check,10,46,8613,0.15138917060065873,2,Low,Turbofan,0.5636860180166805,Asia,1605,2.75,1.42
AC-0531,25,12727.402190791427,9770,111,Component Replacement,8,32,7325,0.19948884967772246,2,Low,Turbofan,0.9118621430684937,Africa,2379,2.39,3.3
AC-0532,26,41601.36953448242,12093,47,Routine Check,7,36,8367,0.29745045027662165,1,Low,Turbofan,0.704919239054797,North America,2651,4.48,3.37
AC-0533,30,33978.88538760342,14803,63,Routine Check,3,33,4764,0.5179152248939275,5,Medium,Turbofan,0.9954006779729689,Asia,2934,3.17,3.77
AC-0534,29,22934.32831568671,1193,225,Routine Check,0,19,8468,0.48992583907812515,5,High,Turbofan,0.7361404821644005,North America,2912,20.17,1.79
AC-0535,22,17891.280695887588,3007,69,Major Overhaul,3,34,8646,0.819722675802512,5,Low,Turbofan,0.7769180412511103,North America,2500,6.94,2.26
AC-0536,26,18308.78918887357,18569,299,Inspection,8,49,8276,0.765527188495702,1,Low,Piston,0.7648874576283993,Europe,2504,1.95,1.0
AC-0537,26,25742.062138001555,19778,290,Component Replacement,1,17,9058,0.4836864645916312,3,Low,Turboprop,0.6608685149291389,South America,2198,2.17,1.0
AC-0538,22,22705.973972696476,12190,296,Routine Check,2,45,9219,0.400333786818067,3,High,Turbofan,0.537511044446459,Africa,1945,3.03,1.0
AC-0539,17,34505.02755282625,10984,203,Inspection,9,23,5386,0.3848219056553488,4,Medium,Turbofan,0.9478256152009592,North America,1544,4.25,2.05
AC-0540,20,21570.24171697371,10302,61,Inspection,7,7,4435,0.796595578564608,3,Medium,Turbofan,0.9013379062631435,Africa,1667,3.09,2.2
AC-0541,10,30055.018106114912,8429,161,Major Overhaul,5,29,5119,0.14686516559914278,3,Medium,Turboprop,0.5697633902798347,Europe,1376,4.64,2.65
AC-0542,6,24710.7511582513,3261,16,Component Replacement,7,43,5691,0.11153948455954525,5,High,Turbofan,0.8883841356750364,Asia,1288,8.74,3.98
AC-0543,15,27696.693573970708,7716,94,Major Overhaul,6,9,7375,0.8159899527339832,2,Low,Turbofan,0.812923333025305,Oceania,2000,4.44,1.31
AC-0544,22,22699.435644036173,9921,138,Inspection,4,22,8356,0.5294317383901443,3,Low,Turboprop,0.7045718939588111,North America,1961,3.19,1.53
AC-0545,11,32077.155412496206,5378,38,Inspection,8,48,5901,0.21779302469821837,3,High,Turbofan,0.6270105745477814,South America,1531,6.98,2.81
AC-0546,28,32225.40080290077,8815,127,Inspection,3,10,3522,0.31200934113505113,1,Medium,Turbofan,0.9298643917511162,Oceania,2143,4.78,3.01
AC-0547,5,29599.290258221445,14778,275,Major Overhaul,5,1,6238,0.9392535577876443,4,Medium,Turbofan,0.8500941296470266,Europe,1330,2.82,1.0
AC-0548,1,31075.143271495042,13728,164,Component Replacement,1,25,6484,0.8735526780624082,1,Medium,Turbofan,0.7738699547345684,Africa,1156,3.46,1.0
AC-0549,8,15556.312224569474,11332,77,Routine Check,1,35,2270,0.7388065452015753,5,Low,Turbofan,0.804784266949232,Asia,1488,2.35,2.57
AC-0550,21,28232.457629089793,10836,174,Major Overhaul,1,32,9489,0.5340027073035939,2,Medium,Turbofan,0.5455330910410905,Africa,1720,3.55,1.39
AC-0551,28,37492.01767487534,3800,91,Inspection,9,46,3715,0.5682912635722471,4,Medium,Turbofan,0.7369598804555959,South America,2412,10.78,1.45
AC-0552,12,29914.045670194973,9333,238,Major Overhaul,6,12,7194,0.9777200817555627,1,Low,Turbofan,0.596850146392851,North America,1505,4.07,1.0
AC-0553,12,14692.824971984768,6410,264,Inspection,1,39,3476,0.9691933994958584,3,Medium,Turboprop,0.6041918395044127,South America,1673,3.41,1.0
AC-0554,5,24502.334903509152,18839,179,Routine Check,1,24,4237,0.29374214120725084,3,High,Turbofan,0.8306519811434334,Africa,1000,2.48,2.98
AC-0555,7,28749.77938339709,6808,209,Routine Check,8,3,1252,0.8299941096747863,4,Low,Turbofan,0.955628075917144,Africa,1003,5.19,1.0
AC-0556,4,17426.004831016908,7796,73,Component Replacement,6,41,1892,0.2775183995503151,3,Low,Turboprop,0.7018783052391733,Oceania,1485,3.42,3.3
AC-0557,6,11417.288032766473,11288,107,Inspection,10,18,7289,0.29218373009555626,1,Low,Turboprop,0.6038746365060952,South America,1000,2.14,2.33
AC-0558,13,21839.02131563473,18709,295,Component Replacement,2,17,1177,0.7084837307481191,1,Medium,Turboprop,0.824373468618327,South America,1798,2.16,1.0
AC-0559,20,17591.675920322974,18543,284,Component Replacement,2,36,605,0.46450098872879353,3,Low,Turbofan,0.9355935231751589,South America,1500,2.02,1.78
AC-0560,30,24857.109686100313,5650,182,Routine Check,6,29,5253,0.9383899663958681,3,Medium,Turbofan,0.8741594005612454,Asia,2746,5.37,1.0
AC-0561,15,9085.953525037115,5987,37,Major Overhaul,4,18,2446,0.18010876140640797,5,High,Turboprop,0.9343786152682936,Africa,2154,2.54,4.89
AC-0562,3,30647.01062536156,16200,137,Major Overhaul,9,22,6044,0.5603730767285438,2,Low,Turboprop,0.7682773355053997,Europe,1417,2.72,1.0
AC-0563,23,18653.94964706643,5697,56,Component Replacement,5,15,1595,0.9266693773988091,4,High,Turbofan,0.8759381221845954,Asia,2056,4.35,2.25
AC-0564,8,34957.52236681356,17724,187,Routine Check,7,0,7485,0.9137022944315546,1,High,Piston,0.5700322796794682,Asia,1006,2.79,1.0
AC-0565,20,22231.01160203622,4828,258,Inspection,8,11,2282,0.2408762920741671,4,Low,Turbofan,0.6741373076815957,Asia,1672,5.73,1.22
AC-0566,16,24746.109536155127,19352,58,Major Overhaul,0,23,5041,0.42997393008681084,5,Low,Piston,0.6947745822407612,Oceania,1805,2.41,2.84
AC-0567,13,23269.651213030822,18087,123,Component Replacement,2,33,3757,0.6572092600420266,1,High,Turboprop,0.7556478731230173,Europe,1279,2.18,1.76
AC-0568,18,18118.403098997274,13605,188,Major Overhaul,10,7,6713,0.24345539629426197,5,High,Turboprop,0.9645381801284119,South America,1797,2.26,2.05
AC-0569,28,49722.7946227266,6482,230,Major Overhaul,6,17,5369,0.9712199548411649,5,Low,Piston,0.9371482801110871,Oceania,2193,8.66,1.0
AC-0570,10,20041.33821992715,19184,168,Inspection,5,47,2061,0.9232743958548943,3,Low,Turboprop,0.5672627461445923,Africa,1551,2.08,1.0
AC-0571,30,35235.215224656604,6463,114,Routine Check,6,4,4506,0.2502551611310223,4,Low,Turbofan,0.5863948259412316,North America,2446,6.37,2.57
AC-0572,19,14063.71053936605,14860,252,Inspection,7,25,9814,0.2090399151348869,4,High,Turbofan,0.6788202747944556,Oceania,2299,1.98,1.0
AC-0573,17,28721.31391093161,5912,107,Routine Check,5,29,4481,0.17686763452743876,3,Low,Turbofan,0.6453719329453369,North America,1365,5.78,2.65
AC-0574,24,29788.721639318355,5648,37,Major Overhaul,2,12,9993,0.918499297632968,4,Medium,Turbofan,0.8073854765781312,Africa,2338,6.1,1.77
AC-0575,19,24758.230229018704,1855,92,Component Replacement,1,18,6182,0.27426142881591475,3,High,Turboprop,0.9513880238822725,Europe,2334,14.15,4.1
AC-0576,28,19289.95280360427,3866,18,Inspection,6,28,6282,0.4746564356899192,1,Low,Turbofan,0.9811457708362934,North America,2248,5.83,3.49
AC-0577,26,22366.78097386036,12834,63,Routine Check,10,2,1443,0.5039662290868028,5,Medium,Turbofan,0.8268014762676132,Asia,2002,2.86,2.1
AC-0578,23,20967.104980268796,17294,150,Major Overhaul,0,25,5050,0.6391099397922108,5,Low,Turbofan,0.9190796007005433,Oceania,1783,2.4,2.33
AC-0579,26,49020.26281835456,17566,139,Routine Check,2,39,9637,0.16456180937268247,4,High,Turboprop,0.7626011001153985,North America,2570,3.76,3.36
AC-0580,5,24773.969105551805,4112,186,Routine Check,10,11,1100,0.3040827556604644,2,Low,Turbofan,0.6041634734300199,Africa,1275,7.03,1.0
AC-0581,26,30248.887786639505,5492,185,Routine Check,3,1,6876,0.9383413482270334,5,Medium,Turbofan,0.7623442060467387,Asia,2307,6.37,1.0
AC-0582,21,42816.25090425367,16114,205,Major Overhaul,0,10,2024,0.9175690965417126,3,Medium,Turbofan,0.7775413007188255,North America,1615,3.68,1.0
AC-0583,30,16236.813320258187,2517,260,Component Replacement,4,43,4266,0.8031615826651229,2,Low,Turboprop,0.8712287821067783,Africa,2479,7.31,1.0
AC-0584,23,25376.602331679376,17018,214,Component Replacement,9,27,750,0.11746112105639389,2,Low,Turbofan,0.6099414948536745,Europe,2512,2.54,1.33
AC-0585,9,22308.13868318611,18740,256,Component Replacement,2,17,578,0.3943060916464919,5,Low,Turboprop,0.6841551910433659,Africa,1408,2.36,1.21
AC-0586,12,24138.61554516636,12431,135,Routine Check,1,12,3623,0.6651628618086171,5,Low,Turbofan,0.6820137346072832,Europe,1441,2.82,1.34
AC-0587,21,23209.880328825144,9210,61,Major Overhaul,2,36,9589,0.34767119059612817,5,High,Turbofan,0.9797197978705825,Asia,2256,3.63,4.08
AC-0588,1,17681.229143697827,12595,88,Routine Check,7,21,7564,0.9186280255483996,3,High,Piston,0.7219724801633595,Africa,1175,2.21,1.0
AC-0589,26,26954.10284996633,13871,207,Component Replacement,5,11,8917,0.6705005156491977,2,Low,Turbofan,0.8775469836490732,South America,1958,2.89,1.0
AC-0590,26,14373.672225838985,13743,129,Component Replacement,6,1,1709,0.16471604558480105,4,Medium,Turbofan,0.8754056906872195,Oceania,1960,1.89,3.21
AC-0591,1,34888.827373090186,10324,3,Major Overhaul,5,36,5653,0.9181050299521327,3,Medium,Turbofan,0.6327720924016207,South America,1000,4.32,1.51
AC-0592,15,31233.098066546037,12531,242,Routine Check,5,6,5398,0.9619899923586003,1,High,Turbofan,0.785934844685866,South America,2233,3.36,1.0
AC-0593,2,20065.371836359842,7588,121,Inspection,2,25,2678,0.16994117655255295,5,Low,Turbofan,0.947151446659324,South America,1496,3.59,4.11
AC-0594,30,20550.166786261405,4311,102,Inspection,7,25,8110,0.5791242113751834,2,Low,Turbofan,0.7375988597284747,Oceania,2939,5.73,2.25
AC-0595,22,27755.10562348253,1987,38,Component Replacement,6,23,9395,0.3730278539927534,3,Low,Turbofan,0.972558753671273,South America,2126,14.89,3.71
AC-0596,16,17014.546843938177,4321,133,Major Overhaul,6,11,3044,0.4535551688332622,1,Medium,Turbofan,0.6072291146620807,Europe,1848,5.0,1.66
AC-0597,25,43119.801241348716,16812,202,Routine Check,5,15,6022,0.2616860961598077,3,Low,Turboprop,0.5370795528870154,Africa,1904,3.73,1.77
AC-0598,8,28579.257286917687,5615,21,Routine Check,4,22,2870,0.6202648918111713,3,Low,Turboprop,0.9457269365723746,Asia,1385,6.05,3.7
AC-0599,13,28932.631513836775,16512,242,Component Replacement,9,39,3781,0.9621814179240016,4,Low,Turbofan,0.9238405989811083,South America,1581,2.63,1.0
AC-0600,21,31814.450803572858,14146,109,Component Replacement,7,8,5210,0.5527653402444481,4,Medium,Turbofan,0.9962949379669224,South America,1576,3.16,2.78
AC-0601,1,19205.367259299295,14654,84,Routine Check,4,31,828,0.17462312325503304,3,Low,Turbofan,0.8396967440562131,Asia,1000,2.45,3.38
AC-0602,16,35890.09981784774,4052,83,Routine Check,8,14,6079,0.6580012001296676,1,Low,Turbofan,0.9683439633335748,Asia,1366,9.89,2.31
AC-0603,29,26145.33366215464,1726,291,Component Replacement,8,36,4728,0.4062006950061313,2,Low,Turbofan,0.9134745125420554,South America,2491,16.13,1.0
AC-0604,7,34501.45470998832,4760,69,Routine Check,0,12,7294,0.870332670632168,2,Low,Turbofan,0.9222131665600435,Europe,1000,8.11,2.13
AC-0605,5,23020.468734316695,2875,129,Inspection,5,4,620,0.49121033348482324,5,Medium,Turbofan,0.7845707852271342,Asia,1000,8.99,2.02
AC-0606,22,38172.78226731186,14969,196,Component Replacement,6,10,7249,0.27355564804802107,5,Low,Turbofan,0.6911822989583554,Africa,1793,3.46,1.32
AC-0607,29,29013.436270247897,5033,140,Routine Check,2,9,1464,0.2719950604220305,2,Low,Turbofan,0.9672790362716409,Africa,2596,6.94,3.68
AC-0608,23,46825.07024177087,6443,283,Component Replacement,6,12,4724,0.7918877626490444,3,Medium,Piston,0.7160585878079473,Europe,1939,8.42,1.0
AC-0609,3,21304.7838317777,18373,234,Major Overhaul,10,40,4175,0.3390288384766239,3,Low,Turbofan,0.7694096836248345,Oceania,1193,1.99,1.0
AC-0610,12,27045.493960907454,4744,23,Component Replacement,10,45,6194,0.7905100547433007,4,Low,Turboprop,0.7230571535625938,North America,1984,6.71,1.21
AC-0611,26,14684.23753129842,17977,153,Component Replacement,6,49,2576,0.28529857968993944,4,High,Turboprop,0.7824091569800986,Europe,1838,1.71,2.0
AC-0612,16,19707.017624537802,2774,277,Major Overhaul,10,14,7365,0.38951773183117844,5,Low,Turbofan,0.7352525394961635,South America,2163,8.07,1.0
AC-0613,19,31186.865478479056,11651,61,Inspection,1,41,6143,0.5189382751957294,2,Low,Turbofan,0.5239837792897379,North America,2388,3.83,2.79
AC-0614,5,36293.24437539501,1935,52,Routine Check,6,6,9024,0.9488762647241057,3,Low,Turbofan,0.9410240930038494,South America,1688,19.77,1.45
AC-0615,22,50000.0,14395,153,Major Overhaul,0,39,5749,0.9385582822784422,2,Low,Turbofan,0.7221969094578848,Africa,1805,4.41,1.0
AC-0616,25,24033.71093376779,4808,237,Component Replacement,4,27,1816,0.286184687880059,1,Medium,Turbofan,0.7944718242536744,Asia,2648,5.88,2.12
AC-0617,29,15667.865923544023,17715,32,Routine Check,8,31,1696,0.4223971371187656,2,Medium,Turboprop,0.5695939013789935,South America,2891,2.0,1.89
AC-0618,14,32533.257603772414,12641,55,Major Overhaul,6,34,3670,0.2344594496083951,1,Medium,Turbofan,0.5016939239913196,Africa,2127,3.62,3.03
AC-0619,28,13721.72779498694,15376,36,Routine Check,6,14,855,0.5589865713821475,4,Low,Turbofan,0.6226450468218214,Europe,2454,1.88,2.26
AC-0620,5,30642.773880267363,6889,110,Routine Check,10,47,528,0.5145242956252,4,Low,Turboprop,0.8522930160666751,South America,1233,5.34,1.82
AC-0621,15,19977.442838058763,6054,177,Major Overhaul,1,35,1513,0.9106841462056592,5,High,Turboprop,0.5495972650564394,Africa,1586,4.23,1.0
AC-0622,17,27115.949703803934,4868,295,Routine Check,7,20,9519,0.9370048400119654,2,High,Turbofan,0.9544437201932339,Asia,1845,6.75,1.0
AC-0623,30,35910.461021646675,17585,97,Inspection,2,5,2524,0.44521065190656295,2,Low,Turboprop,0.6075112846780923,South America,2770,3.05,2.12
AC-0624,14,23892.665709193043,19881,213,Major Overhaul,7,0,8990,0.5425641487170905,1,Low,Turbofan,0.6022968071458878,Oceania,1448,2.16,1.0
AC-0625,30,34328.79084328622,2842,137,Inspection,2,3,6339,0.9066126242315198,4,Low,Turbofan,0.5907539808107478,Africa,2073,13.09,1.0
AC-0626,20,33731.585486191485,11058,6,Component Replacement,9,10,6291,0.8260370269705553,1,Low,Turbofan,0.5069908564856824,South America,1872,4.16,1.25
AC-0627,5,6356.684716909054,10101,109,Routine Check,6,43,1254,0.10329068021018435,4,Low,Turbofan,0.8859027342391173,Asia,1580,1.57,3.96
AC-0628,12,15983.992539644276,13497,35,Component Replacement,1,25,9461,0.38805360776522424,1,Low,Piston,0.9375172656226293,South America,1978,2.06,3.96
AC-0629,16,9381.931386045284,5658,39,Component Replacement,3,36,4235,0.4795968177425133,4,Medium,Turbofan,0.8070813513080994,South America,2107,2.69,3.41
AC-0630,26,45017.371025301356,12381,150,Routine Check,10,22,1738,0.3067446553149086,1,Medium,Turbofan,0.5940999908399311,Oceania,2585,4.7,1.32
AC-0631,26,23946.080745626736,8544,118,Major Overhaul,5,28,2406,0.2796144543063449,4,Low,Turbofan,0.6426389984704399,Africa,2634,3.89,2.69
AC-0632,16,42808.29212966643,8718,261,Routine Check,10,20,7899,0.1340060559361117,1,Low,Turbofan,0.7379633486824817,North America,2170,6.06,1.01
AC-0633,21,8670.477194580166,14851,87,Component Replacement,8,47,8461,0.6790327525627845,2,High,Turbofan,0.9771729758116504,South America,2251,1.53,2.37
AC-0634,7,19272.31575451474,18154,76,Component Replacement,4,44,9910,0.3362592614348491,5,Low,Turbofan,0.6236756859088715,North America,1000,1.89,3.08
AC-0635,4,33004.982417659725,12777,214,Major Overhaul,8,44,5101,0.14711246058818178,1,Medium,Turboprop,0.8658229519599441,Europe,1647,3.77,2.12
AC-0636,1,26792.74604426684,2628,285,Routine Check,4,48,1960,0.3078813794752573,5,Low,Turbofan,0.7197241116464601,South America,1006,11.17,1.0
AC-0637,30,30328.598928134586,1386,239,Component Replacement,9,26,8169,0.8217225575525139,2,Medium,Turbofan,0.6489236741800108,North America,2813,22.93,1.0
AC-0638,30,12461.91766206743,7031,165,Inspection,7,38,1916,0.866340263481892,2,Low,Turbofan,0.7279579685110569,Europe,2822,2.84,1.0
AC-0639,5,38768.0349287893,7439,87,Component Replacement,0,39,8266,0.5347596206739724,4,Low,Turbofan,0.5356033587706163,Oceania,1691,6.23,2.3
AC-0640,23,32770.16095757289,14392,141,Component Replacement,6,12,1928,0.47446360336781757,5,Low,Turbofan,0.8993436854651813,Africa,2492,3.16,2.72
AC-0641,26,29016.255054914735,19850,160,Major Overhaul,3,22,4878,0.9800683241516036,3,Low,Turboprop,0.6216509639914836,South America,2243,2.56,1.0
AC-0642,10,18143.897189181924,3282,46,Inspection,4,15,8029,0.28050819362926294,4,Low,Piston,0.8627060615964852,Africa,1352,6.65,3.85
AC-0643,22,28238.00127605945,2856,112,Component Replacement,5,29,4974,0.29382335456914765,5,Medium,Turbofan,0.5341741857240974,Europe,2595,10.91,2.26
AC-0644,5,22085.1002100651,16670,45,Component Replacement,4,3,3571,0.36268045933275983,1,Low,Turbofan,0.977549278082843,Africa,1543,2.32,3.6
AC-0645,4,8495.087899622384,2998,247,Inspection,0,39,1055,0.2554815864529786,1,Low,Turboprop,0.5965074927028493,Africa,1110,3.68,1.31
AC-0646,2,24495.771482785123,6476,104,Routine Check,8,15,9047,0.4414290383837679,2,Medium,Turbofan,0.9413710381035403,Asia,1277,4.62,3.08
AC-0647,20,23432.696017774742,10428,85,Routine Check,1,30,2063,0.9197508042907784,3,Medium,Turbofan,0.9047366048077172,Europe,2289,3.18,2.17
AC-0648,10,35624.0150987512,5669,134,Component Replacement,8,41,1540,0.6538130565657169,1,High,Turbofan,0.983929962040708,Africa,1537,7.21,1.36
AC-0649,26,5000.0,13336,108,Component Replacement,9,24,3186,0.4707518937510373,5,Medium,Turboprop,0.7389453304728748,North America,2781,1.56,1.53
AC-0650,19,27351.99828854701,10342,18,Routine Check,1,43,3053,0.9409697151140933,5,Low,Turbofan,0.8636986469229757,Europe,1902,3.76,2.67
AC-0651,26,13444.319518942826,8064,94,Major Overhaul,8,11,2279,0.1436178092282401,1,Medium,Turboprop,0.685355328518892,Asia,2218,2.73,3.15
AC-0652,1,28192.233421955465,8446,150,Inspection,5,25,575,0.2892485601116752,5,High,Turboprop,0.5921841190098469,South America,1000,4.34,2.25
AC-0653,24,28742.800555773058,18815,246,Inspection,10,36,4826,0.6092997445915831,5,High,Turbofan,0.7215379664667244,Oceania,2694,2.39,1.0
AC-0654,5,24131.55222869808,6624,289,Major Overhaul,8,47,6335,0.6539973608738613,2,Low,Turboprop,0.5828745076942274,Africa,1334,4.83,1.0
AC-0655,13,33072.93124811084,8461,209,Major Overhaul,5,32,5557,0.13560175590635185,3,Low,Turboprop,0.991022311393192,North America,1264,4.86,3.03
AC-0656,4,12542.339409003009,2819,126,Major Overhaul,5,27,2849,0.462734882116419,2,Low,Turbofan,0.5481232455703582,Asia,1000,5.29,1.69
AC-0657,16,36077.204502817,11516,235,Major Overhaul,10,8,3273,0.6842385683477854,3,Medium,Turbofan,0.7946058617263102,Europe,1668,4.13,1.0
AC-0658,24,17919.211338058587,14749,122,Major Overhaul,1,11,2762,0.7282634917630615,5,Medium,Turbofan,0.8132319276270279,Oceania,2613,2.36,1.56
AC-0659,16,9441.013495101044,18514,138,Major Overhaul,7,4,3729,0.6743259122646423,3,Medium,Turbofan,0.7690397714370272,Oceania,1982,1.66,1.67
AC-0660,23,22276.04029500191,3658,115,Inspection,2,27,892,0.38850690192483206,5,Low,Turbofan,0.8310929428559168,Africa,2429,6.89,2.6
AC-0661,2,5000.0,4500,162,Major Overhaul,6,34,1608,0.18416811123811855,5,Medium,Turbofan,0.5580903875059455,Asia,1114,2.27,1.66
AC-0662,17,27541.73892246202,3120,201,Routine Check,4,4,4862,0.48440120177740076,2,High,Turbofan,0.7775092621026456,Asia,1559,9.74,1.78
AC-0663,28,22407.495574197743,5020,234,Major Overhaul,2,33,5688,0.21587899363124993,2,Low,Turboprop,0.6436062855636808,North America,2787,5.28,1.86
AC-0664,27,37336.86921376036,11213,28,Major Overhaul,0,45,9302,0.9528612926686004,4,Medium,Turbofan,0.9700880316505283,South America,2847,4.47,3.11
AC-0665,20,31489.242105069956,4259,11,Inspection,7,33,5557,0.5276537794203654,1,Low,Turbofan,0.8810358267198628,South America,2402,8.54,3.27
AC-0666,24,11080.036628119899,11081,206,Inspection,2,12,4498,0.3855332569211808,4,High,Turbofan,0.9862572410798713,South America,2692,2.04,2.42
AC-0667,12,16616.125088821147,2823,167,Major Overhaul,1,38,9364,0.7896736640070101,4,High,Turbofan,0.5187780348700948,Oceania,2001,6.92,1.0
AC-0668,18,30206.64420534209,18858,247,Inspection,0,41,7066,0.5481537333240375,3,Medium,Turbofan,0.6425665875903543,Oceania,2249,2.73,1.0
AC-0669,3,33470.79009985035,19626,47,Component Replacement,3,44,4177,0.37903062161120504,5,Medium,Turbofan,0.5977112933191745,Europe,1462,2.82,3.24
AC-0670,28,37225.009148868805,14467,246,Inspection,7,47,6296,0.8307709681517216,5,High,Turbofan,0.5055772936559153,Oceania,2794,3.73,1.0
AC-0671,1,37145.09285305348,7990,127,Inspection,2,13,6863,0.8804369359010098,5,Low,Turboprop,0.6211628651231607,Oceania,1403,5.67,1.1
AC-0672,1,24104.773897520943,4134,147,Inspection,0,10,8623,0.7057073496598093,1,Low,Turboprop,0.8393879917602145,Asia,1176,7.02,1.57
AC-0673,29,28626.55622251169,19454,118,Inspection,3,41,8722,0.14226798016690057,3,Medium,Turbofan,0.6155444610672842,Europe,2628,2.67,3.02
AC-0674,19,37987.38503943796,17743,152,Routine Check,8,37,8190,0.6096905921498789,3,Low,Turboprop,0.7545017227413091,Asia,1884,2.99,1.5
AC-0675,11,21966.915380640516,16434,72,Routine Check,0,3,1900,0.7869654207975535,5,Low,Turboprop,0.9439090574824993,North America,1826,2.48,2.72
AC-0676,5,28797.261869401238,16007,137,Routine Check,10,32,4571,0.22285271087522396,4,High,Turbofan,0.8468789601745377,North America,1000,2.8,2.75
AC-0677,12,21731.192203203485,11233,175,Major Overhaul,1,6,9308,0.305803676246143,1,Medium,Piston,0.697314534953016,Europe,1762,2.89,2.63
AC-0678,3,19490.518855345726,17378,289,Major Overhaul,8,40,3286,0.8942455945613228,4,Low,Turboprop,0.6862344694560542,Europe,1000,2.17,1.0
AC-0679,1,25483.851182858034,2141,19,Component Replacement,1,7,7669,0.11810954966776664,2,Low,Turbofan,0.7278679070042424,Oceania,1000,12.73,4.96
AC-0680,1,18124.565486604086,19019,195,Routine Check,2,36,1370,0.7774544240433784,3,Low,Turbofan,0.5885207205299532,North America,1149,1.96,1.0
AC-0681,8,23690.840272302506,11135,175,Major Overhaul,6,9,4696,0.5263959632629807,3,Low,Turbofan,0.817000383707994,Africa,1729,3.28,1.19
AC-0682,10,14650.451354678673,13966,141,Inspection,2,42,3239,0.5020949429556462,4,Low,Turbofan,0.6820764095523028,South America,1753,1.93,1.48
AC-0683,11,23100.056128176206,4361,246,Inspection,8,14,1440,0.10638687924539847,1,Medium,Turboprop,0.9261826746310218,Oceania,1409,6.27,1.95
AC-0684,12,29483.902936158614,8835,93,Routine Check,5,37,840,0.8374584078698435,3,Low,Turbofan,0.8782763300289081,South America,1428,4.51,1.34
AC-0685,29,19112.36463793204,12172,239,Component Replacement,2,14,7922,0.42384241057290983,4,Low,Turboprop,0.80525658204608,North America,2794,2.54,1.61
AC-0686,13,25092.917525309127,17390,205,Component Replacement,8,4,4633,0.5866890681704886,1,Low,Turboprop,0.682101111324758,South America,1189,2.39,1.0
AC-0687,12,26393.425936212643,4267,48,Inspection,0,28,1159,0.7095706177020935,4,High,Turboprop,0.6049659158367422,Africa,1281,7.16,1.75
AC-0688,14,29525.34891821335,7564,245,Component Replacement,9,18,3957,0.7323666187941242,1,Low,Turboprop,0.8880759320528114,Africa,1689,4.91,1.0
AC-0689,2,23664.201586947842,19990,295,Routine Check,2,9,3475,0.960382052943465,5,Low,Turbofan,0.7432045494955433,Asia,1000,2.24,1.0
AC-0690,29,35858.66341867806,12411,128,Inspection,0,11,9741,0.5782059579129482,1,Low,Turbofan,0.6123750190886788,Europe,2852,4.01,1.91
AC-0691,19,5000.0,6906,282,Major Overhaul,1,3,953,0.4597475958769849,2,Medium,Turboprop,0.5975873075200031,South America,1722,1.7,1.0
AC-0692,18,50000.0,17028,17,Major Overhaul,7,30,8684,0.9583332638425371,5,Medium,Turbofan,0.5827004522506796,Africa,1518,4.06,1.4
AC-0693,3,16288.662359624832,8611,71,Component Replacement,6,17,5942,0.677899211522969,4,Low,Turbofan,0.8885805981027974,Europe,1031,2.91,1.89
AC-0694,23,29033.900233540775,18297,269,Inspection,1,15,1318,0.36833532064890007,5,Low,Turboprop,0.6144935926501558,Europe,2595,2.52,1.43
AC-0695,17,15615.320897941514,3011,282,Inspection,1,39,5368,0.21381782086321405,5,Low,Turboprop,0.7633211317625987,Asia,1885,6.25,1.84
AC-0696,26,31442.681595093018,18826,7,Major Overhaul,8,35,512,0.8582990513186631,4,Medium,Turbofan,0.7257731804865282,Europe,2057,2.76,1.42
AC-0697,8,27765.691525949278,12246,103,Inspection,5,24,8227,0.4259634425147364,4,Medium,Turboprop,0.789805449614142,Europe,1382,3.29,2.74
AC-0698,29,18492.864626549104,14790,193,Inspection,4,22,1420,0.6944227492279881,2,Low,Turboprop,0.9385774501855971,Oceania,2458,2.07,1.67
AC-0699,26,35730.87345410313,12738,241,Inspection,9,11,5420,0.5237347774293083,4,Low,Turbofan,0.9338736950408653,North America,1891,3.67,1.0
AC-0700,10,23360.391203980787,15730,62,Component Replacement,5,33,2918,0.27903680181553453,3,Low,Turbofan,0.7255380359124298,Asia,1978,2.4,3.58
AC-0701,26,30472.15938057004,12120,17,Inspection,8,35,6975,0.6415179477584185,3,Low,Piston,0.5076831253673617,Asia,1960,3.43,1.28
AC-0702,30,15828.401948039642,19213,171,Routine Check,10,36,2517,0.15461476205561409,2,Medium,Turbofan,0.7132219028571516,South America,2148,1.89,1.74
AC-0703,2,24691.1236442842,9767,25,Component Replacement,6,2,8457,0.472008213884073,1,Low,Turbofan,0.8030967687120703,Europe,1000,3.34,2.74
AC-0704,19,45034.07267182105,14703,251,Inspection,9,8,9920,0.5919534456973039,1,Low,Turbofan,0.778882379549031,South America,1907,4.17,1.0
AC-0705,9,34629.6552911413,1929,253,Inspection,9,17,5292,0.49244227670672114,3,Low,Turboprop,0.8256680529001028,Oceania,1514,18.86,1.0
