Flight ID,Aircraft ID,Pilot IDs,Flight Date/Time,Route,Duration (min),Weather Temperature (°C),Weather Wind Speed (km/h),Weather Precipitation (mm),Aircraft Age (years),Aircraft Maintenance Score,Pilot Experience (years),Pilot Fatigue Level (1-10),Fuel Consumption Rate (kg/min),Landing Rate (ft/min),Flight Safety Rating
599,25,"9,6",2023-12-21 12:41:37.012106,Vijayawada to Hyderabad,176,29.81,78,2.38,17,7,22,8,0.65,282,Safe
600,35,"34,4",2024-04-05 12:41:37.012108,Vijayawada to Hyderabad,166,34.36,46,0.07,8,10,21,2,1.08,398,Critical
601,37,"31,47",2024-05-23 12:41:37.012109,Vijayawada to Hyderabad,128,25.26,67,0.77,7,3,21,9,1.16,338,Safe
602,32,"43,43",2024-02-07 12:41:37.012110,Vijayawada to Hyderabad,156,28.86,79,0.32,6,5,18,5,0.98,217,Safe
603,24,"20,5",2024-01-23 12:41:37.012111,Vijayawada to Hyderabad,164,25.84,60,2.23,20,4,15,2,0.68,152,Safe
604,20,"22,30",2024-11-17 12:41:37.012112,Vijayawada to Hyderabad,140,28.45,32,1.66,21,4,21,1,1.12,174,Safe
605,19,"5,39",2024-11-22 12:41:37.012114,Vijayawada to Hyderabad,162,29.56,37,3.1,8,7,15,7,0.69,196,Safe
606,40,"29,47",2024-08-30 12:41:37.012115,Vijayawada to Hyderabad,158,25.04,39,1.86,21,2,21,7,1.06,312,Critical
607,39,"41,6",2024-07-20 12:41:37.012116,Vijayawada to Hyderabad,148,33.68,71,3.1,12,1,9,1,0.69,339,Safe
608,33,"49,42",2024-06-17 12:41:37.012117,Vijayawada to Hyderabad,123,27.21,58,4.41,5,7,25,7,0.97,351,Safe
609,29,"16,46",2024-06-28 12:41:37.012118,Vijayawada to Hyderabad,123,28.46,77,2.69,17,2,5,2,1.18,267,Safe
610,39,"48,23",2024-02-22 12:41:37.012120,Vijayawada to Hyderabad,120,27.15,75,1.77,16,4,14,8,0.68,271,Safe
611,46,"43,8",2024-09-20 12:41:37.012121,Vijayawada to Hyderabad,140,38.79,42,2.67,6,2,25,6,0.9,269,Safe
612,9,"32,8",2024-11-14 12:41:37.012122,Vijayawada to Hyderabad,155,32.08,37,4.28,9,1,25,7,0.85,183,Critical
613,19,"20,19",2023-12-23 12:41:37.012123,Vijayawada to Hyderabad,160,28.76,41,1.59,9,8,16,5,0.81,156,Safe
614,43,"37,5",2024-01-10 12:41:37.012125,Vijayawada to Hyderabad,134,29.42,66,2.97,28,2,6,6,0.66,314,Safe
615,45,"50,13",2024-03-18 12:41:37.012126,Vijayawada to Hyderabad,171,35.53,41,3.09,16,7,9,9,0.7,273,Safe
616,46,"16,31",2024-01-07 12:41:37.012127,Vijayawada to Hyderabad,153,27.73,75,3.75,25,7,16,8,1.14,255,Safe
617,9,"47,28",2024-03-16 12:41:37.012128,Vijayawada to Hyderabad,136,39.19,40,2.14,16,9,24,2,0.97,174,Safe
618,6,"40,42",2024-03-01 12:41:37.012130,Vijayawada to Hyderabad,131,27.02,44,0.56,6,4,21,4,0.8,214,Safe
619,48,"5,19",2023-12-26 12:41:37.012131,Vijayawada to Hyderabad,144,35.03,35,2.94,17,8,5,7,0.8,291,Critical
620,41,"18,2",2024-07-21 12:41:37.012132,Vijayawada to Hyderabad,165,37.53,52,0.88,19,4,21,6,0.99,261,Safe
621,4,"43,17",2024-08-13 12:41:37.012133,Vijayawada to Hyderabad,176,33.8,59,3.49,26,10,10,3,0.98,239,Critical
622,11,"22,15",2024-03-15 12:41:37.012134,Vijayawada to Hyderabad,155,37.55,32,0.64,25,10,20,8,0.63,395,Safe
623,3,"41,41",2024-11-19 12:41:37.012136,Vijayawada to Hyderabad,123,36.54,59,4.57,5,3,6,4,0.62,205,Safe
624,40,"27,20",2024-08-28 12:41:37.012137,Vijayawada to Hyderabad,121,27.68,42,1.32,18,9,17,9,0.79,184,Safe
625,12,"4,46",2024-05-04 12:41:37.012138,Vijayawada to Hyderabad,138,35.24,39,4.57,26,3,22,8,0.85,167,Safe
626,20,"32,16",2024-05-08 12:41:37.012139,Vijayawada to Hyderabad,155,37.56,49,2.75,14,4,20,4,1.14,153,Safe
627,25,"19,30",2024-11-25 12:41:37.012140,Vijayawada to Hyderabad,149,27.67,31,3.94,15,2,10,7,0.69,306,Safe
628,24,"43,41",2024-04-11 12:41:37.012142,Vijayawada to Hyderabad,128,27.08,41,4.75,22,6,14,1,0.74,269,Safe
629,44,"24,50",2023-12-07 12:41:37.012143,Vijayawada to Hyderabad,165,25.63,56,4.5,20,4,7,9,1.03,261,Safe
630,28,"26,41",2024-05-08 12:41:37.012146,Vijayawada to Hyderabad,167,36.09,51,0.58,20,3,19,5,1.13,281,Safe
631,44,"2,25",2024-01-22 12:41:37.012148,Vijayawada to Hyderabad,178,32.6,38,0.25,10,7,23,7,0.67,171,Safe
632,8,"3,50",2024-07-13 12:41:37.012149,Vijayawada to Hyderabad,147,37.65,63,1.21,7,3,7,7,0.72,186,Critical
633,49,"7,48",2024-02-22 12:41:37.012150,Vijayawada to Hyderabad,136,33.4,66,3.94,29,10,9,10,1.09,391,Safe
634,12,"3,12",2024-10-26 12:41:37.012151,Vijayawada to Hyderabad,169,26.7,50,4.43,9,2,23,9,0.91,335,Critical
635,5,"6,17",2024-09-05 12:41:37.012153,Vijayawada to Hyderabad,158,31.81,71,0.16,10,7,18,9,0.62,269,Critical
636,3,"4,10",2024-09-20 12:41:37.012154,Vijayawada to Hyderabad,141,28.35,30,2.2,6,8,6,6,0.8,183,Safe
637,31,"37,4",2024-09-22 12:41:37.012155,Vijayawada to Hyderabad,123,28.39,57,2.38,24,5,24,5,0.88,298,Safe
638,42,"15,40",2024-02-26 12:41:37.012156,Vijayawada to Hyderabad,122,35.54,65,3.73,24,8,13,1,0.8,321,Safe
639,10,"2,5",2024-11-20 12:41:37.012157,Vijayawada to Hyderabad,155,37.47,49,2.9,29,3,22,1,0.87,281,Safe
640,33,"13,37",2024-08-15 12:41:37.012159,Vijayawada to Hyderabad,122,35.22,73,2.18,14,6,15,4,0.66,153,Safe
641,42,"17,27",2024-06-11 12:41:37.012160,Vijayawada to Hyderabad,143,25.77,43,0.1,14,10,23,10,0.69,372,Safe
642,21,"9,18",2024-11-23 12:41:37.012161,Vijayawada to Hyderabad,160,35.57,39,4.38,9,9,5,6,0.99,350,Safe
643,43,"48,33",2024-10-25 12:41:37.012162,Vijayawada to Hyderabad,154,28.03,74,0.16,23,6,13,1,0.65,253,Safe
644,44,"39,22",2023-12-14 12:41:37.012163,Vijayawada to Hyderabad,132,28.77,76,2.35,13,10,6,7,0.68,248,Safe
645,17,"22,10",2024-03-24 12:41:37.012165,Vijayawada to Hyderabad,159,38.04,73,2.49,18,3,10,3,1.17,176,Safe
646,17,"8,47",2024-04-24 12:41:37.012166,Vijayawada to Hyderabad,169,25.23,74,0.6,16,10,24,10,1.17,297,Safe
647,9,"21,44",2024-03-28 12:41:37.012167,Vijayawada to Hyderabad,174,35.62,39,1.82,6,2,24,5,0.7,301,Safe
648,47,"43,5",2024-01-14 12:41:37.012168,Vijayawada to Hyderabad,175,26.31,73,1.41,19,9,23,1,1.03,299,Safe
649,41,"34,42",2024-05-19 12:41:37.012170,Vijayawada to Hyderabad,156,38.52,78,0.5,16,5,10,8,1.15,350,Critical
650,3,"37,24",2024-02-04 12:41:37.012171,Vijayawada to Hyderabad,170,29.53,40,0.97,27,4,18,9,0.83,251,Safe
651,20,"45,40",2023-12-30 12:41:37.012172,Vijayawada to Hyderabad,139,30.87,50,1.16,12,9,7,2,0.75,155,Safe
652,15,"36,38",2024-07-25 12:41:37.012173,Vijayawada to Hyderabad,139,34.61,68,4.46,25,3,16,9,0.96,381,Safe
653,34,"12,8",2024-03-30 12:41:37.012174,Vijayawada to Hyderabad,136,26.63,67,2.24,9,2,18,5,1.01,313,Safe
654,11,"48,17",2023-12-11 12:41:37.012176,Vijayawada to Hyderabad,157,33.85,71,0.89,13,2,21,2,0.63,264,Safe
655,48,"46,27",2024-05-27 12:41:37.012177,Vijayawada to Hyderabad,125,39.92,72,1.72,12,4,12,8,0.83,350,Safe
656,47,"40,4",2024-07-29 12:41:37.012178,Vijayawada to Hyderabad,134,28.55,66,1.5,17,1,15,3,1.02,165,Safe
657,8,"10,33",2024-09-29 12:41:37.012179,Vijayawada to Hyderabad,176,30.86,54,3.61,27,8,23,1,1.17,255,Safe
658,23,"35,33",2024-08-02 12:41:37.012180,Vijayawada to Hyderabad,163,38.56,72,4.69,13,6,11,4,0.69,326,Safe
659,35,"14,31",2024-09-07 12:41:37.012182,Vijayawada to Hyderabad,144,39.86,46,3.91,19,1,19,10,0.92,268,Safe
660,22,"35,36",2024-10-05 12:41:37.012183,Vijayawada to Hyderabad,120,36.04,47,4.56,8,5,8,2,0.93,336,Safe
661,32,"30,38",2023-12-08 12:41:37.012184,Vijayawada to Hyderabad,125,32.98,53,1.5,11,3,20,6,1.14,294,Critical
662,17,"14,46",2024-09-25 12:41:37.012186,Vijayawada to Hyderabad,120,30.28,50,0.09,8,9,15,6,0.73,374,Critical
663,7,"23,43",2024-08-07 12:41:37.012187,Vijayawada to Hyderabad,151,33.95,37,2.24,15,4,23,6,1.02,167,Safe
664,22,"29,21",2024-10-17 12:41:37.012188,Vijayawada to Hyderabad,165,33.34,52,4.25,24,3,24,10,1.03,395,Safe
665,22,"49,8",2024-01-30 12:41:37.012189,Vijayawada to Hyderabad,165,38.56,61,1.51,29,1,5,10,0.94,281,Safe
666,1,"45,11",2024-01-28 12:41:37.012190,Vijayawada to Hyderabad,120,27.3,48,1.56,20,9,5,7,0.62,357,Safe
667,10,"22,19",2024-04-21 12:41:37.012191,Vijayawada to Hyderabad,178,27.87,48,0.14,28,9,10,2,0.72,331,Safe
668,16,"15,41",2024-06-25 12:41:37.012193,Vijayawada to Hyderabad,144,31.84,48,2.27,5,10,9,1,0.62,175,Safe
669,15,"32,49",2024-02-15 12:41:37.012194,Vijayawada to Hyderabad,164,33.98,39,1.08,15,3,14,2,0.96,240,Safe
670,33,"45,48",2024-01-16 12:41:37.012195,Vijayawada to Hyderabad,149,27.59,76,1.33,28,7,20,10,0.92,295,Safe
671,28,"22,20",2024-05-19 12:41:37.012196,Vijayawada to Hyderabad,127,34.25,42,4.09,5,3,17,6,0.72,371,Safe
672,42,"34,27",2024-10-06 12:41:37.012198,Vijayawada to Hyderabad,174,33.21,44,0.61,21,10,16,1,1.19,201,Safe
673,13,"21,45",2024-07-04 12:41:37.012199,Vijayawada to Hyderabad,122,32.48,61,4.3,10,3,15,10,1.02,153,Critical
674,22,"33,22",2024-08-10 12:41:37.012200,Vijayawada to Hyderabad,162,26.0,39,3.11,8,9,11,9,0.88,290,Safe
675,34,"41,30",2024-04-17 12:41:37.012202,Vijayawada to Hyderabad,158,29.32,58,0.34,22,9,8,3,0.75,313,Critical
676,18,"7,40",2024-08-03 12:41:37.012203,Vijayawada to Hyderabad,140,31.84,49,0.16,19,7,23,5,0.91,169,Safe
677,27,"28,39",2024-07-05 12:41:37.012204,Vijayawada to Hyderabad,121,38.44,48,0.57,10,3,23,2,0.61,245,Safe
678,2,"14,16",2024-03-02 12:41:37.012205,Vijayawada to Hyderabad,178,33.65,71,0.98,30,5,22,9,0.61,292,Critical
679,10,"19,36",2024-08-13 12:41:37.012207,Vijayawada to Hyderabad,138,32.02,56,1.6,10,2,18,4,0.85,394,Safe
680,17,"18,31",2024-04-01 12:41:37.012208,Vijayawada to Hyderabad,147,35.88,70,0.99,6,10,17,9,1.14,370,Critical
681,31,"28,49",2024-01-08 12:41:37.012209,Vijayawada to Hyderabad,175,30.73,67,1.87,11,9,20,7,1.01,389,Safe
682,49,"46,37",2024-07-27 12:41:37.012210,Vijayawada to Hyderabad,154,27.47,47,1.24,7,10,5,3,0.79,183,Critical
683,11,"12,1",2024-03-01 12:41:37.012212,Vijayawada to Hyderabad,156,36.21,57,1.95,17,6,8,1,1.02,275,Safe
684,34,"34,43",2023-12-06 12:41:37.012213,Vijayawada to Hyderabad,137,34.98,37,1.26,18,6,14,9,1.1,159,Safe
685,10,"47,20",2023-12-10 12:41:37.012214,Vijayawada to Hyderabad,144,31.41,57,0.56,28,1,21,10,0.73,188,Safe
686,18,"5,14",2024-02-06 12:41:37.012215,Vijayawada to Hyderabad,155,31.52,71,0.35,5,10,15,4,0.62,229,Safe
687,31,"21,13",2024-02-06 12:41:37.012217,Vijayawada to Hyderabad,141,30.06,59,1.2,21,6,10,1,0.83,283,Safe
688,43,"7,20",2024-11-16 12:41:37.012218,Vijayawada to Hyderabad,147,36.29,61,1.54,26,1,13,7,1.13,268,Critical
689,6,"3,13",2024-03-06 12:41:37.012219,Vijayawada to Hyderabad,155,29.87,32,4.27,12,6,25,10,0.81,330,Safe
690,10,"21,31",2024-08-05 12:41:37.012220,Vijayawada to Hyderabad,154,32.23,59,2.11,29,2,17,9,1.13,169,Safe
691,8,"26,6",2024-11-21 12:41:37.012222,Vijayawada to Hyderabad,138,25.78,63,1.15,22,1,21,9,0.68,347,Safe
692,45,"10,8",2024-08-30 12:41:37.012223,Vijayawada to Hyderabad,164,35.67,53,1.28,21,5,14,5,0.65,216,Safe
693,34,"34,15",2024-01-22 12:41:37.012224,Vijayawada to Hyderabad,158,31.49,49,2.68,14,2,8,9,1.14,370,Safe
694,5,"45,15",2024-04-10 12:41:37.012225,Vijayawada to Hyderabad,127,29.47,47,3.42,16,2,23,6,1.16,221,Critical
695,5,"5,50",2024-01-30 12:41:37.012226,Vijayawada to Hyderabad,129,28.7,31,1.9,21,4,21,3,1.2,386,Safe
696,42,"11,23",2024-02-19 12:41:37.012227,Vijayawada to Hyderabad,171,28.77,68,0.54,11,5,5,9,1.03,248,Safe
697,45,"29,27",2023-12-24 12:41:37.012229,Vijayawada to Hyderabad,125,26.24,47,2.43,6,1,19,1,0.68,399,Safe
698,16,"42,25",2024-03-21 12:41:37.012230,Vijayawada to Hyderabad,137,34.79,32,1.05,30,4,22,3,0.82,219,Critical
699,12,"48,34",2024-03-31 12:41:37.012231,Vijayawada to Hyderabad,126,30.89,38,1.77,15,3,8,10,1.15,239,Safe
700,41,"29,9",2024-10-24 12:41:37.012233,Vijayawada to Hyderabad,159,25.93,54,3.12,24,2,17,1,1.0,215,Safe
701,16,"46,29",2024-02-23 12:41:37.012234,Vijayawada to Hyderabad,139,30.52,72,1.81,28,7,11,9,0.65,398,Safe
702,34,"12,42",2023-12-05 12:41:37.012235,Vijayawada to Hyderabad,141,34.92,45,2.78,11,4,13,9,1.17,277,Safe
703,42,"25,30",2024-09-30 12:41:37.012236,Vijayawada to Hyderabad,132,25.67,69,4.28,12,4,6,4,0.94,349,Critical
704,10,"19,41",2024-01-12 12:41:37.012238,Vijayawada to Hyderabad,137,32.51,74,1.42,22,7,25,4,1.13,334,Safe
705,41,"9,21",2024-02-14 12:41:37.012239,Vijayawada to Hyderabad,158,34.36,73,4.37,27,5,17,3,1.09,243,Safe
706,44,"31,4",2024-06-03 12:41:37.012240,Vijayawada to Hyderabad,149,36.68,62,4.31,22,9,19,1,0.71,346,Safe
707,25,"18,8",2024-04-01 12:41:37.012241,Vijayawada to Hyderabad,154,34.05,42,1.82,17,4,24,8,0.87,174,Safe
708,39,"36,14",2024-09-04 12:41:37.012242,Vijayawada to Hyderabad,147,28.45,67,3.94,19,6,15,2,0.74,236,Safe
709,16,"43,40",2024-04-26 12:41:37.012244,Vijayawada to Hyderabad,148,30.17,55,4.48,20,8,20,7,0.6,334,Safe
710,26,"24,15",2024-05-30 12:41:37.012245,Vijayawada to Hyderabad,161,31.82,55,0.13,17,3,23,3,0.87,313,Safe
711,41,"46,15",2024-01-30 12:41:37.012246,Vijayawada to Hyderabad,148,25.03,44,1.01,30,2,5,2,0.68,221,Critical
712,9,"16,6",2024-04-07 12:41:37.012247,Vijayawada to Hyderabad,176,36.04,70,3.45,27,10,17,6,0.63,209,Safe
713,22,"1,22",2024-10-29 12:41:37.012248,Vijayawada to Hyderabad,145,29.67,63,0.6,10,10,18,6,0.97,362,Safe
714,15,"12,48",2024-01-24 12:41:37.012250,Vijayawada to Hyderabad,135,25.45,48,2.5,5,7,10,4,0.9,394,Safe
715,16,"43,20",2024-05-16 12:41:37.012254,Vijayawada to Hyderabad,146,27.9,51,3.6,18,3,20,10,1.16,179,Safe
716,31,"34,10",2024-03-29 12:41:37.012256,Vijayawada to Hyderabad,143,27.43,64,2.41,27,6,11,3,1.03,336,Critical
717,29,"41,2",2024-10-05 12:41:37.012257,Vijayawada to Hyderabad,144,26.37,66,3.26,25,10,10,10,1.0,182,Safe
718,47,"6,8",2024-05-10 12:41:37.012258,Vijayawada to Hyderabad,154,30.99,79,0.43,16,9,18,7,0.62,392,Safe
719,41,"44,27",2024-01-31 12:41:37.012259,Vijayawada to Hyderabad,170,34.19,60,1.62,20,6,9,3,0.76,344,Safe
720,1,"45,33",2024-03-23 12:41:37.012260,Vijayawada to Hyderabad,166,39.5,60,0.88,6,1,19,7,0.68,360,Critical
721,15,"10,15",2024-04-19 12:41:37.012262,Vijayawada to Hyderabad,148,27.16,45,2.3,30,6,25,4,0.67,391,Safe
722,26,"22,48",2024-04-02 12:41:37.012263,Vijayawada to Hyderabad,138,33.34,53,1.45,10,7,17,9,0.92,186,Safe
723,22,"20,3",2024-04-28 12:41:37.012264,Vijayawada to Hyderabad,156,37.51,66,0.7,15,3,11,8,0.99,280,Safe
724,50,"40,41",2024-09-27 12:41:37.012265,Vijayawada to Hyderabad,121,30.65,39,0.3,14,1,16,6,0.87,272,Safe
725,4,"27,50",2024-09-22 12:41:37.012267,Vijayawada to Hyderabad,151,37.38,49,0.12,27,4,17,8,0.95,191,Safe
726,33,"26,48",2024-01-21 12:41:37.012268,Vijayawada to Hyderabad,147,29.52,79,2.24,24,7,24,9,0.71,384,Safe
727,42,"37,25",2024-10-16 12:41:37.012269,Vijayawada to Hyderabad,172,32.75,47,1.69,29,9,19,2,0.75,201,Safe
728,42,"34,25",2024-07-01 12:41:37.012270,Vijayawada to Hyderabad,132,34.36,43,4.26,28,1,5,9,0.63,252,Critical
729,26,"46,10",2023-12-20 12:41:37.012271,Vijayawada to Hyderabad,137,26.53,51,4.93,24,3,18,5,0.92,177,Critical
730,47,"20,27",2023-12-13 12:41:37.012273,Vijayawada to Hyderabad,142,29.63,52,2.07,17,6,18,7,1.04,350,Safe
731,2,"47,2",2024-11-10 12:41:37.012274,Vijayawada to Hyderabad,137,38.08,48,3.52,16,8,17,8,1.18,210,Safe
732,24,"38,22",2024-05-06 12:41:37.012275,Vijayawada to Hyderabad,157,34.84,46,1.96,9,1,6,3,0.77,316,Critical
733,9,"38,37",2024-02-02 12:41:37.012276,Vijayawada to Hyderabad,122,29.5,55,4.31,29,10,8,7,1.02,278,Safe
734,36,"34,14",2024-06-14 12:41:37.012278,Vijayawada to Hyderabad,171,36.67,42,2.92,23,6,25,6,0.65,367,Safe
735,6,"15,27",2024-04-15 12:41:37.012279,Vijayawada to Hyderabad,157,32.08,41,0.83,13,1,24,9,0.67,316,Critical
736,21,"18,22",2024-08-10 12:41:37.012280,Vijayawada to Hyderabad,132,35.66,78,3.65,12,9,11,8,1.0,254,Critical
737,28,"42,4",2024-11-09 12:41:37.012281,Vijayawada to Hyderabad,160,32.83,37,1.6,24,9,18,2,0.88,253,Safe
738,26,"48,19",2024-07-18 12:41:37.012282,Vijayawada to Hyderabad,132,31.41,40,2.29,14,5,15,7,0.84,307,Safe
739,19,"8,32",2024-08-29 12:41:37.012284,Vijayawada to Hyderabad,120,29.5,61,0.97,20,7,22,7,0.77,356,Safe
740,38,"34,7",2023-12-14 12:41:37.012285,Vijayawada to Hyderabad,125,28.54,37,4.28,9,4,11,3,1.13,370,Safe
741,30,"11,36",2024-06-11 12:41:37.012286,Vijayawada to Hyderabad,136,32.15,72,1.6,12,3,21,1,0.89,262,Safe
742,45,"19,48",2024-11-16 12:41:37.012288,Vijayawada to Hyderabad,168,36.31,73,1.12,19,5,20,8,1.13,341,Safe
743,37,"42,2",2024-08-02 12:41:37.012289,Vijayawada to Hyderabad,129,33.05,56,0.44,18,9,24,10,0.89,332,Safe
744,29,"22,35",2024-08-22 12:41:37.012290,Vijayawada to Hyderabad,144,39.41,61,0.8,6,7,18,5,0.74,157,Safe
745,23,"1,15",2024-08-14 12:41:37.012291,Vijayawada to Hyderabad,127,36.11,57,2.25,25,6,19,4,1.05,379,Safe
746,11,"23,7",2023-12-18 12:41:37.012292,Vijayawada to Hyderabad,136,31.83,78,2.7,21,2,22,1,0.84,277,Safe
747,19,"43,28",2024-04-28 12:41:37.012294,Vijayawada to Hyderabad,148,39.24,57,0.76,11,4,11,5,0.89,316,Safe
748,13,"17,17",2024-10-01 12:41:37.012295,Vijayawada to Hyderabad,161,39.7,57,0.58,25,7,18,4,0.75,293,Safe
749,23,"12,43",2024-04-03 12:41:37.012296,Vijayawada to Hyderabad,172,33.92,38,0.57,24,9,10,10,0.75,338,Safe
750,19,"18,27",2024-06-20 12:41:37.012297,Vijayawada to Hyderabad,158,36.0,30,3.49,23,5,17,1,1.11,294,Critical
751,38,"12,35",2024-09-22 12:41:37.012298,Vijayawada to Hyderabad,134,29.44,52,2.85,21,1,20,4,1.17,329,Critical
752,30,"10,43",2024-09-19 12:41:37.012299,Vijayawada to Hyderabad,158,34.89,48,1.58,25,10,13,4,0.89,199,Safe
753,1,"29,10",2024-09-20 12:41:37.012301,Vijayawada to Hyderabad,156,32.97,59,0.55,9,1,25,4,1.1,194,Safe
754,27,"36,47",2024-03-18 12:41:37.012302,Vijayawada to Hyderabad,166,34.49,77,4.7,6,3,22,8,0.76,202,Safe
755,48,"1,6",2024-06-19 12:41:37.012303,Vijayawada to Hyderabad,134,33.44,38,4.6,12,5,12,6,0.73,326,Safe
756,31,"31,10",2024-01-14 12:41:37.012304,Vijayawada to Hyderabad,173,27.38,76,3.84,6,2,12,8,0.8,360,Safe
757,15,"4,25",2024-10-16 12:41:37.012305,Vijayawada to Hyderabad,178,25.64,49,2.92,20,1,18,5,1.14,283,Safe
758,42,"27,49",2024-05-13 12:41:37.012307,Vijayawada to Hyderabad,147,29.38,33,3.61,24,2,5,10,1.03,341,Safe
759,1,"49,40",2024-10-08 12:41:37.012308,Vijayawada to Hyderabad,144,28.25,64,0.51,30,9,9,7,0.72,205,Safe
760,16,"14,46",2024-05-11 12:41:37.012309,Vijayawada to Hyderabad,135,33.19,58,1.44,28,7,15,10,1.16,279,Safe
761,43,"32,22",2024-07-11 12:41:37.012310,Vijayawada to Hyderabad,169,26.65,61,3.7,24,4,18,8,0.93,172,Safe
762,43,"43,16",2024-03-08 12:41:37.012312,Vijayawada to Hyderabad,168,32.77,53,4.74,6,7,14,1,1.17,185,Safe
763,18,"12,24",2024-11-05 12:41:37.012313,Vijayawada to Hyderabad,127,37.63,71,2.11,18,7,17,10,1.03,359,Critical
764,6,"23,5",2024-01-03 12:41:37.012314,Vijayawada to Hyderabad,169,26.62,38,0.76,9,7,17,8,0.76,247,Critical
765,43,"20,22",2024-03-05 12:41:37.012315,Vijayawada to Hyderabad,134,35.86,79,4.79,27,2,23,3,0.97,337,Safe
766,46,"26,22",2023-12-05 12:41:37.012317,Vijayawada to Hyderabad,176,37.52,49,3.21,8,4,20,6,0.65,360,Safe
767,39,"13,37",2023-12-09 12:41:37.012318,Vijayawada to Hyderabad,158,25.36,32,4.46,13,6,14,5,0.9,179,Safe
768,11,"42,21",2024-04-30 12:41:37.012319,Vijayawada to Hyderabad,160,29.19,48,0.36,5,3,20,8,0.75,323,Safe
769,47,"22,18",2024-08-11 12:41:37.012320,Vijayawada to Hyderabad,166,36.73,77,2.93,16,6,21,6,1.14,167,Safe
770,44,"43,8",2024-07-17 12:41:37.012322,Vijayawada to Hyderabad,135,28.19,73,0.63,23,1,6,5,0.9,359,Safe
771,48,"42,14",2024-05-29 12:41:37.012323,Vijayawada to Hyderabad,134,25.03,55,0.24,14,2,22,6,1.15,355,Safe
772,24,"29,1",2024-10-30 12:41:37.012324,Vijayawada to Hyderabad,172,37.43,72,2.82,8,7,16,3,0.9,307,Safe
773,28,"40,4",2024-09-28 12:41:37.012325,Vijayawada to Hyderabad,146,30.35,39,1.34,10,4,7,6,0.86,308,Critical
774,20,"44,15",2024-03-28 12:41:37.012326,Vijayawada to Hyderabad,126,38.52,63,1.74,29,10,24,7,1.16,178,Safe
775,46,"21,38",2024-04-15 12:41:37.012328,Vijayawada to Hyderabad,149,30.04,35,4.89,12,3,18,4,0.71,314,Critical
776,41,"11,1",2024-03-25 12:41:37.012329,Vijayawada to Hyderabad,123,29.1,59,4.56,15,7,5,3,1.13,344,Safe
777,29,"18,21",2024-08-13 12:41:37.012330,Vijayawada to Hyderabad,169,25.94,49,1.64,19,5,6,4,0.99,377,Safe
778,40,"5,33",2024-07-28 12:41:37.012331,Vijayawada to Hyderabad,128,35.28,40,3.94,25,8,18,1,0.66,299,Safe
779,20,"20,14",2024-09-14 12:41:37.012333,Vijayawada to Hyderabad,141,29.95,69,1.22,18,4,18,6,0.75,297,Safe
780,5,"15,49",2024-06-20 12:41:37.012334,Vijayawada to Hyderabad,164,35.45,60,2.22,22,1,6,2,0.92,391,Safe
781,26,"33,7",2024-07-01 12:41:37.012335,Vijayawada to Hyderabad,174,34.82,37,2.61,19,5,7,6,1.09,351,Safe
782,39,"33,14",2024-09-20 12:41:37.012336,Vijayawada to Hyderabad,121,38.32,62,1.07,23,8,25,4,1.0,251,Safe
783,4,"43,6",2024-02-21 12:41:37.012337,Vijayawada to Hyderabad,151,37.57,67,3.81,7,7,18,3,0.83,285,Critical
784,23,"42,36",2024-06-28 12:41:37.012339,Vijayawada to Hyderabad,156,25.97,68,0.27,10,6,8,8,0.72,364,Safe
785,33,"9,29",2024-09-17 12:41:37.012340,Vijayawada to Hyderabad,167,39.36,70,1.75,27,9,16,1,1.17,297,Safe
786,4,"8,9",2024-01-08 12:41:37.012341,Vijayawada to Hyderabad,146,30.83,42,4.97,11,7,24,7,0.77,385,Critical
787,25,"1,32",2024-01-13 12:41:37.012342,Vijayawada to Hyderabad,135,30.27,36,1.59,18,8,14,4,0.76,374,Safe
788,40,"33,45",2024-10-07 12:41:37.012344,Vijayawada to Hyderabad,154,35.34,72,1.06,16,10,15,4,0.9,303,Critical
789,49,"5,25",2024-10-22 12:41:37.012345,Vijayawada to Hyderabad,124,26.97,44,3.87,15,8,15,2,0.85,150,Critical
790,28,"29,9",2023-12-24 12:41:37.012346,Vijayawada to Hyderabad,128,30.67,77,0.15,29,2,12,6,0.67,184,Safe
791,49,"7,3",2024-09-29 12:41:37.012347,Vijayawada to Hyderabad,142,26.19,47,3.35,12,8,20,3,0.6,301,Safe
792,15,"32,33",2024-08-08 12:41:37.012349,Vijayawada to Hyderabad,155,37.56,79,3.82,27,9,16,7,0.87,394,Safe
793,5,"38,10",2024-11-01 12:41:37.012350,Vijayawada to Hyderabad,179,33.77,66,4.09,23,3,19,5,1.09,203,Safe
794,40,"4,39",2024-09-14 12:41:37.012351,Vijayawada to Hyderabad,155,34.43,43,0.69,9,7,25,4,0.8,265,Safe
795,47,"2,25",2024-04-19 12:41:37.012352,Vijayawada to Hyderabad,131,39.3,37,0.63,8,3,13,4,1.11,303,Safe
796,50,"9,28",2024-11-04 12:41:37.012353,Vijayawada to Hyderabad,134,34.46,60,4.38,8,5,5,9,0.89,295,Safe
797,48,"9,25",2024-11-21 12:41:37.012355,Vijayawada to Hyderabad,158,34.02,56,3.06,15,6,19,5,1.11,228,Safe
798,10,"33,14",2024-11-26 12:41:37.012356,Vijayawada to Hyderabad,160,26.39,51,3.51,21,1,14,5,1.1,319,Safe
