Flight ID,Origin,Destination,Route Distance (km),Waypoints (List),Traffic (Intersecting Flights),Tailwind (knots),Headwind (knots),Jet Stream Impact,Restrictions (Details),Drones/Air Taxis,Bird Movement,Airspace Density,Seasonal Pattern,Fuel Cost (Segment),Historical Delay (mins)
FL1010,DEL,VGA,529,"[{""lat"": -50.7154, ""long"": 171.1033, ""alt"": 20000, ""time"": ""21:14""}, {""lat"": 19.1911, ""long"": 0.248, ""alt"": 15000, ""time"": ""6:03""}, {""lat"": 62.0759, ""long"": -135.5818, ""alt"": 10000, ""time"": ""1:38""}, {""lat"": -5.8405, ""long"": -53.5045, ""alt"": 20000, ""time"": ""11:09""}, {""lat"": -64.529, ""long"": -78.7674, ""alt"": 25000, ""time"": ""3:01""}, {""lat"": -29.3158, ""long"": -80.868, ""alt"": 10000, ""time"": ""12:15""}, {""lat"": -17.7121, ""long"": 120.5563, ""alt"": 25000, ""time"": ""7:35""}, {""lat"": -84.0955, ""long"": -9.3942, ""alt"": 30000, ""time"": ""4:59""}, {""lat"": -37.1615, ""long"": 58.8088, ""alt"": 30000, ""time"": ""13:08""}, {""lat"": 43.3199, ""long"": 177.5062, ""alt"": 25000, ""time"": ""5:26""}, {""lat"": 65.4498, ""long"": 44.4921, ""alt"": 15000, ""time"": ""1:19""}, {""lat"": -61.7235, ""long"": -114.6926, ""alt"": 30000, ""time"": ""8:29""}]","[{""flight_id"": ""INT6318"", ""alt"": 15000, ""time"": ""1:06"", ""wp"": ""WP4""}]",11,1,Negative,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP1""}, {""type"": ""Govt"", ""wp"": ""WP3""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP3""}]","[{""alt"": 150, ""time"": ""9:41""}, {""alt"": 439, ""time"": ""12:51""}, {""alt"": 243, ""time"": ""16:59""}]","[{""zone"": ""City Area"", ""alt"": [2400, 5018], ""time_range"": ""6:02-18:07""}]",Low,Monsoon,0.6,14
FL1011,DEL,VGA,689,"[{""lat"": -58.5464, ""long"": -86.7438, ""alt"": 10000, ""time"": ""17:58""}, {""lat"": 64.3766, ""long"": -164.234, ""alt"": 20000, ""time"": ""19:09""}, {""lat"": 44.5703, ""long"": 126.5135, ""alt"": 10000, ""time"": ""16:01""}, {""lat"": -4.7748, ""long"": -153.3335, ""alt"": 25000, ""time"": ""20:16""}, {""lat"": -70.9486, ""long"": -105.5467, ""alt"": 25000, ""time"": ""17:43""}, {""lat"": 81.0808, ""long"": -95.8492, ""alt"": 10000, ""time"": ""0:29""}, {""lat"": -25.8825, ""long"": -163.6152, ""alt"": 20000, ""time"": ""8:25""}, {""lat"": 84.5891, ""long"": -169.1697, ""alt"": 10000, ""time"": ""19:06""}, {""lat"": -65.4379, ""long"": 2.4136, ""alt"": 20000, ""time"": ""5:57""}, {""lat"": 33.5353, ""long"": 72.3972, ""alt"": 25000, ""time"": ""18:40""}, {""lat"": -9.1516, ""long"": 56.4142, ""alt"": 20000, ""time"": ""1:37""}, {""lat"": -30.9785, ""long"": 134.0937, ""alt"": 10000, ""time"": ""13:50""}, {""lat"": 85.579, ""long"": 82.5742, ""alt"": 25000, ""time"": ""21:19""}, {""lat"": 67.0337, ""long"": 14.2918, ""alt"": 25000, ""time"": ""11:02""}, {""lat"": -30.2985, ""long"": -138.2505, ""alt"": 25000, ""time"": ""10:04""}]","[{""flight_id"": ""INT7222"", ""alt"": 25000, ""time"": ""16:16"", ""wp"": ""WP2""}]",2,16,Positive,"[{""type"": ""War Zone"", ""wp"": ""WP2""}, {""type"": ""War Zone"", ""wp"": ""WP5""}]","[{""alt"": 253, ""time"": ""14:36""}, {""alt"": 398, ""time"": ""6:58""}]","[{""zone"": ""Near Airport"", ""alt"": [1775, 5696], ""time_range"": ""8:11-21:51""}]",High,Monsoon,0.73,22
FL1012,VGA,MAA,1234,"[{""lat"": 4.023, ""long"": 139.3302, ""alt"": 30000, ""time"": ""2:11""}, {""lat"": 69.7953, ""long"": -19.3528, ""alt"": 30000, ""time"": ""0:10""}, {""lat"": 18.9923, ""long"": -36.1783, ""alt"": 10000, ""time"": ""9:46""}, {""lat"": 26.0709, ""long"": 80.0665, ""alt"": 10000, ""time"": ""1:34""}, {""lat"": 12.2744, ""long"": 73.2568, ""alt"": 10000, ""time"": ""22:10""}, {""lat"": -28.762, ""long"": 139.6132, ""alt"": 10000, ""time"": ""16:09""}, {""lat"": 79.4497, ""long"": 157.3078, ""alt"": 20000, ""time"": ""14:14""}, {""lat"": -25.8968, ""long"": -131.0379, ""alt"": 30000, ""time"": ""1:18""}, {""lat"": -71.0348, ""long"": 24.532, ""alt"": 20000, ""time"": ""13:17""}, {""lat"": -28.4498, ""long"": -27.0316, ""alt"": 10000, ""time"": ""5:28""}, {""lat"": 43.9027, ""long"": 176.9929, ""alt"": 15000, ""time"": ""13:34""}, {""lat"": 25.1088, ""long"": 92.107, ""alt"": 25000, ""time"": ""9:17""}, {""lat"": -81.556, ""long"": 19.6012, ""alt"": 10000, ""time"": ""2:49""}, {""lat"": -5.2953, ""long"": -27.912, ""alt"": 15000, ""time"": ""15:59""}, {""lat"": 2.5943, ""long"": -172.9609, ""alt"": 15000, ""time"": ""21:46""}]","[{""flight_id"": ""INT3916"", ""alt"": 20000, ""time"": ""23:47"", ""wp"": ""WP2""}]",18,7,Negative,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP2""}]",[],"[{""zone"": ""City Area"", ""alt"": [2771, 4185], ""time_range"": ""6:10-18:46""}]",High,Winter,0.57,23
FL1013,HYD,VGA,1230,"[{""lat"": -88.6082, ""long"": -75.478, ""alt"": 20000, ""time"": ""7:20""}, {""lat"": 36.1681, ""long"": 173.3994, ""alt"": 20000, ""time"": ""17:39""}, {""lat"": 37.5545, ""long"": -97.9283, ""alt"": 20000, ""time"": ""4:44""}, {""lat"": -50.4838, ""long"": 144.0745, ""alt"": 25000, ""time"": ""1:06""}, {""lat"": -35.207, ""long"": -160.6844, ""alt"": 30000, ""time"": ""1:16""}, {""lat"": 81.2027, ""long"": 164.7283, ""alt"": 20000, ""time"": ""20:42""}, {""lat"": -43.7998, ""long"": 36.9153, ""alt"": 30000, ""time"": ""18:30""}, {""lat"": -52.3144, ""long"": 72.8487, ""alt"": 20000, ""time"": ""20:15""}, {""lat"": 13.258, ""long"": 128.0677, ""alt"": 15000, ""time"": ""20:26""}, {""lat"": -87.3711, ""long"": -147.9958, ""alt"": 10000, ""time"": ""22:40""}, {""lat"": -61.3552, ""long"": 73.2729, ""alt"": 10000, ""time"": ""17:24""}, {""lat"": 17.8686, ""long"": 174.2045, ""alt"": 15000, ""time"": ""20:45""}, {""lat"": -68.4777, ""long"": -165.4786, ""alt"": 25000, ""time"": ""18:20""}]","[{""flight_id"": ""INT6160"", ""alt"": 25000, ""time"": ""19:58"", ""wp"": ""WP1""}, {""flight_id"": ""INT3715"", ""alt"": 15000, ""time"": ""22:22"", ""wp"": ""WP2""}, {""flight_id"": ""INT4691"", ""alt"": 10000, ""time"": ""9:41"", ""wp"": ""WP1""}, {""flight_id"": ""INT2197"", ""alt"": 15000, ""time"": ""16:50"", ""wp"": ""WP3""}, {""flight_id"": ""INT6514"", ""alt"": 25000, ""time"": ""18:05"", ""wp"": ""WP4""}]",27,28,Positive,"[{""type"": ""War Zone"", ""wp"": ""WP3""}]",[],"[{""zone"": ""City Area"", ""alt"": [1933, 4243], ""time_range"": ""7:10-21:02""}]",Low,Winter,0.5,21
FL1014,BOM,BLR,1491,"[{""lat"": 68.8142, ""long"": 137.685, ""alt"": 15000, ""time"": ""22:03""}, {""lat"": -2.5214, ""long"": 11.1979, ""alt"": 25000, ""time"": ""2:45""}, {""lat"": -4.4238, ""long"": 143.9569, ""alt"": 30000, ""time"": ""18:14""}, {""lat"": -62.9487, ""long"": 87.9373, ""alt"": 10000, ""time"": ""6:57""}, {""lat"": 45.2673, ""long"": -57.8444, ""alt"": 25000, ""time"": ""23:05""}, {""lat"": 23.5396, ""long"": 148.0288, ""alt"": 20000, ""time"": ""15:40""}, {""lat"": 45.8576, ""long"": -101.8324, ""alt"": 10000, ""time"": ""21:49""}, {""lat"": -46.1558, ""long"": 166.3648, ""alt"": 20000, ""time"": ""5:39""}, {""lat"": 3.9673, ""long"": 173.266, ""alt"": 30000, ""time"": ""0:35""}, {""lat"": -75.2113, ""long"": -171.6417, ""alt"": 15000, ""time"": ""3:29""}, {""lat"": -47.3579, ""long"": -101.583, ""alt"": 25000, ""time"": ""23:10""}]","[{""flight_id"": ""INT9279"", ""alt"": 20000, ""time"": ""3:04"", ""wp"": ""WP4""}]",2,28,Positive,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP1""}, {""type"": ""War Zone"", ""wp"": ""WP3""}]","[{""alt"": 190, ""time"": ""21:24""}]","[{""zone"": ""City Area"", ""alt"": [2252, 5607], ""time_range"": ""9:35-20:17""}]",Low,Monsoon,0.79,4
FL1015,BOM,MAA,1417,"[{""lat"": 35.5782, ""long"": 110.1768, ""alt"": 15000, ""time"": ""12:23""}, {""lat"": -21.1832, ""long"": -127.2381, ""alt"": 30000, ""time"": ""21:03""}, {""lat"": 81.5502, ""long"": 41.4635, ""alt"": 30000, ""time"": ""13:14""}, {""lat"": -79.3691, ""long"": 85.601, ""alt"": 25000, ""time"": ""22:07""}, {""lat"": 25.7111, ""long"": -78.6473, ""alt"": 15000, ""time"": ""19:06""}, {""lat"": 6.0011, ""long"": 103.9906, ""alt"": 15000, ""time"": ""1:28""}, {""lat"": -28.7115, ""long"": 3.8185, ""alt"": 15000, ""time"": ""13:41""}, {""lat"": -44.4861, ""long"": 154.7627, ""alt"": 10000, ""time"": ""10:40""}, {""lat"": -5.8849, ""long"": -160.0402, ""alt"": 20000, ""time"": ""23:14""}, {""lat"": 68.2934, ""long"": -172.8641, ""alt"": 20000, ""time"": ""9:24""}, {""lat"": -71.2667, ""long"": -166.5292, ""alt"": 30000, ""time"": ""3:03""}, {""lat"": -14.4402, ""long"": -151.3078, ""alt"": 30000, ""time"": ""2:32""}]","[{""flight_id"": ""INT8909"", ""alt"": 25000, ""time"": ""20:13"", ""wp"": ""WP3""}, {""flight_id"": ""INT6954"", ""alt"": 10000, ""time"": ""9:01"", ""wp"": ""WP3""}, {""flight_id"": ""INT6783"", ""alt"": 10000, ""time"": ""19:25"", ""wp"": ""WP1""}, {""flight_id"": ""INT5571"", ""alt"": 15000, ""time"": ""20:05"", ""wp"": ""WP4""}]",10,2,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP5""}, {""type"": ""Govt"", ""wp"": ""WP3""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP3""}]","[{""alt"": 246, ""time"": ""10:43""}, {""alt"": 192, ""time"": ""4:02""}]","[{""zone"": ""Near Airport"", ""alt"": [2257, 3879], ""time_range"": ""6:52-20:08""}]",High,Summer,0.64,1
FL1016,VGA,HYD,244,"[{""lat"": 86.0004, ""long"": -121.6777, ""alt"": 30000, ""time"": ""19:17""}, {""lat"": 45.3842, ""long"": -136.617, ""alt"": 10000, ""time"": ""5:36""}, {""lat"": 52.7789, ""long"": 91.548, ""alt"": 30000, ""time"": ""23:28""}, {""lat"": -21.5899, ""long"": -162.8178, ""alt"": 30000, ""time"": ""6:17""}, {""lat"": -52.3198, ""long"": 17.8338, ""alt"": 10000, ""time"": ""23:18""}, {""lat"": -55.7387, ""long"": -70.9216, ""alt"": 25000, ""time"": ""3:00""}, {""lat"": -40.63, ""long"": 65.8216, ""alt"": 30000, ""time"": ""15:15""}, {""lat"": 59.6678, ""long"": 154.525, ""alt"": 30000, ""time"": ""6:46""}, {""lat"": -43.8114, ""long"": 35.4936, ""alt"": 20000, ""time"": ""13:20""}]","[{""flight_id"": ""INT9771"", ""alt"": 20000, ""time"": ""2:59"", ""wp"": ""WP3""}, {""flight_id"": ""INT4226"", ""alt"": 25000, ""time"": ""7:45"", ""wp"": ""WP1""}, {""flight_id"": ""INT8342"", ""alt"": 25000, ""time"": ""3:47"", ""wp"": ""WP2""}, {""flight_id"": ""INT3801"", ""alt"": 20000, ""time"": ""23:15"", ""wp"": ""WP2""}]",11,13,Negative,"[{""type"": ""Govt"", ""wp"": ""WP4""}, {""type"": ""War Zone"", ""wp"": ""WP5""}, {""type"": ""Govt"", ""wp"": ""WP2""}]","[{""alt"": 415, ""time"": ""18:58""}, {""alt"": 232, ""time"": ""0:05""}]","[{""zone"": ""Near Airport"", ""alt"": [2022, 5405], ""time_range"": ""10:58-21:33""}]",High,Summer,0.59,24
FL1017,DEL,BLR,567,"[{""lat"": 38.762, ""long"": 22.0596, ""alt"": 25000, ""time"": ""9:27""}, {""lat"": 74.0738, ""long"": -149.8596, ""alt"": 15000, ""time"": ""20:54""}, {""lat"": -89.1517, ""long"": -121.7266, ""alt"": 10000, ""time"": ""13:44""}, {""lat"": -8.8789, ""long"": -52.4155, ""alt"": 25000, ""time"": ""0:11""}, {""lat"": 35.6816, ""long"": -158.0154, ""alt"": 30000, ""time"": ""8:28""}, {""lat"": 25.1061, ""long"": 31.0429, ""alt"": 20000, ""time"": ""1:24""}, {""lat"": -60.3773, ""long"": 8.7666, ""alt"": 10000, ""time"": ""21:13""}, {""lat"": -31.4757, ""long"": -19.1199, ""alt"": 25000, ""time"": ""8:16""}, {""lat"": -89.0078, ""long"": -1.1599, ""alt"": 10000, ""time"": ""4:18""}, {""lat"": 59.7842, ""long"": 133.4939, ""alt"": 15000, ""time"": ""6:45""}, {""lat"": -76.5749, ""long"": -0.9114, ""alt"": 20000, ""time"": ""23:49""}, {""lat"": 23.4683, ""long"": -116.7721, ""alt"": 10000, ""time"": ""2:28""}, {""lat"": -85.8815, ""long"": -173.4463, ""alt"": 15000, ""time"": ""13:40""}]","[{""flight_id"": ""INT2288"", ""alt"": 20000, ""time"": ""19:17"", ""wp"": ""WP2""}, {""flight_id"": ""INT5956"", ""alt"": 20000, ""time"": ""0:17"", ""wp"": ""WP1""}, {""flight_id"": ""INT2112"", ""alt"": 10000, ""time"": ""7:10"", ""wp"": ""WP3""}]",25,26,No Impact,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP1""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP2""}]","[{""alt"": 487, ""time"": ""0:50""}, {""alt"": 262, ""time"": ""8:54""}, {""alt"": 110, ""time"": ""3:20""}]","[{""zone"": ""Near Airport"", ""alt"": [2532, 3956], ""time_range"": ""7:48-19:14""}]",Low,Monsoon,0.64,15
FL1018,VGA,DEL,716,"[{""lat"": -76.9277, ""long"": -6.3567, ""alt"": 30000, ""time"": ""11:07""}, {""lat"": 82.0222, ""long"": -176.8443, ""alt"": 30000, ""time"": ""8:56""}, {""lat"": -45.583, ""long"": -166.9926, ""alt"": 25000, ""time"": ""13:46""}, {""lat"": -25.5266, ""long"": 49.8311, ""alt"": 10000, ""time"": ""23:52""}, {""lat"": -42.268, ""long"": -82.7918, ""alt"": 30000, ""time"": ""19:16""}, {""lat"": -52.3609, ""long"": -144.3988, ""alt"": 10000, ""time"": ""9:16""}, {""lat"": -56.6663, ""long"": -81.2969, ""alt"": 10000, ""time"": ""10:44""}, {""lat"": -10.809, ""long"": 23.3588, ""alt"": 20000, ""time"": ""14:31""}, {""lat"": -53.0944, ""long"": 136.0765, ""alt"": 15000, ""time"": ""21:38""}]","[{""flight_id"": ""INT4226"", ""alt"": 20000, ""time"": ""19:27"", ""wp"": ""WP1""}, {""flight_id"": ""INT7129"", ""alt"": 15000, ""time"": ""23:42"", ""wp"": ""WP1""}, {""flight_id"": ""INT6858"", ""alt"": 10000, ""time"": ""21:00"", ""wp"": ""WP4""}, {""flight_id"": ""INT5935"", ""alt"": 25000, ""time"": ""12:17"", ""wp"": ""WP1""}, {""flight_id"": ""INT6883"", ""alt"": 20000, ""time"": ""16:49"", ""wp"": ""WP4""}]",24,15,Negative,"[{""type"": ""Govt"", ""wp"": ""WP1""}, {""type"": ""Govt"", ""wp"": ""WP2""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP5""}]",[],"[{""zone"": ""City Area"", ""alt"": [2204, 4708], ""time_range"": ""7:24-19:59""}]",High,Monsoon,0.72,23
FL1019,DEL,MAA,1481,"[{""lat"": 72.4376, ""long"": 104.4082, ""alt"": 30000, ""time"": ""6:17""}, {""lat"": -25.6033, ""long"": -138.6685, ""alt"": 10000, ""time"": ""9:38""}, {""lat"": -54.726, ""long"": 175.3423, ""alt"": 25000, ""time"": ""20:50""}, {""lat"": 4.8362, ""long"": 106.7977, ""alt"": 10000, ""time"": ""7:56""}, {""lat"": 54.9418, ""long"": -25.9175, ""alt"": 30000, ""time"": ""12:14""}, {""lat"": 39.7972, ""long"": -43.088, ""alt"": 10000, ""time"": ""9:41""}, {""lat"": -31.7828, ""long"": 36.2572, ""alt"": 15000, ""time"": ""17:40""}, {""lat"": 55.1008, ""long"": 100.1751, ""alt"": 10000, ""time"": ""12:20""}]","[{""flight_id"": ""INT5142"", ""alt"": 20000, ""time"": ""23:52"", ""wp"": ""WP2""}, {""flight_id"": ""INT1692"", ""alt"": 20000, ""time"": ""7:57"", ""wp"": ""WP2""}, {""flight_id"": ""INT6674"", ""alt"": 15000, ""time"": ""3:49"", ""wp"": ""WP3""}, {""flight_id"": ""INT1367"", ""alt"": 20000, ""time"": ""4:09"", ""wp"": ""WP1""}]",4,28,Positive,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP5""}]","[{""alt"": 261, ""time"": ""0:15""}, {""alt"": 321, ""time"": ""9:40""}]","[{""zone"": ""Near Airport"", ""alt"": [2859, 3648], ""time_range"": ""6:38-19:22""}]",Medium,Summer,0.39,5
FL1020,DEL,BOM,268,"[{""lat"": 24.8303, ""long"": -69.4746, ""alt"": 25000, ""time"": ""23:47""}, {""lat"": 35.192, ""long"": -171.3576, ""alt"": 25000, ""time"": ""23:39""}, {""lat"": 77.6473, ""long"": 127.8385, ""alt"": 10000, ""time"": ""3:29""}, {""lat"": -47.9891, ""long"": -60.2922, ""alt"": 15000, ""time"": ""19:37""}, {""lat"": -72.2545, ""long"": 85.3294, ""alt"": 30000, ""time"": ""6:30""}, {""lat"": -58.8889, ""long"": 173.3252, ""alt"": 30000, ""time"": ""6:27""}, {""lat"": -65.5699, ""long"": -7.1849, ""alt"": 30000, ""time"": ""16:46""}, {""lat"": -83.439, ""long"": -15.5127, ""alt"": 20000, ""time"": ""12:26""}, {""lat"": 14.6004, ""long"": -152.2922, ""alt"": 10000, ""time"": ""18:24""}, {""lat"": 72.7993, ""long"": -151.3631, ""alt"": 25000, ""time"": ""18:00""}, {""lat"": -49.7956, ""long"": -115.1122, ""alt"": 20000, ""time"": ""9:46""}, {""lat"": 0.025, ""long"": -115.7276, ""alt"": 15000, ""time"": ""9:42""}, {""lat"": -89.1786, ""long"": -142.5317, ""alt"": 15000, ""time"": ""2:31""}]","[{""flight_id"": ""INT3458"", ""alt"": 10000, ""time"": ""4:31"", ""wp"": ""WP2""}, {""flight_id"": ""INT1666"", ""alt"": 10000, ""time"": ""3:36"", ""wp"": ""WP1""}, {""flight_id"": ""INT4620"", ""alt"": 10000, ""time"": ""10:50"", ""wp"": ""WP1""}, {""flight_id"": ""INT4859"", ""alt"": 25000, ""time"": ""18:19"", ""wp"": ""WP4""}, {""flight_id"": ""INT9733"", ""alt"": 15000, ""time"": ""22:13"", ""wp"": ""WP3""}]",11,3,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP3""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP3""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP3""}]","[{""alt"": 197, ""time"": ""5:54""}, {""alt"": 468, ""time"": ""0:59""}, {""alt"": 481, ""time"": ""11:23""}]","[{""zone"": ""City Area"", ""alt"": [2679, 3397], ""time_range"": ""8:06-18:46""}]",Medium,Monsoon,0.68,18
FL1021,BOM,BLR,944,"[{""lat"": -1.2703, ""long"": 47.3401, ""alt"": 25000, ""time"": ""15:30""}, {""lat"": -51.5824, ""long"": -72.2944, ""alt"": 15000, ""time"": ""17:22""}, {""lat"": 71.8566, ""long"": 93.6364, ""alt"": 15000, ""time"": ""7:25""}, {""lat"": 85.7509, ""long"": 72.1835, ""alt"": 20000, ""time"": ""21:47""}, {""lat"": 2.9564, ""long"": -146.4583, ""alt"": 20000, ""time"": ""10:24""}, {""lat"": 89.4418, ""long"": -128.1535, ""alt"": 20000, ""time"": ""12:25""}, {""lat"": -67.7205, ""long"": -41.6289, ""alt"": 20000, ""time"": ""6:25""}, {""lat"": -64.4477, ""long"": 153.0718, ""alt"": 30000, ""time"": ""5:16""}, {""lat"": 64.3383, ""long"": 29.1054, ""alt"": 30000, ""time"": ""14:33""}, {""lat"": 82.241, ""long"": 29.0508, ""alt"": 10000, ""time"": ""14:49""}]","[{""flight_id"": ""INT5856"", ""alt"": 25000, ""time"": ""4:32"", ""wp"": ""WP3""}]",1,20,Negative,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP4""}]","[{""alt"": 263, ""time"": ""20:08""}]","[{""zone"": ""City Area"", ""alt"": [2584, 5560], ""time_range"": ""7:28-21:12""}]",High,Winter,0.37,19
FL1022,HYD,VGA,1455,"[{""lat"": 63.9354, ""long"": -97.1652, ""alt"": 15000, ""time"": ""18:51""}, {""lat"": -8.7262, ""long"": -32.9923, ""alt"": 10000, ""time"": ""5:57""}, {""lat"": 77.1599, ""long"": -136.9427, ""alt"": 30000, ""time"": ""10:21""}, {""lat"": -79.6534, ""long"": -127.7254, ""alt"": 15000, ""time"": ""14:31""}, {""lat"": -80.6474, ""long"": -1.0362, ""alt"": 15000, ""time"": ""13:48""}, {""lat"": -2.0123, ""long"": 97.0964, ""alt"": 10000, ""time"": ""1:58""}, {""lat"": 48.3409, ""long"": -141.1862, ""alt"": 30000, ""time"": ""14:35""}, {""lat"": 13.127, ""long"": 78.8803, ""alt"": 10000, ""time"": ""1:19""}]","[{""flight_id"": ""INT6023"", ""alt"": 15000, ""time"": ""6:35"", ""wp"": ""WP1""}]",0,15,No Impact,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP3""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP1""}, {""type"": ""Govt"", ""wp"": ""WP2""}]",[],"[{""zone"": ""City Area"", ""alt"": [1704, 4193], ""time_range"": ""8:31-22:34""}]",Low,Summer,0.5,0
FL1023,HYD,DEL,328,"[{""lat"": -73.8697, ""long"": 174.2526, ""alt"": 20000, ""time"": ""7:10""}, {""lat"": 7.9892, ""long"": 119.558, ""alt"": 10000, ""time"": ""3:05""}, {""lat"": -64.6584, ""long"": 115.5974, ""alt"": 15000, ""time"": ""22:57""}, {""lat"": -51.7646, ""long"": 125.2042, ""alt"": 25000, ""time"": ""23:18""}, {""lat"": -63.7356, ""long"": 109.2867, ""alt"": 20000, ""time"": ""17:47""}, {""lat"": -38.856, ""long"": -18.0548, ""alt"": 20000, ""time"": ""17:11""}, {""lat"": -84.7744, ""long"": 17.6825, ""alt"": 10000, ""time"": ""21:39""}, {""lat"": 6.5425, ""long"": -146.1388, ""alt"": 15000, ""time"": ""4:21""}, {""lat"": -4.2728, ""long"": 96.5519, ""alt"": 10000, ""time"": ""13:05""}, {""lat"": -62.2726, ""long"": 101.6919, ""alt"": 10000, ""time"": ""19:52""}, {""lat"": -5.0737, ""long"": -55.6313, ""alt"": 30000, ""time"": ""7:59""}, {""lat"": -41.9938, ""long"": 163.3877, ""alt"": 20000, ""time"": ""7:35""}, {""lat"": -87.5464, ""long"": 68.1773, ""alt"": 10000, ""time"": ""8:45""}]","[{""flight_id"": ""INT8562"", ""alt"": 15000, ""time"": ""16:49"", ""wp"": ""WP3""}, {""flight_id"": ""INT8841"", ""alt"": 15000, ""time"": ""19:53"", ""wp"": ""WP4""}, {""flight_id"": ""INT8637"", ""alt"": 15000, ""time"": ""13:42"", ""wp"": ""WP3""}, {""flight_id"": ""INT1327"", ""alt"": 25000, ""time"": ""20:35"", ""wp"": ""WP2""}]",30,1,Positive,"[{""type"": ""Govt"", ""wp"": ""WP2""}, {""type"": ""War Zone"", ""wp"": ""WP4""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP5""}]","[{""alt"": 225, ""time"": ""1:02""}, {""alt"": 493, ""time"": ""23:15""}, {""alt"": 490, ""time"": ""5:48""}]","[{""zone"": ""Near Airport"", ""alt"": [2673, 5436], ""time_range"": ""8:20-18:48""}]",Low,Monsoon,0.59,19
FL1024,HYD,BLR,1046,"[{""lat"": -33.0425, ""long"": 5.7403, ""alt"": 25000, ""time"": ""14:18""}, {""lat"": 53.6563, ""long"": 139.0481, ""alt"": 15000, ""time"": ""18:07""}, {""lat"": -16.6059, ""long"": 119.6316, ""alt"": 10000, ""time"": ""2:37""}, {""lat"": -55.3276, ""long"": 80.3402, ""alt"": 20000, ""time"": ""21:12""}, {""lat"": -85.6345, ""long"": -75.3293, ""alt"": 20000, ""time"": ""1:07""}, {""lat"": -12.2747, ""long"": -7.461, ""alt"": 20000, ""time"": ""21:49""}, {""lat"": -65.1814, ""long"": 153.2864, ""alt"": 15000, ""time"": ""16:00""}]","[{""flight_id"": ""INT5862"", ""alt"": 25000, ""time"": ""19:38"", ""wp"": ""WP2""}, {""flight_id"": ""INT9868"", ""alt"": 20000, ""time"": ""10:41"", ""wp"": ""WP4""}, {""flight_id"": ""INT7692"", ""alt"": 20000, ""time"": ""23:28"", ""wp"": ""WP2""}]",20,11,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP2""}, {""type"": ""Govt"", ""wp"": ""WP2""}]","[{""alt"": 387, ""time"": ""22:32""}, {""alt"": 488, ""time"": ""3:29""}, {""alt"": 123, ""time"": ""3:30""}]","[{""zone"": ""City Area"", ""alt"": [1464, 5681], ""time_range"": ""7:15-19:09""}]",Low,Winter,0.48,8
FL1025,DEL,BOM,933,"[{""lat"": 81.1359, ""long"": -12.1526, ""alt"": 30000, ""time"": ""13:08""}, {""lat"": -22.7021, ""long"": 154.9052, ""alt"": 15000, ""time"": ""1:49""}, {""lat"": -17.9201, ""long"": 137.9563, ""alt"": 10000, ""time"": ""12:02""}, {""lat"": -53.4452, ""long"": -18.7185, ""alt"": 20000, ""time"": ""15:51""}, {""lat"": -71.7263, ""long"": 141.3841, ""alt"": 25000, ""time"": ""1:33""}, {""lat"": -3.6188, ""long"": -3.4957, ""alt"": 15000, ""time"": ""1:55""}, {""lat"": 78.7346, ""long"": -6.9455, ""alt"": 15000, ""time"": ""1:27""}, {""lat"": -44.1473, ""long"": -66.4581, ""alt"": 25000, ""time"": ""10:35""}, {""lat"": 20.5667, ""long"": 49.746, ""alt"": 20000, ""time"": ""6:29""}]","[{""flight_id"": ""INT8162"", ""alt"": 25000, ""time"": ""2:51"", ""wp"": ""WP1""}, {""flight_id"": ""INT3676"", ""alt"": 10000, ""time"": ""20:35"", ""wp"": ""WP3""}, {""flight_id"": ""INT6785"", ""alt"": 25000, ""time"": ""9:48"", ""wp"": ""WP2""}, {""flight_id"": ""INT7030"", ""alt"": 20000, ""time"": ""7:35"", ""wp"": ""WP3""}, {""flight_id"": ""INT8941"", ""alt"": 20000, ""time"": ""20:09"", ""wp"": ""WP2""}]",26,18,Positive,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP2""}, {""type"": ""Govt"", ""wp"": ""WP2""}, {""type"": ""War Zone"", ""wp"": ""WP3""}]",[],"[{""zone"": ""Near Airport"", ""alt"": [2876, 4933], ""time_range"": ""7:17-18:58""}]",Low,Summer,0.68,26
