Flight ID,Destination,Airline,Aircraft Type,Scheduled Departure,Scheduled Arrival,Actual Departure,Actual Arrival,Traffic Volume (Nearby Flights ±5 mins),Sector Congestion (Intersections),Special Event (Rating out of 10),Day of the Week,Time of the Day,Weather Condition,Airport Operating Hours (Origin),Airport Operating Hours (Destination),Actual Travel Distance (Time Taken in mins),Suggested Travel Distance (Optimal Time in mins)
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,11:08 PM,9:26 PM,11:15 PM,6 flights scheduled within +/-5 mins,10:41 - Flight XYZ-ABC at 29984 ft,10,Wednesday,Afternoon,Rain,05:00-23:00,05:00-23:00,61,51
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:19 PM,12:46 PM,2:05 PM,1 flights scheduled within +/-5 mins,10:15 - Flight XYZ-ABC at 21158 ft,7,Sunday,Afternoon,Rain,05:00-23:00,05:00-23:00,47,55
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,1:58 PM,3:37 PM,5:23 PM,5 flights scheduled within +/-5 mins,7:11 - Flight XYZ-ABC at 18789 ft,10,Monday,Evening,Fog,05:00-23:00,05:00-23:00,64,49
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:58 PM,2:21 PM,4:13 PM,6 flights scheduled within +/-5 mins,7:21 - Flight XYZ-ABC at 27656 ft,10,Tuesday,Morning,Rain,05:00-23:00,05:00-23:00,45,49
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:16 PM,3:03 PM,4:13 PM,6 flights scheduled within +/-5 mins,10:39 - Flight XYZ-ABC at 16406 ft,0,Monday,Afternoon,Clear,05:00-23:00,05:00-23:00,57,47
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,5:56 PM,4:48 PM,6:02 PM,5 flights scheduled within +/-5 mins,8:25 - Flight XYZ-ABC at 29748 ft,10,Friday,Morning,Fog,05:00-23:00,05:00-23:00,46,54
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:33 PM,6:18 PM,7:33 PM,3 flights scheduled within +/-5 mins,9:28 - Flight XYZ-ABC at 16823 ft,0,Wednesday,Evening,Fog,05:00-23:00,05:00-23:00,65,52
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:24 PM,6:08 PM,7:59 PM,5 flights scheduled within +/-5 mins,10:37 - Flight XYZ-ABC at 17783 ft,5,Sunday,Afternoon,Rain,05:00-23:00,05:00-23:00,61,55
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:37 PM,6:59 PM,8:14 PM,3 flights scheduled within +/-5 mins,7:20 - Flight XYZ-ABC at 19605 ft,0,Thursday,Evening,Fog,05:00-23:00,05:00-23:00,47,49
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,9:09 PM,7:04 PM,8:38 PM,1 flights scheduled within +/-5 mins,7:31 - Flight XYZ-ABC at 23245 ft,0,Sunday,Morning,Clear,05:00-23:00,05:00-23:00,48,49
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:22 PM,7:19 PM,8:20 PM,5 flights scheduled within +/-5 mins,7:35 - Flight XYZ-ABC at 29750 ft,5,Tuesday,Morning,Clear,05:00-23:00,05:00-23:00,56,50
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:23 PM,7:53 PM,9:41 PM,3 flights scheduled within +/-5 mins,10:47 - Flight XYZ-ABC at 27119 ft,10,Saturday,Morning,Clear,05:00-23:00,05:00-23:00,64,46
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:51 PM,8:37 PM,9:58 PM,2 flights scheduled within +/-5 mins,8:52 - Flight XYZ-ABC at 19617 ft,10,Saturday,Afternoon,Rain,05:00-23:00,05:00-23:00,64,48
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:38 PM,9:10 PM,10:14 PM,1 flights scheduled within +/-5 mins,8:48 - Flight XYZ-ABC at 17226 ft,10,Saturday,Afternoon,Clear,05:00-23:00,05:00-23:00,52,51
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:21 PM,9:21 PM,10:23 PM,2 flights scheduled within +/-5 mins,9:41 - Flight XYZ-ABC at 16577 ft,0,Thursday,Evening,Rain,05:00-23:00,05:00-23:00,46,48
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:41 PM,9:26 PM,10:34 PM,6 flights scheduled within +/-5 mins,8:44 - Flight XYZ-ABC at 28780 ft,10,Thursday,Morning,Fog,05:00-23:00,05:00-23:00,59,51
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,1:47 PM,12:46 PM,2:28 PM,4 flights scheduled within +/-5 mins,9:42 - Flight XYZ-ABC at 17356 ft,0,Sunday,Morning,Fog,05:00-23:00,05:00-23:00,47,47
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:51 PM,3:37 PM,4:51 PM,5 flights scheduled within +/-5 mins,10:50 - Flight XYZ-ABC at 27601 ft,0,Sunday,Evening,Clear,05:00-23:00,05:00-23:00,51,55
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,4:00 PM,2:21 PM,3:45 PM,1 flights scheduled within +/-5 mins,7:58 - Flight XYZ-ABC at 15957 ft,7,Monday,Evening,Clear,05:00-23:00,05:00-23:00,60,45
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,3:45 PM,3:03 PM,4:34 PM,5 flights scheduled within +/-5 mins,7:58 - Flight XYZ-ABC at 24538 ft,10,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,54,50
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:30 PM,4:48 PM,6:36 PM,2 flights scheduled within +/-5 mins,9:39 - Flight XYZ-ABC at 18281 ft,5,Monday,Evening,Rain,05:00-23:00,05:00-23:00,56,50
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:35 PM,6:18 PM,7:52 PM,5 flights scheduled within +/-5 mins,9:21 - Flight XYZ-ABC at 28776 ft,10,Saturday,Afternoon,Rain,05:00-23:00,05:00-23:00,65,45
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:24 PM,6:08 PM,7:51 PM,4 flights scheduled within +/-5 mins,9:32 - Flight XYZ-ABC at 15493 ft,7,Friday,Evening,Rain,05:00-23:00,05:00-23:00,52,49
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:06 PM,6:59 PM,8:27 PM,3 flights scheduled within +/-5 mins,8:26 - Flight XYZ-ABC at 29035 ft,7,Wednesday,Afternoon,Clear,05:00-23:00,05:00-23:00,53,51
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:21 PM,7:04 PM,8:49 PM,3 flights scheduled within +/-5 mins,7:26 - Flight XYZ-ABC at 24232 ft,10,Friday,Evening,Rain,05:00-23:00,05:00-23:00,55,47
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:42 PM,7:19 PM,8:50 PM,2 flights scheduled within +/-5 mins,7:43 - Flight XYZ-ABC at 15193 ft,0,Friday,Evening,Rain,05:00-23:00,05:00-23:00,53,52
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:27 PM,7:53 PM,9:07 PM,1 flights scheduled within +/-5 mins,9:11 - Flight XYZ-ABC at 27391 ft,7,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,65,52
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:29 PM,8:37 PM,9:41 PM,4 flights scheduled within +/-5 mins,7:10 - Flight XYZ-ABC at 27166 ft,0,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,50,53
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:50 PM,9:10 PM,10:19 PM,4 flights scheduled within +/-5 mins,10:32 - Flight XYZ-ABC at 17424 ft,0,Tuesday,Morning,Rain,05:00-23:00,05:00-23:00,53,53
AI468,Delhi (DEL),Air India,A319,9:10 PM,11:00 PM,9:21 PM,10:35 PM,1 flights scheduled within +/-5 mins,8:20 - Flight XYZ-ABC at 21629 ft,7,Thursday,Evening,Fog,05:00-23:00,05:00-23:00,45,55
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:49 PM,9:26 PM,10:44 PM,3 flights scheduled within +/-5 mins,7:47 - Flight XYZ-ABC at 27046 ft,10,Monday,Afternoon,Clear,05:00-23:00,05:00-23:00,48,54
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,1:54 PM,12:46 PM,2:35 PM,5 flights scheduled within +/-5 mins,8:52 - Flight XYZ-ABC at 16330 ft,7,Saturday,Evening,Rain,05:00-23:00,05:00-23:00,53,48
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:34 PM,3:37 PM,5:00 PM,6 flights scheduled within +/-5 mins,7:26 - Flight XYZ-ABC at 23798 ft,7,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,50,45
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:57 PM,2:21 PM,3:37 PM,2 flights scheduled within +/-5 mins,9:21 - Flight XYZ-ABC at 17329 ft,0,Sunday,Morning,Fog,05:00-23:00,05:00-23:00,47,50
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:32 PM,3:03 PM,4:12 PM,6 flights scheduled within +/-5 mins,8:36 - Flight XYZ-ABC at 26382 ft,7,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,64,48
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,5:55 PM,4:48 PM,6:08 PM,3 flights scheduled within +/-5 mins,7:19 - Flight XYZ-ABC at 29455 ft,0,Tuesday,Morning,Fog,05:00-23:00,05:00-23:00,56,51
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:36 PM,6:18 PM,7:22 PM,1 flights scheduled within +/-5 mins,9:22 - Flight XYZ-ABC at 20969 ft,10,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,57,47
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,8:02 PM,6:08 PM,7:13 PM,3 flights scheduled within +/-5 mins,10:11 - Flight XYZ-ABC at 29574 ft,0,Wednesday,Morning,Rain,05:00-23:00,05:00-23:00,59,53
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:25 PM,6:59 PM,8:17 PM,3 flights scheduled within +/-5 mins,9:13 - Flight XYZ-ABC at 15456 ft,5,Thursday,Evening,Rain,05:00-23:00,05:00-23:00,59,55
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,9:07 PM,7:04 PM,8:58 PM,2 flights scheduled within +/-5 mins,7:53 - Flight XYZ-ABC at 20135 ft,7,Thursday,Evening,Rain,05:00-23:00,05:00-23:00,51,46
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:26 PM,7:19 PM,9:19 PM,1 flights scheduled within +/-5 mins,10:15 - Flight XYZ-ABC at 28967 ft,5,Sunday,Afternoon,Rain,05:00-23:00,05:00-23:00,56,53
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:49 PM,7:53 PM,9:08 PM,5 flights scheduled within +/-5 mins,10:32 - Flight XYZ-ABC at 28584 ft,5,Saturday,Afternoon,Clear,05:00-23:00,05:00-23:00,63,54
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,10:13 PM,8:37 PM,9:37 PM,2 flights scheduled within +/-5 mins,9:18 - Flight XYZ-ABC at 27983 ft,7,Thursday,Morning,Rain,05:00-23:00,05:00-23:00,50,51
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:48 PM,9:10 PM,10:39 PM,4 flights scheduled within +/-5 mins,8:22 - Flight XYZ-ABC at 24977 ft,10,Friday,Morning,Clear,05:00-23:00,05:00-23:00,47,52
AI468,Delhi (DEL),Air India,A319,9:10 PM,11:08 PM,9:21 PM,10:28 PM,2 flights scheduled within +/-5 mins,9:39 - Flight XYZ-ABC at 22533 ft,10,Friday,Evening,Rain,05:00-23:00,05:00-23:00,57,47
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:28 PM,9:26 PM,10:31 PM,4 flights scheduled within +/-5 mins,7:13 - Flight XYZ-ABC at 23111 ft,0,Friday,Evening,Fog,05:00-23:00,05:00-23:00,65,45
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:34 PM,12:46 PM,2:09 PM,3 flights scheduled within +/-5 mins,9:18 - Flight XYZ-ABC at 20134 ft,5,Friday,Morning,Fog,05:00-23:00,05:00-23:00,57,49
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:33 PM,3:37 PM,5:21 PM,5 flights scheduled within +/-5 mins,7:46 - Flight XYZ-ABC at 27429 ft,5,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,64,46
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:48 PM,2:21 PM,4:13 PM,1 flights scheduled within +/-5 mins,10:30 - Flight XYZ-ABC at 21511 ft,7,Thursday,Afternoon,Fog,05:00-23:00,05:00-23:00,63,49
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:39 PM,3:03 PM,4:56 PM,4 flights scheduled within +/-5 mins,10:32 - Flight XYZ-ABC at 27292 ft,0,Sunday,Morning,Rain,05:00-23:00,05:00-23:00,46,51
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:06 PM,4:48 PM,6:16 PM,1 flights scheduled within +/-5 mins,10:18 - Flight XYZ-ABC at 29055 ft,5,Sunday,Evening,Fog,05:00-23:00,05:00-23:00,51,45
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:27 PM,6:18 PM,7:32 PM,4 flights scheduled within +/-5 mins,8:31 - Flight XYZ-ABC at 26127 ft,5,Monday,Morning,Clear,05:00-23:00,05:00-23:00,45,50
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:10 PM,6:08 PM,7:44 PM,1 flights scheduled within +/-5 mins,8:16 - Flight XYZ-ABC at 28902 ft,5,Sunday,Afternoon,Fog,05:00-23:00,05:00-23:00,51,45
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:40 PM,6:59 PM,8:48 PM,1 flights scheduled within +/-5 mins,10:46 - Flight XYZ-ABC at 28735 ft,0,Saturday,Evening,Fog,05:00-23:00,05:00-23:00,47,51
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:54 PM,7:04 PM,8:07 PM,3 flights scheduled within +/-5 mins,10:55 - Flight XYZ-ABC at 25598 ft,5,Wednesday,Afternoon,Clear,05:00-23:00,05:00-23:00,50,53
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:43 PM,7:19 PM,8:26 PM,4 flights scheduled within +/-5 mins,8:59 - Flight XYZ-ABC at 19296 ft,7,Friday,Afternoon,Rain,05:00-23:00,05:00-23:00,64,54
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:38 PM,7:53 PM,9:53 PM,2 flights scheduled within +/-5 mins,7:51 - Flight XYZ-ABC at 29752 ft,5,Saturday,Morning,Rain,05:00-23:00,05:00-23:00,65,53
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:17 PM,8:37 PM,10:16 PM,5 flights scheduled within +/-5 mins,10:54 - Flight XYZ-ABC at 24150 ft,0,Sunday,Afternoon,Fog,05:00-23:00,05:00-23:00,65,48
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:47 PM,9:10 PM,10:52 PM,3 flights scheduled within +/-5 mins,9:24 - Flight XYZ-ABC at 23348 ft,7,Thursday,Afternoon,Clear,05:00-23:00,05:00-23:00,60,54
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:58 PM,9:21 PM,10:23 PM,6 flights scheduled within +/-5 mins,7:13 - Flight XYZ-ABC at 19279 ft,5,Monday,Afternoon,Fog,05:00-23:00,05:00-23:00,52,47
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:46 PM,9:26 PM,11:00 PM,6 flights scheduled within +/-5 mins,9:56 - Flight XYZ-ABC at 23227 ft,7,Monday,Evening,Rain,05:00-23:00,05:00-23:00,59,45
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:24 PM,12:46 PM,2:10 PM,2 flights scheduled within +/-5 mins,8:32 - Flight XYZ-ABC at 21621 ft,7,Saturday,Afternoon,Clear,05:00-23:00,05:00-23:00,57,45
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:29 PM,3:37 PM,5:31 PM,3 flights scheduled within +/-5 mins,10:52 - Flight XYZ-ABC at 15570 ft,0,Saturday,Evening,Clear,05:00-23:00,05:00-23:00,60,54
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:49 PM,2:21 PM,3:54 PM,1 flights scheduled within +/-5 mins,8:33 - Flight XYZ-ABC at 26445 ft,10,Sunday,Evening,Fog,05:00-23:00,05:00-23:00,45,46
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:40 PM,3:03 PM,4:36 PM,4 flights scheduled within +/-5 mins,9:27 - Flight XYZ-ABC at 21132 ft,7,Sunday,Morning,Fog,05:00-23:00,05:00-23:00,50,54
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:00 PM,4:48 PM,6:43 PM,2 flights scheduled within +/-5 mins,9:58 - Flight XYZ-ABC at 20410 ft,7,Thursday,Morning,Fog,05:00-23:00,05:00-23:00,65,54
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:36 PM,6:18 PM,7:53 PM,2 flights scheduled within +/-5 mins,9:10 - Flight XYZ-ABC at 22397 ft,7,Wednesday,Afternoon,Clear,05:00-23:00,05:00-23:00,65,45
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:41 PM,6:08 PM,8:04 PM,3 flights scheduled within +/-5 mins,8:12 - Flight XYZ-ABC at 17774 ft,7,Sunday,Evening,Clear,05:00-23:00,05:00-23:00,65,46
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:08 PM,6:59 PM,8:01 PM,1 flights scheduled within +/-5 mins,10:33 - Flight XYZ-ABC at 21062 ft,5,Saturday,Afternoon,Clear,05:00-23:00,05:00-23:00,54,48
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:36 PM,7:04 PM,8:35 PM,3 flights scheduled within +/-5 mins,8:27 - Flight XYZ-ABC at 29689 ft,0,Friday,Afternoon,Clear,05:00-23:00,05:00-23:00,63,50
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:42 PM,7:19 PM,8:36 PM,4 flights scheduled within +/-5 mins,9:27 - Flight XYZ-ABC at 25459 ft,5,Saturday,Evening,Clear,05:00-23:00,05:00-23:00,62,45
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:05 PM,7:53 PM,9:16 PM,1 flights scheduled within +/-5 mins,7:15 - Flight XYZ-ABC at 22132 ft,0,Friday,Morning,Fog,05:00-23:00,05:00-23:00,62,52
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:26 PM,8:37 PM,9:59 PM,1 flights scheduled within +/-5 mins,8:17 - Flight XYZ-ABC at 28088 ft,0,Thursday,Morning,Fog,05:00-23:00,05:00-23:00,57,53
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:29 PM,9:10 PM,10:36 PM,5 flights scheduled within +/-5 mins,7:30 - Flight XYZ-ABC at 28754 ft,10,Friday,Evening,Clear,05:00-23:00,05:00-23:00,54,55
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:45 PM,9:21 PM,10:28 PM,1 flights scheduled within +/-5 mins,8:42 - Flight XYZ-ABC at 16730 ft,5,Wednesday,Afternoon,Fog,05:00-23:00,05:00-23:00,53,45
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:42 PM,9:26 PM,11:08 PM,2 flights scheduled within +/-5 mins,10:31 - Flight XYZ-ABC at 16678 ft,10,Thursday,Afternoon,Clear,05:00-23:00,05:00-23:00,53,50
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:31 PM,12:46 PM,2:30 PM,3 flights scheduled within +/-5 mins,10:33 - Flight XYZ-ABC at 26904 ft,5,Saturday,Afternoon,Fog,05:00-23:00,05:00-23:00,64,52
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:03 PM,3:37 PM,5:00 PM,5 flights scheduled within +/-5 mins,7:10 - Flight XYZ-ABC at 29833 ft,10,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,49,55
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,4:05 PM,2:21 PM,3:28 PM,5 flights scheduled within +/-5 mins,7:17 - Flight XYZ-ABC at 17294 ft,7,Wednesday,Evening,Clear,05:00-23:00,05:00-23:00,54,51
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,3:55 PM,3:03 PM,4:46 PM,6 flights scheduled within +/-5 mins,8:14 - Flight XYZ-ABC at 23203 ft,5,Wednesday,Evening,Fog,05:00-23:00,05:00-23:00,53,53
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:44 PM,4:48 PM,6:48 PM,4 flights scheduled within +/-5 mins,9:35 - Flight XYZ-ABC at 27048 ft,5,Tuesday,Evening,Fog,05:00-23:00,05:00-23:00,55,46
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:44 PM,6:18 PM,7:32 PM,3 flights scheduled within +/-5 mins,8:30 - Flight XYZ-ABC at 18889 ft,7,Friday,Morning,Fog,05:00-23:00,05:00-23:00,45,45
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:47 PM,6:08 PM,7:11 PM,6 flights scheduled within +/-5 mins,8:22 - Flight XYZ-ABC at 25236 ft,7,Tuesday,Afternoon,Clear,05:00-23:00,05:00-23:00,58,49
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,7:59 PM,6:59 PM,8:30 PM,5 flights scheduled within +/-5 mins,10:48 - Flight XYZ-ABC at 16494 ft,5,Tuesday,Afternoon,Clear,05:00-23:00,05:00-23:00,63,49
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:44 PM,7:04 PM,8:45 PM,3 flights scheduled within +/-5 mins,10:12 - Flight XYZ-ABC at 19085 ft,5,Saturday,Afternoon,Rain,05:00-23:00,05:00-23:00,61,50
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:21 PM,7:19 PM,9:09 PM,6 flights scheduled within +/-5 mins,10:20 - Flight XYZ-ABC at 20819 ft,0,Friday,Afternoon,Clear,05:00-23:00,05:00-23:00,55,48
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:30 PM,7:53 PM,9:05 PM,5 flights scheduled within +/-5 mins,7:27 - Flight XYZ-ABC at 22386 ft,10,Thursday,Morning,Fog,05:00-23:00,05:00-23:00,61,46
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:18 PM,8:37 PM,9:45 PM,4 flights scheduled within +/-5 mins,10:40 - Flight XYZ-ABC at 18888 ft,5,Friday,Afternoon,Clear,05:00-23:00,05:00-23:00,58,49
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:21 PM,9:10 PM,11:06 PM,6 flights scheduled within +/-5 mins,7:54 - Flight XYZ-ABC at 28130 ft,5,Wednesday,Morning,Rain,05:00-23:00,05:00-23:00,57,50
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:54 PM,9:21 PM,10:59 PM,1 flights scheduled within +/-5 mins,9:20 - Flight XYZ-ABC at 26425 ft,10,Tuesday,Morning,Clear,05:00-23:00,05:00-23:00,46,47
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:32 PM,9:26 PM,10:41 PM,4 flights scheduled within +/-5 mins,8:28 - Flight XYZ-ABC at 17377 ft,10,Monday,Evening,Clear,05:00-23:00,05:00-23:00,57,45
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:04 PM,12:46 PM,2:20 PM,2 flights scheduled within +/-5 mins,9:31 - Flight XYZ-ABC at 17209 ft,0,Wednesday,Evening,Fog,05:00-23:00,05:00-23:00,55,55
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:30 PM,3:37 PM,4:55 PM,5 flights scheduled within +/-5 mins,10:41 - Flight XYZ-ABC at 15633 ft,0,Saturday,Afternoon,Clear,05:00-23:00,05:00-23:00,48,48
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:40 PM,2:21 PM,3:36 PM,4 flights scheduled within +/-5 mins,7:11 - Flight XYZ-ABC at 17024 ft,10,Wednesday,Morning,Fog,05:00-23:00,05:00-23:00,56,50
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:36 PM,3:03 PM,4:54 PM,1 flights scheduled within +/-5 mins,8:32 - Flight XYZ-ABC at 28181 ft,10,Wednesday,Evening,Rain,05:00-23:00,05:00-23:00,55,48
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:23 PM,4:48 PM,5:55 PM,1 flights scheduled within +/-5 mins,7:29 - Flight XYZ-ABC at 24573 ft,7,Friday,Afternoon,Rain,05:00-23:00,05:00-23:00,54,53
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:40 PM,6:18 PM,7:54 PM,2 flights scheduled within +/-5 mins,10:25 - Flight XYZ-ABC at 21201 ft,5,Tuesday,Morning,Clear,05:00-23:00,05:00-23:00,47,47
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:19 PM,6:08 PM,7:45 PM,4 flights scheduled within +/-5 mins,7:12 - Flight XYZ-ABC at 28022 ft,10,Friday,Afternoon,Fog,05:00-23:00,05:00-23:00,56,49
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:31 PM,6:59 PM,8:13 PM,5 flights scheduled within +/-5 mins,7:24 - Flight XYZ-ABC at 23144 ft,5,Saturday,Evening,Rain,05:00-23:00,05:00-23:00,64,51
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:52 PM,7:04 PM,8:13 PM,4 flights scheduled within +/-5 mins,8:42 - Flight XYZ-ABC at 26291 ft,7,Sunday,Evening,Fog,05:00-23:00,05:00-23:00,62,50
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:26 PM,7:19 PM,8:23 PM,4 flights scheduled within +/-5 mins,9:22 - Flight XYZ-ABC at 16252 ft,10,Saturday,Afternoon,Fog,05:00-23:00,05:00-23:00,63,45
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:36 PM,7:53 PM,9:30 PM,6 flights scheduled within +/-5 mins,10:57 - Flight XYZ-ABC at 15199 ft,10,Monday,Evening,Rain,05:00-23:00,05:00-23:00,63,49
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,10:04 PM,8:37 PM,10:14 PM,4 flights scheduled within +/-5 mins,10:41 - Flight XYZ-ABC at 23864 ft,5,Friday,Morning,Fog,05:00-23:00,05:00-23:00,63,49
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:07 PM,9:10 PM,10:14 PM,4 flights scheduled within +/-5 mins,10:45 - Flight XYZ-ABC at 20971 ft,5,Saturday,Morning,Fog,05:00-23:00,05:00-23:00,57,47
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:20 PM,9:21 PM,10:23 PM,6 flights scheduled within +/-5 mins,8:57 - Flight XYZ-ABC at 29532 ft,10,Thursday,Afternoon,Clear,05:00-23:00,05:00-23:00,61,46
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:42 PM,9:26 PM,11:20 PM,3 flights scheduled within +/-5 mins,10:21 - Flight XYZ-ABC at 16255 ft,5,Friday,Morning,Rain,05:00-23:00,05:00-23:00,64,49
