Pilot ID,Performance Level,Training Hours,Simulator Hours,Flight Experience (Years),Training Score,Performance Score,Incidents,Accidents,Aircraft Types Flown,Last Check Ride Score,Reaction Time (ms),Stress Level,Sleep Quality,Cognitive Flexibility Score,Psychological Condition Index
P070,Unacceptable,903.73,191.84,14.22,65.55,10.69,1.25,0.21,3.31,61.4,179.95,1.25,3.45,50.95,44.24
P070,Unacceptable,912.29,123.05,11.86,54.69,55.17,1.99,0.94,1.07,60.97,231.79,3.45,0.75,56.11,41.37
P070,Unacceptable,180.86,117.6,22.31,58.43,50.02,0.24,0.79,1.38,51.92,250.51,3.55,1.2,41.69,37.26
P070,Unacceptable,677.81,268.61,21.38,53.88,46.13,2.43,0.79,1.33,54.36,260.72,3.96,6.41,44.18,46.2
P070,Unacceptable,455.62,381.33,3.4,52.05,4.06,2.33,0.43,4.71,64.86,293.22,1.94,3.33,55.84,56.09
P070,Unacceptable,834.4,98.16,8.11,47.74,8.22,1.14,1.04,2.93,45.32,175.75,2.19,5.98,30.13,48.7
P070,Unacceptable,257.08,277.6,10.08,37.89,23.54,2.14,0.77,2.91,63.21,175.3,1.39,1.93,37.0,51.74
P070,Unacceptable,176.75,303.89,7.29,44.46,0.36,1.59,0.57,5.0,34.21,248.46,1.9,1.72,31.78,27.3
P070,Unacceptable,552.86,529.47,16.57,44.87,60.7,1.36,0.26,1.2,55.78,194.49,1.13,4.03,44.28,39.59
P070,Unacceptable,407.3,65.99,18.58,48.18,12.17,1.83,0.72,2.39,62.71,241.29,3.11,1.99,46.94,40.39
P070,Unacceptable,312.29,73.28,14.19,34.51,66.02,3.02,0.46,6.41,35.02,219.66,1.83,5.71,44.92,55.77
P070,Unacceptable,954.74,434.81,12.77,45.77,32.6,0.63,0.72,2.35,41.35,210.51,1.05,1.72,47.53,47.43
P070,Unacceptable,179.33,176.56,6.52,55.81,30.71,0.39,0.55,2.77,46.74,152.76,4.44,0.88,46.51,45.74
P070,Unacceptable,385.48,113.21,21.0,45.7,36.4,2.16,0.63,4.5,32.56,157.67,4.06,4.14,48.44,50.67
P070,Unacceptable,294.75,276.98,12.45,50.24,22.21,2.17,0.13,3.28,36.7,279.95,1.84,1.44,43.21,33.66
P070,Unacceptable,354.42,384.06,5.2,39.26,30.74,1.37,0.04,5.03,41.79,174.19,3.17,1.64,45.69,36.23
P070,Unacceptable,648.43,178.48,7.96,38.83,56.88,0.18,1.09,3.69,38.07,217.08,1.23,3.46,41.03,49.34
P070,Unacceptable,272.16,62.75,23.17,43.64,30.67,1.51,0.17,1.24,52.39,153.27,1.01,1.85,55.97,45.89
P070,Unacceptable,563.57,112.76,12.88,62.7,1.74,0.95,0.89,2.89,31.77,160.2,2.91,3.87,36.36,44.52
P070,Unacceptable,239.44,131.45,7.21,44.06,5.6,0.88,0.28,1.07,38.57,272.75,1.63,0.84,42.58,45.41
P070,Unacceptable,628.7,164.68,2.77,54.97,18.59,2.41,0.4,1.65,42.83,311.65,3.96,3.99,45.48,33.75
P070,Unacceptable,265.24,237.03,6.49,56.4,52.29,0.47,0.3,2.54,54.01,154.71,3.63,2.78,51.27,32.58
P070,Unacceptable,469.79,406.22,5.28,65.38,51.9,1.85,0.23,6.82,32.67,225.66,2.45,1.3,40.6,56.33
P070,Unacceptable,179.04,212.58,12.09,59.74,24.14,0.05,0.69,3.71,34.7,159.06,3.11,1.3,57.62,33.09
P070,Unacceptable,301.68,349.5,12.89,33.3,11.58,2.31,1.17,3.78,46.75,296.17,2.7,2.04,31.81,67.79
P070,Unacceptable,433.25,192.13,5.37,36.14,31.62,0.37,1.29,0.77,50.15,184.42,1.73,4.47,37.74,39.22
P070,Unacceptable,452.69,205.06,2.83,39.8,38.2,0.09,0.29,4.44,43.01,230.57,0.82,4.75,47.16,49.67
P070,Unacceptable,333.85,193.55,7.59,36.04,63.68,2.28,0.5,3.38,37.45,308.78,3.97,2.2,53.24,54.79
P070,Unacceptable,191.44,131.96,5.93,56.82,26.92,0.21,0.16,3.29,55.8,215.37,0.72,3.4,66.05,53.35
P070,Unacceptable,778.25,276.4,20.95,35.74,18.3,0.4,0.38,1.45,55.16,239.31,2.08,3.28,52.08,39.86
P070,Unacceptable,307.98,482.04,24.53,61.84,62.8,0.69,0.24,4.54,35.72,255.79,5.64,5.62,45.52,44.82
P070,Unacceptable,174.87,383.93,23.29,40.3,5.16,2.71,0.57,5.17,50.46,228.78,2.61,2.59,31.83,32.28
P070,Unacceptable,366.37,207.41,13.45,47.44,24.93,2.75,0.52,3.32,59.63,145.56,4.39,2.79,50.11,62.89
P070,Unacceptable,830.34,272.16,5.52,35.75,61.41,0.16,0.74,0.88,50.49,150.88,1.82,2.63,54.23,47.33
P070,Unacceptable,682.03,130.4,16.28,53.36,16.84,1.03,0.03,2.89,50.51,166.64,4.34,2.7,36.55,33.48
P070,Unacceptable,588.29,173.55,11.3,37.29,35.94,2.77,0.25,5.17,26.07,137.07,6.65,4.5,43.02,58.76
P070,Unacceptable,642.6,413.25,8.53,54.05,52.84,2.52,0.43,3.62,43.88,167.92,3.44,1.76,51.76,48.32
P070,Unacceptable,362.77,58.07,1.81,43.88,35.81,1.13,0.4,1.09,31.25,184.21,4.24,2.41,31.12,55.76
P070,Unacceptable,588.36,134.64,16.69,52.02,25.25,2.98,0.99,1.26,50.0,334.09,4.82,3.73,49.14,45.24
P070,Unacceptable,735.05,290.73,11.86,66.97,2.86,0.19,0.13,4.34,31.33,277.6,1.42,1.41,47.54,30.43
P070,Unacceptable,590.62,368.01,4.78,51.81,16.08,1.52,0.44,4.81,34.84,128.58,5.0,4.61,54.04,50.23
P070,Unacceptable,990.82,283.48,10.55,44.0,33.69,0.42,0.06,1.9,37.77,206.62,2.2,2.04,36.76,50.64
P070,Unacceptable,428.58,270.63,15.51,48.91,38.83,1.86,0.59,2.4,34.77,161.58,5.18,2.19,49.67,33.75
P070,Unacceptable,909.14,382.64,16.05,46.53,54.74,0.92,0.18,4.66,59.28,109.97,0.9,2.68,38.6,35.42
P070,Unacceptable,516.93,175.7,13.98,63.25,24.57,2.08,0.36,5.88,37.56,124.57,2.04,1.05,44.15,28.88
P070,Unacceptable,256.32,243.22,14.93,36.22,32.17,3.02,0.1,0.51,50.52,220.01,3.24,1.82,37.0,33.55
P070,Unacceptable,472.82,215.59,7.23,50.32,10.42,0.86,0.54,1.71,32.27,317.44,3.29,5.33,34.42,45.82
P070,Unacceptable,714.75,71.04,10.28,59.8,13.53,0.61,1.16,4.29,55.49,313.62,3.27,2.87,62.48,38.34
P070,Unacceptable,712.12,142.88,10.21,47.96,43.08,1.23,0.19,3.53,33.67,170.98,1.89,1.34,57.53,39.33
P070,Unacceptable,544.62,320.93,18.91,43.71,62.79,1.41,0.06,2.15,40.75,215.57,3.57,2.27,30.54,42.38
P070,Unacceptable,374.37,362.29,11.23,54.76,23.49,2.24,0.34,1.85,38.37,115.21,2.93,2.23,51.73,37.27
P070,Unacceptable,551.44,173.48,6.88,62.79,48.15,1.51,1.25,1.52,51.95,192.18,5.2,4.45,33.19,63.4
P071,Needs Improvement,682.94,192.32,25.42,55.47,37.25,1.03,0.96,3.01,52.24,345.23,5.45,1.7,54.79,52.26
P071,Needs Improvement,745.56,553.39,10.59,64.01,49.71,3.61,0.1,4.73,60.86,248.23,4.41,2.73,47.95,64.74
P071,Needs Improvement,1058.16,486.44,18.29,71.03,66.26,0.43,0.32,5.77,46.82,183.44,4.85,3.99,42.48,44.53
P071,Needs Improvement,789.56,74.62,6.65,66.58,43.07,3.17,1.49,6.6,60.15,326.72,1.56,4.36,44.27,54.65
P071,Needs Improvement,451.81,188.21,13.36,67.99,54.11,1.64,0.46,3.91,43.99,154.72,3.67,6.74,55.12,48.18
P071,Needs Improvement,702.57,161.87,25.11,47.48,15.42,2.0,0.28,2.57,58.29,319.78,4.59,4.14,55.57,52.98
P071,Needs Improvement,1069.08,375.33,26.17,59.73,13.9,2.35,1.23,1.3,75.51,183.8,2.54,3.86,69.95,71.27
P071,Needs Improvement,530.14,212.03,25.08,64.4,64.99,1.24,0.5,5.16,51.42,332.81,1.96,5.36,66.81,40.51
P071,Needs Improvement,303.5,287.03,6.46,51.36,22.46,2.4,1.25,6.65,39.5,280.97,1.32,3.63,55.08,39.09
P071,Needs Improvement,548.65,161.45,19.41,65.09,73.58,0.12,0.85,1.35,73.32,270.69,5.63,1.47,44.7,55.62
P071,Needs Improvement,338.33,558.43,15.85,63.94,47.63,2.15,0.4,5.28,62.97,179.79,2.54,3.43,69.12,69.48
P071,Needs Improvement,999.25,469.9,28.42,61.72,0.9,0.68,0.66,5.33,51.05,330.52,6.85,2.16,61.02,64.68
P071,Needs Improvement,650.95,393.82,1.34,64.23,27.3,0.09,0.92,3.75,35.41,220.56,6.56,3.12,49.15,76.13
P071,Needs Improvement,343.61,582.15,1.36,70.09,69.81,3.24,1.2,6.24,51.38,312.04,7.26,6.95,47.61,50.18
P071,Needs Improvement,766.39,387.99,13.45,58.6,1.47,3.16,1.05,6.48,51.81,361.33,6.93,3.42,52.46,69.42
P071,Needs Improvement,278.98,183.96,12.17,74.68,7.07,0.99,0.45,7.09,61.04,352.88,1.08,4.63,62.06,51.58
P071,Needs Improvement,364.5,424.75,20.06,54.5,70.92,2.44,1.31,3.37,78.18,172.59,6.91,0.9,56.94,69.15
P071,Needs Improvement,406.28,343.03,4.0,58.96,64.23,2.42,0.84,5.87,67.67,325.31,2.14,6.55,49.19,60.54
P071,Needs Improvement,729.87,190.86,11.73,66.06,76.03,1.81,0.23,2.46,52.93,243.39,5.95,2.26,50.99,62.24
P071,Needs Improvement,684.63,354.7,25.06,49.18,36.49,1.95,0.48,5.86,62.49,179.1,5.46,6.46,48.37,39.25
P071,Needs Improvement,464.23,124.17,3.17,72.4,50.57,2.23,0.84,3.2,48.8,156.34,3.38,4.61,57.49,61.12
P071,Needs Improvement,750.18,571.43,15.73,68.38,33.82,0.68,1.27,0.97,66.75,351.88,3.88,1.84,68.19,52.43
P071,Needs Improvement,359.02,496.95,14.01,66.42,34.79,1.41,0.07,4.46,42.37,252.22,6.39,3.86,47.63,56.52
P071,Needs Improvement,338.69,299.21,30.23,63.06,7.03,3.71,0.95,2.55,58.57,264.63,5.04,0.85,66.23,64.79
P071,Needs Improvement,293.58,415.73,13.69,47.93,11.75,1.59,0.96,1.42,43.43,275.04,5.37,0.95,71.44,65.46
P071,Needs Improvement,831.47,366.71,29.53,66.36,34.81,1.02,0.43,3.38,70.12,288.31,3.56,6.9,68.53,63.08
P071,Needs Improvement,699.62,439.38,13.64,73.58,62.78,1.73,1.35,4.44,76.84,307.75,6.11,7.87,50.82,69.19
P071,Needs Improvement,949.56,130.74,2.0,73.97,57.35,3.07,1.46,0.83,46.56,251.0,1.79,4.3,60.94,66.61
P071,Needs Improvement,1047.81,474.27,11.58,70.38,49.56,1.96,0.52,5.13,38.5,222.15,2.27,3.6,43.32,63.08
P071,Needs Improvement,945.03,373.78,8.73,53.6,62.6,3.11,1.1,1.98,66.27,329.56,4.03,2.93,67.91,61.22
P071,Needs Improvement,333.51,197.55,29.11,51.31,40.33,3.21,1.01,0.82,74.28,163.28,1.92,4.09,66.54,42.64
P071,Needs Improvement,827.29,195.25,19.03,67.12,55.84,2.32,0.66,4.5,52.78,307.62,3.55,5.13,37.89,65.54
P071,Needs Improvement,410.54,337.59,29.01,49.44,18.91,1.68,1.39,2.29,53.16,159.33,6.55,3.7,48.65,70.04
P071,Needs Improvement,1005.62,198.06,22.52,49.53,4.8,2.15,0.62,3.57,70.78,241.41,5.57,3.99,70.62,65.02
P071,Needs Improvement,1011.13,517.27,29.75,52.47,48.57,2.16,0.75,3.56,42.32,285.5,4.88,1.19,46.52,47.21
P071,Needs Improvement,640.96,125.13,4.13,55.88,65.07,2.45,1.22,6.57,70.74,322.73,5.55,1.45,57.46,54.95
P071,Needs Improvement,549.65,447.93,18.19,65.76,46.83,1.69,0.6,5.04,71.14,165.03,7.23,6.55,60.9,72.51
P071,Needs Improvement,670.84,89.39,29.05,65.5,7.57,1.59,1.4,6.21,46.99,325.49,3.41,3.78,49.32,62.01
P071,Needs Improvement,596.38,342.7,22.44,52.83,22.52,2.76,1.13,6.24,60.42,299.83,5.39,0.92,60.94,56.9
P071,Needs Improvement,425.05,388.94,19.96,42.55,15.89,2.73,0.73,0.96,41.17,317.12,5.78,1.61,50.55,42.54
P071,Needs Improvement,717.92,192.32,2.22,66.85,70.72,2.8,1.05,7.65,45.43,291.24,4.05,5.5,75.46,69.12
P071,Needs Improvement,485.82,260.53,21.44,60.49,71.81,2.08,0.14,2.68,70.32,174.23,7.05,2.08,65.9,62.31
P071,Needs Improvement,720.83,444.87,21.63,69.9,14.9,1.72,1.34,7.13,51.03,315.06,1.96,1.98,68.03,75.37
P071,Needs Improvement,421.95,339.1,26.31,63.03,9.13,2.42,1.14,4.47,66.26,326.72,6.35,3.85,67.64,52.73
P071,Needs Improvement,640.2,105.1,17.54,47.76,36.94,0.78,0.89,6.22,47.26,305.27,3.46,2.35,35.82,73.77
P071,Needs Improvement,887.29,150.22,26.82,71.94,15.53,2.84,0.98,7.26,50.24,152.53,0.86,6.32,48.73,41.83
P071,Needs Improvement,1129.07,240.51,3.57,49.32,41.59,0.37,1.34,6.15,51.71,277.37,6.81,2.92,65.35,66.36
P071,Needs Improvement,751.16,249.09,25.11,61.21,0.91,0.08,0.76,5.35,50.99,325.84,4.73,6.98,56.28,68.05
P071,Needs Improvement,445.45,487.71,16.55,67.24,61.68,0.39,0.45,3.04,41.9,190.08,7.7,6.47,38.24,63.97
P071,Needs Improvement,797.07,513.85,25.81,51.71,39.51,2.62,0.82,4.34,42.19,195.51,4.15,6.41,52.87,73.22
P071,Needs Improvement,980.39,170.96,22.04,51.75,62.85,2.1,0.98,4.07,64.09,377.94,6.47,7.52,42.56,63.25
P071,Needs Improvement,310.45,327.0,26.96,75.57,52.51,1.47,0.87,2.45,55.5,340.13,4.82,1.75,40.83,42.8
P071,Needs Improvement,547.33,472.87,10.04,53.16,6.84,0.18,0.8,2.06,52.45,200.38,4.66,7.74,42.82,50.01
P071,Needs Improvement,418.6,417.27,14.32,70.51,33.04,0.02,0.66,2.66,59.92,324.41,5.76,6.53,61.73,72.77
P071,Needs Improvement,663.52,577.64,24.56,67.18,45.22,2.16,0.69,2.25,54.75,357.62,2.9,0.98,72.45,38.95
P071,Needs Improvement,465.62,397.56,20.43,58.81,23.95,2.57,0.21,0.96,47.16,332.49,7.11,0.92,75.56,42.5
P071,Needs Improvement,1134.4,514.46,13.95,70.4,25.35,0.9,0.97,7.09,64.94,371.81,4.89,6.24,59.63,67.33
P071,Needs Improvement,798.43,209.92,27.3,56.26,59.78,0.63,0.36,4.84,54.92,146.63,2.14,2.38,68.42,62.42
P071,Needs Improvement,509.04,508.35,21.12,52.08,6.96,3.16,0.96,5.17,47.58,293.01,3.19,1.86,53.36,38.93
P071,Needs Improvement,371.04,533.74,5.95,52.97,27.24,0.76,1.31,6.68,57.21,255.55,1.04,5.97,66.65,50.43
P071,Needs Improvement,294.24,577.97,13.76,50.17,70.16,0.2,1.43,5.85,49.93,314.97,5.64,2.27,67.96,66.71
P071,Needs Improvement,703.0,463.72,19.06,65.05,35.11,0.53,0.98,2.54,48.61,360.4,1.01,1.35,57.16,61.7
P071,Needs Improvement,1059.59,358.09,6.88,48.39,72.15,0.45,0.68,7.26,57.12,235.54,7.18,4.49,43.77,59.17
P071,Needs Improvement,916.16,471.26,30.29,58.86,3.34,1.2,0.81,5.19,62.63,197.16,1.49,7.06,71.69,63.91
P071,Needs Improvement,1024.34,433.14,21.53,58.14,31.44,0.58,1.07,7.1,62.73,163.51,4.56,5.88,67.78,51.92
P071,Needs Improvement,890.9,502.14,2.78,48.58,44.19,3.19,1.5,6.67,58.3,251.16,4.5,6.0,53.12,61.92
P071,Needs Improvement,1012.96,393.38,13.07,55.98,32.69,0.59,0.5,4.29,56.16,257.62,7.54,1.49,57.29,69.82
P071,Needs Improvement,565.01,259.16,15.54,62.78,26.55,3.13,0.79,5.03,38.35,235.39,4.2,3.15,74.96,66.48
P071,Needs Improvement,238.31,549.99,25.61,61.21,66.03,0.39,0.78,2.4,52.2,246.16,3.95,4.28,67.4,66.65
P071,Needs Improvement,398.91,382.98,26.87,63.53,35.87,1.99,0.87,4.14,58.09,144.03,1.1,3.49,76.85,75.19
P071,Needs Improvement,712.8,329.38,26.62,57.56,10.43,2.23,1.15,2.55,48.82,163.52,4.35,2.08,52.28,49.03
P071,Needs Improvement,380.01,130.19,16.55,56.06,67.08,1.82,0.55,3.32,55.04,252.6,5.02,2.38,50.01,38.97
P071,Needs Improvement,394.04,322.67,2.23,44.46,34.48,1.83,0.33,7.08,41.66,206.81,0.92,2.73,70.43,61.02
P071,Needs Improvement,312.08,228.64,4.9,70.54,6.35,1.56,0.19,5.8,40.41,312.86,3.95,4.34,60.4,56.39
P071,Needs Improvement,352.5,115.33,12.15,45.2,8.49,2.32,0.64,2.0,40.21,388.7,2.48,3.26,44.62,58.22
P071,Needs Improvement,227.82,292.16,21.98,65.49,60.69,1.95,0.4,6.91,78.68,212.87,4.75,4.35,65.96,43.58
P071,Needs Improvement,752.81,264.34,17.84,66.21,56.44,0.77,0.33,5.09,37.66,323.17,2.34,3.07,60.86,64.97
P071,Needs Improvement,862.98,81.1,14.69,62.01,62.18,0.14,0.89,6.29,39.52,319.62,3.74,2.95,50.32,60.77
P071,Needs Improvement,548.84,250.35,15.76,65.4,26.84,1.75,0.54,2.21,57.06,342.24,0.89,7.22,51.7,49.32
P071,Needs Improvement,794.03,398.35,10.25,73.71,22.3,1.42,0.86,6.6,47.49,292.44,5.41,3.68,54.84,54.84
P071,Needs Improvement,477.29,325.59,8.26,50.41,11.32,0.53,1.54,6.84,45.06,224.57,2.19,5.99,58.66,75.56
P071,Needs Improvement,298.86,429.4,27.73,55.14,22.77,2.53,0.27,7.01,70.87,314.04,2.32,3.98,54.42,51.22
P071,Needs Improvement,647.42,118.75,13.02,67.52,9.31,1.47,1.24,3.86,51.86,248.86,2.43,1.68,57.21,66.57
P071,Needs Improvement,445.77,224.53,17.81,59.15,34.36,2.85,0.43,3.74,57.89,272.54,1.97,6.04,60.77,65.0
P071,Needs Improvement,1082.63,527.94,15.33,45.84,39.58,1.45,0.95,5.16,58.46,306.03,5.73,5.02,44.4,37.17
P071,Needs Improvement,517.22,399.66,17.88,62.5,38.31,2.64,0.19,7.36,71.37,362.85,3.39,3.1,44.61,51.91
P071,Needs Improvement,745.52,97.29,23.8,74.82,29.34,2.07,0.4,1.1,56.79,161.32,5.04,7.13,52.82,62.03
P071,Needs Improvement,845.78,244.93,12.3,56.65,3.94,2.5,0.78,6.16,65.39,246.54,3.51,1.63,77.14,60.16
P071,Needs Improvement,823.49,117.13,11.68,56.16,35.03,0.02,0.36,3.02,46.65,313.06,2.21,3.48,56.76,48.48
P071,Needs Improvement,580.29,402.4,5.42,50.49,51.55,1.68,0.82,4.19,60.94,384.1,6.95,2.06,55.04,49.57
P071,Needs Improvement,905.01,154.34,5.52,53.76,8.61,1.02,0.86,6.41,46.64,166.94,4.5,3.12,51.84,64.57
P071,Needs Improvement,644.25,586.42,2.81,63.63,73.66,2.29,0.36,1.61,42.22,172.16,6.58,4.62,62.93,38.05
P071,Needs Improvement,519.49,393.49,24.18,56.28,8.4,2.19,0.23,1.61,46.54,270.82,1.46,6.47,45.46,44.01
P071,Needs Improvement,840.96,201.77,14.09,56.69,25.3,1.13,0.53,5.73,68.69,330.4,6.86,1.7,71.61,47.54
P071,Needs Improvement,505.45,292.15,14.79,63.89,16.24,2.38,0.46,3.49,67.7,245.71,2.55,4.33,67.45,71.33
P071,Needs Improvement,494.38,163.83,6.34,44.59,67.63,0.28,0.64,2.75,47.47,308.48,1.62,1.31,58.1,57.52
P071,Needs Improvement,390.6,182.42,5.88,62.8,1.75,0.97,1.39,3.28,50.64,190.97,6.44,3.77,47.81,40.34
P071,Needs Improvement,642.47,113.43,12.29,61.55,56.87,3.29,0.35,4.95,74.12,252.3,3.46,6.83,68.65,40.11
P071,Needs Improvement,648.94,414.13,22.47,69.39,56.71,2.85,0.13,5.24,71.81,248.31,1.52,6.61,72.27,67.26
P071,Needs Improvement,238.28,130.28,15.0,57.59,17.82,3.52,1.43,5.09,61.26,218.8,0.84,3.56,56.74,46.92
P072,Good,896.69,689.12,20.22,74.41,49.11,4.05,0.65,1.26,79.69,433.13,4.46,2.7,53.77,64.55
P072,Good,373.71,386.33,16.62,83.69,21.96,3.65,0.22,4.84,51.58,365.91,5.08,3.08,86.56,58.82
P072,Good,1281.28,458.91,23.38,73.71,85.38,3.55,0.25,7.0,74.64,278.61,4.57,7.63,64.03,80.25
P072,Good,803.15,432.65,17.92,80.87,78.51,3.64,1.44,2.86,67.95,196.96,3.8,3.47,97.99,80.75
P072,Good,1413.64,143.81,4.8,75.48,35.83,0.87,1.26,3.1,48.1,435.16,9.13,3.17,51.54,89.6
P072,Good,1317.61,494.42,8.97,84.13,57.06,0.94,0.49,5.59,62.97,462.23,1.25,5.51,55.71,71.54
P072,Good,987.12,350.24,14.51,66.35,72.23,0.03,1.8,5.99,59.89,234.23,7.27,7.47,58.75,73.47
P072,Good,1102.43,169.51,13.88,57.03,84.0,2.24,0.85,7.34,63.4,215.98,1.23,1.25,57.13,73.75
P072,Good,1216.85,770.37,17.83,95.32,53.22,4.0,0.65,8.25,54.4,383.62,8.88,6.97,76.22,77.44
P072,Good,1336.58,741.93,28.9,64.63,51.81,1.07,0.27,3.29,90.4,358.57,8.34,3.98,89.96,69.8
P072,Good,406.56,444.05,30.89,70.09,74.6,0.22,0.98,2.13,86.66,328.24,2.33,7.62,88.54,63.9
P072,Good,1255.29,484.68,34.16,75.35,56.53,1.01,0.94,3.38,78.71,399.7,9.83,3.5,82.11,59.48
P072,Good,684.88,312.82,33.65,86.62,5.85,2.32,0.65,5.18,53.27,301.9,8.85,5.86,50.79,75.38
P072,Good,880.13,675.1,9.69,69.02,9.78,4.35,1.14,1.24,71.93,385.33,6.9,1.74,70.82,78.98
P072,Good,715.06,190.11,36.94,72.11,79.0,2.02,0.88,3.91,64.91,408.63,3.91,8.95,75.55,81.2
P072,Good,987.68,212.15,1.76,69.11,5.61,3.61,0.95,5.09,68.9,232.77,1.58,6.58,86.55,86.68
P072,Good,879.64,483.51,14.57,65.92,42.5,3.48,0.01,1.41,60.27,218.37,3.43,2.5,67.17,91.49
P072,Good,1406.9,536.87,18.0,60.94,4.83,2.64,1.01,5.43,55.13,181.45,5.16,2.18,78.93,91.8
P072,Good,537.38,742.1,16.3,80.52,18.92,3.62,0.44,3.79,66.31,383.5,3.51,9.38,79.45,79.97
P072,Good,855.38,211.83,37.07,58.43,23.3,2.88,1.03,1.73,83.09,244.21,2.01,8.78,68.58,75.72
P072,Good,1237.27,306.9,14.16,78.79,6.02,1.76,1.61,6.59,59.94,341.86,8.19,4.21,89.11,79.16
P072,Good,497.8,675.74,5.03,94.31,56.46,1.78,1.47,1.3,74.77,365.88,2.49,9.33,58.96,80.36
P072,Good,498.03,583.27,21.02,79.22,33.09,3.69,0.27,5.69,87.98,345.04,4.89,6.7,76.04,69.67
P072,Good,1366.94,595.35,1.33,92.04,40.58,1.74,0.65,7.95,79.11,201.43,3.82,1.52,61.22,66.87
P072,Good,1332.39,188.39,10.44,75.11,28.8,1.6,1.35,9.16,53.48,389.21,8.01,3.47,64.15,53.27
P072,Good,1189.7,256.86,12.44,79.83,10.12,4.54,0.35,3.68,63.74,222.87,6.96,7.47,83.4,58.08
P072,Good,412.35,126.69,28.03,87.21,62.58,2.36,0.32,3.83,89.46,408.23,4.76,8.85,61.69,47.58
P072,Good,887.36,308.19,15.46,81.58,32.8,4.0,0.23,8.95,60.91,415.57,1.97,7.08,92.1,85.81
P072,Good,358.83,566.77,3.01,89.72,12.36,4.6,0.85,2.25,55.76,444.32,5.09,8.76,80.08,94.35
P072,Good,790.96,240.01,26.25,74.19,89.64,3.33,0.71,2.98,81.27,298.09,8.61,8.97,61.06,78.92
P072,Good,518.02,511.35,28.05,85.22,90.88,2.83,1.81,5.06,97.43,438.06,9.36,4.45,79.79,59.5
P072,Good,952.07,661.67,30.18,92.16,71.51,2.78,0.76,3.14,54.13,419.52,1.11,5.73,88.03,48.24
P072,Good,810.04,189.37,5.1,77.24,20.86,0.83,0.96,2.87,69.12,331.09,8.04,6.49,55.88,67.32
P072,Good,884.73,675.88,16.16,91.14,55.4,4.53,0.39,2.26,86.93,416.88,5.92,4.13,65.07,75.91
P072,Good,1080.62,230.58,28.13,62.47,89.38,2.2,0.82,1.58,60.2,344.04,4.38,4.74,87.6,53.47
P072,Good,634.72,178.25,16.37,95.86,38.28,2.81,0.46,8.98,63.66,403.26,8.21,7.75,78.52,68.76
P072,Good,589.75,516.91,32.46,76.25,65.75,0.49,1.85,3.61,65.76,396.93,6.1,4.54,78.12,93.36
P072,Good,415.24,511.91,20.74,76.34,45.68,3.6,1.72,2.2,76.88,398.64,3.23,7.71,80.24,91.69
P072,Good,465.23,523.32,20.87,85.61,30.51,2.33,0.19,3.31,81.36,306.66,6.95,8.8,53.24,70.95
P072,Good,1322.85,291.92,15.96,67.82,31.32,3.66,1.4,1.91,91.63,425.83,6.92,8.54,92.5,62.27
P072,Good,1344.66,624.48,32.12,78.08,84.03,1.53,0.04,4.0,79.47,332.63,5.46,3.01,75.59,82.84
P072,Good,1358.66,632.07,30.63,69.11,7.77,2.28,1.87,7.75,81.87,225.85,4.62,9.13,88.05,83.87
P072,Good,845.8,401.59,12.16,61.39,0.82,4.46,1.26,2.29,84.06,311.3,9.62,1.72,54.15,89.74
P072,Good,803.44,529.63,23.54,61.32,11.76,4.33,0.88,1.3,78.49,278.74,4.32,2.58,52.62,67.87
P072,Good,485.88,571.9,9.14,65.98,82.01,1.61,1.75,3.57,55.54,454.22,6.96,5.9,78.54,83.75
P072,Good,298.16,118.23,31.82,90.55,5.88,1.11,1.38,1.48,81.47,464.91,1.6,2.64,82.21,79.61
P072,Good,1045.51,170.67,9.38,65.88,28.29,3.13,0.82,1.89,51.59,396.42,7.97,5.03,52.43,48.88
P072,Good,632.09,444.51,17.61,81.2,37.4,3.43,1.1,2.73,66.11,372.39,1.95,1.68,60.6,66.16
P072,Good,938.59,131.46,26.86,87.08,54.6,3.06,0.55,2.88,66.76,206.22,3.31,5.33,88.96,69.58
P072,Good,313.7,397.53,27.44,62.15,71.21,1.55,0.97,1.92,57.12,200.73,8.43,7.17,64.93,66.19
P072,Good,1010.64,307.83,31.26,77.86,14.55,2.04,1.14,8.03,73.58,220.17,8.94,2.99,81.34,52.77
P072,Good,369.08,530.32,16.31,81.31,0.2,2.52,0.01,4.39,75.0,368.04,9.04,2.07,54.74,91.29
P072,Good,1366.99,438.63,24.72,74.69,59.16,4.52,1.28,4.8,91.79,419.43,4.19,3.71,61.38,53.53
P072,Good,803.47,144.4,23.84,56.05,1.81,1.29,0.06,2.08,50.97,365.31,5.28,1.9,94.09,52.39
P072,Good,1317.37,637.38,30.88,79.38,93.39,1.02,1.02,7.78,78.58,365.82,2.17,4.03,77.99,70.01
P072,Good,1101.57,247.35,25.63,90.55,69.68,0.39,0.16,5.93,57.2,398.58,1.35,4.18,60.56,98.3
P072,Good,744.22,174.89,17.88,84.56,51.73,0.34,1.79,6.61,76.53,439.54,3.12,2.76,61.62,87.12
P072,Good,1116.58,642.74,38.35,65.92,72.3,2.78,0.34,4.81,50.55,228.21,5.86,5.38,84.02,51.88
P072,Good,558.99,417.82,1.46,76.38,75.23,4.25,0.03,3.78,76.28,424.91,6.57,6.38,54.45,74.83
